N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	40
2	и не	16	30
3	а не	15	18
4	может быть	14	17
5	и т	28	17
6	ничего не	4	17
7	и в	41	15
8	т д	5	15
9	как бы	12	14
10	так как	3	14
11	точки зрения	16	14
12	того что	3	13
13	это не	6	12
14	прежде всего	8	11
15	в том	3	11
16	не может	14	11
17	и все	4	11
18	в этом	12	11
19	с ее	4	10
20	в основе	5	10
21	потому что	2	10
22	том что	2	10
23	было бы	3	9
24	все это	5	9
25	мы не	2	9
26	то же	14	9
27	уже не	2	9
28	с точки	8	9
29	не в	7	8
30	в себе	3	8
31	и о	2	8
32	не только	16	8
33	и ее	3	8
34	как и	4	7
35	и его	14	7
36	или в	8	7
37	и вообще	2	7
38	только в	6	7
39	перед нами	4	6
40	так что	2	6
41	же время	12	6
42	хотя и	2	6
43	и тем	2	6
44	и даже	6	6
45	в результате	3	6
46	сказать что	2	6
47	вовсе не	7	6
48	в то	14	6
49	как только	3	5
50	так и	11	5
51	в своем	3	5
52	можно сказать	2	5
53	в ней	4	5
54	в нем	30	5
55	таким образом	9	5
56	именно в	3	5
57	и на	14	5
58	о том	3	5
59	с его	4	5
60	то в	2	5
61	в смысле	4	5
62	и чисто	3	5
63	в сущности	13	5
64	если мы	2	5
65	для того	2	5
66	и для	4	5
67	той же	2	5
68	что все	2	4
69	что они	2	4
70	один из	4	4
71	но и	16	4
72	в особенности	8	4
73	так же	2	4
74	с ними	3	4
75	также и	3	4
76	и с	4	4
77	той или	9	4
78	лишь как	3	4
79	в одном	2	4
80	не как	4	4
81	мы видим	2	4
82	она не	3	4
83	еще не	4	4
84	как раз	2	4
85	хотя бы	3	4
86	в его	13	4
87	смысла и	3	3
88	оно и	4	3
89	на этом	2	3
90	в свою	3	3
91	и той	2	3
92	и следовательно	7	3
93	совершенно не	2	3
94	ни о	2	3
95	в их	4	3
96	все эти	9	3
97	и наконец	4	3
98	с этим	3	3
99	в истории	3	3
100	с ним	7	3
101	но в	8	3
102	от этого	2	3
103	к этому	2	3
104	лежит в	4	3
105	у нас	2	3
106	мы уже	2	3
107	за пределы	4	3
108	в своей	7	3
109	и потому	4	3
110	быть и	4	3
111	бы и	3	3
112	как в	8	3
113	в данном	3	3
114	и то	2	3
115	в виде	2	3
116	могут быть	19	3
117	не могут	3	2
118	время и	2	2
119	в частности	2	2
120	в отношении	6	2
121	с этой	3	2
122	из этих	3	2
123	на все	2	2
124	к своему	6	2
125	его как	2	2
126	свою очередь	2	2
127	такое понимание	2	2
128	и может	3	2
129	кроме того	4	2
130	при этом	6	2
131	и часто	4	2
132	в самом	5	2
133	никогда не	3	2
134	в котором	2	2
135	был бы	2	2
136	из них	3	2
137	другой стороны	4	2
138	в разных	3	2
139	не было	3	2
140	лишь в	4	2
141	и по	2	2
142	должно быть	2	2
143	же и	2	2
144	того или	2	2
145	а как	2	2
146	нисколько не	2	2
147	в них	6	2
148	и во	3	2
149	в ее	2	2
150	все же	7	2
151	в качестве	3	2
152	бы ни	3	2
153	но именно	4	2
154	одной из	3	2
155	конечно не	3	2
156	как вещь	2	2
157	в свое	3	2
158	о нем	4	2
159	оно не	6	2
160	себя в	9	2
161	данный момент	4	2
162	во всех	17	2
163	и слово	2	2
164	которая не	3	2
165	во всяком	7	2
166	отношении к	6	2
167	в которой	4	2
168	непосредственно и	2	2
169	категории и	2	2
