N	2gram	Propp_Isto_6	PoTuStor
1	может быть	11	17
2	и в	26	16
3	прежде всего	4	9
4	таким образом	12	9
5	в этом	12	9
6	мы можем	7	9
7	и только	3	9
8	и его	7	8
9	и с	6	8
10	не может	6	8
11	с его	4	7
12	сказать что	3	7
13	не только	10	7
14	и это	8	6
15	при этом	3	6
16	все эти	8	5
17	ни в	2	5
18	еще не	9	5
19	как бы	4	5
20	в него	3	5
21	в нем	8	4
22	но и	9	4
23	так и	5	4
24	так как	18	4
25	и не	10	4
26	как мы	4	4
27	но мы	2	4
28	и ее	3	4
29	можно сказать	2	4
30	и наконец	3	4
31	с ними	2	4
32	и на	12	4
33	в этой	2	4
34	все что	4	4
35	только в	5	4
36	его в	5	4
37	но в	7	4
38	в его	5	4
39	мы знаем	2	3
40	на этой	2	3
41	в этих	2	3
42	что в	12	3
43	жизни и	2	3
44	и др	2	3
45	могут быть	3	3
46	вместе с	8	3
47	сих пор	4	3
48	в одном	3	3
49	к себе	2	3
50	и вот	3	3
51	ступенях развития	2	3
52	в том	12	3
53	а в	3	3
54	том что	10	3
55	и как	2	3
56	то что	6	3
57	их в	3	3
58	мира и	2	3
59	как это	5	3
60	во всяком	2	3
61	до сих	4	3
62	всяком случае	2	3
63	ее в	6	2
64	может иметь	2	2
65	один из	3	2
66	что и	4	2
67	не есть	2	2
68	же как	3	2
69	не будет	5	2
70	другими словами	3	2
71	в частности	3	2
72	никогда не	13	2
73	что не	2	2
74	в них	3	2
75	того же	2	2
76	вообще не	3	2
77	с этой	2	2
78	из этих	4	2
79	с этим	2	2
80	в свое	2	2
81	то же	5	2
82	и через	3	2
83	что оно	4	2
84	к этому	3	2
85	по всему	2	2
86	и других	3	2
87	сводится к	2	2
88	что он	9	2
89	мы не	6	2
90	в одно	2	2
91	здесь же	4	2
92	что мы	2	2
93	на первый	3	2
94	у него	7	2
95	и по	4	2
96	нам кажется	2	2
97	для нас	2	2
98	ранних ступенях	2	2
99	находится на	2	2
100	как и	5	2
101	они не	3	2
102	мы видим	5	2
103	так же	2	2
104	но это	4	2
105	мы уже	6	2
106	знаем что	2	2
107	он не	2	2
108	и этим	5	2
109	есть и	4	2
110	всех его	2	2
111	ту же	2	2
112	было бы	2	2
113	что это	2	2
114	кажется что	2	2
115	о том	7	2
116	во сне	3	2
117	но как	4	2
118	в своей	3	2
119	только то	2	2
120	с ним	8	2
121	и действительно	3	2
