N	2gram	Trubetskoy_1	slovoVRo
1	и в	26	39
2	может быть	10	37
3	то есть	4	26
4	не только	10	24
5	и не	8	22
6	но и	9	21
7	не может	4	20
8	в нем	4	19
9	все это	6	16
10	в этом	15	16
11	так и	6	15
12	а не	5	14
13	в процессе	2	13
14	во всех	2	12
15	не в	2	9
16	и с	10	9
17	прежде всего	2	8
18	таким образом	22	8
19	точки зрения	13	8
20	с его	2	7
21	при этом	3	7
22	для него	3	7
23	еще не	2	7
24	в его	5	7
25	как бы	12	7
26	никогда не	5	7
27	в этих	4	7
28	и потому	6	7
29	и даже	3	7
30	в них	2	6
31	и к	5	6
32	все же	6	6
33	в своем	3	6
34	но не	8	6
35	жизни и	2	6
36	в значительной	3	6
37	все эти	6	6
38	но в	7	6
39	не могут	2	5
40	с другой	8	5
41	и для	5	5
42	и все	2	5
43	том что	7	5
44	но все	7	5
45	или иной	2	5
46	одной стороны	7	5
47	только в	4	5
48	в том	11	5
49	той или	2	5
50	один из	2	5
51	с одной	7	5
52	уже не	3	5
53	и наконец	2	5
54	конечно не	2	5
55	не менее	3	4
56	и мир	2	4
57	отношению к	3	4
58	же время	2	4
59	в смысле	4	4
60	связанные с	7	4
61	наконец в	2	4
62	в отношении	6	4
63	его не	2	4
64	для этого	2	4
65	то же	4	4
66	что оно	4	4
67	для всех	2	4
68	в таком	3	4
69	а в	4	4
70	с другими	4	4
71	и на	2	4
72	в то	4	4
73	отношение к	5	4
74	так как	9	4
75	что в	9	3
76	одновременно и	2	3
77	хотя бы	3	3
78	и от	4	3
79	не с	2	3
80	в свою	2	3
81	что и	6	3
82	из себя	2	3
83	связи с	9	3
84	его от	2	3
85	и как	3	3
86	к нему	7	3
87	связано с	2	3
88	быть и	2	3
89	этом отношении	2	3
90	лишь в	5	3
91	а также	2	3
92	с точки	6	3
93	связан с	2	3
94	сказать что	2	3
95	между тем	2	3
96	во всяком	6	3
97	уже в	2	2
98	не было	2	2
99	и другие	3	2
100	требует от	2	2
101	тогда когда	2	2
102	не всегда	2	2
103	в себе	6	2
104	и здесь	2	2
105	что он	4	2
106	в одно	2	2
107	от подлинной	2	2
108	более или	5	2
109	все что	2	2
110	как о	3	2
111	и нет	3	2
112	со всеми	2	2
113	с одним	2	2
114	и проч	2	2
115	всяком случае	6	2
116	и особенно	2	2
117	сих пор	5	2
118	мы видели	2	2
119	то что	7	2
120	вместе с	15	2
121	те же	2	2
122	или менее	5	2
123	отличается от	2	2
124	в связи	3	2
125	особенно в	2	2
126	в виде	4	2
127	именно в	2	2
128	того чтобы	5	2
129	для того	5	2
130	одним из	2	2
131	людей и	2	2
132	в результате	3	2
133	и при	3	2
134	он не	4	2
135	далеко не	4	2
136	и связанные	2	2
137	к его	2	2
138	о том	6	2
139	которые в	2	2
140	в области	9	2
141	в одном	3	2
142	из него	2	2
143	в новом	2	2
144	до сих	5	2
