N	2gram	Propp_Isto_7	Problemy
1	и в	24	43
2	и не	4	29
3	т е	16	26
4	может быть	14	23
5	как бы	4	22
6	не может	14	18
7	но и	11	14
8	как и	6	14
9	и т	17	13
10	точки зрения	4	13
11	в этом	12	13
12	что он	21	13
13	в нем	6	12
14	не в	9	11
15	не только	21	11
16	прежде всего	2	10
17	и на	2	10
18	но в	5	10
19	как мы	3	10
20	никогда не	4	9
21	еще не	8	9
22	он не	6	9
23	то же	8	8
24	и его	3	8
25	или в	8	8
26	перед нами	2	7
27	до сих	2	7
28	в самом	2	7
29	к себе	3	7
30	в то	2	7
31	то что	7	7
32	сих пор	3	7
33	а не	8	7
34	в этих	13	6
35	в том	7	6
36	при этом	4	6
37	в котором	2	6
38	и наконец	3	6
39	и все	6	6
40	у него	10	6
41	здесь не	2	6
42	на то	3	5
43	так что	3	5
44	хотя и	3	5
45	к нему	7	5
46	все это	8	5
47	таким образом	7	5
48	все эти	2	5
49	а в	10	5
50	но здесь	2	5
51	вовсе не	4	5
52	о том	9	5
53	но не	6	5
54	было бы	2	5
55	мы увидим	6	5
56	и что	10	5
57	и он	3	5
58	героя и	5	5
59	не могут	2	4
60	что в	13	4
61	с другой	9	4
62	но это	3	4
63	и нет	2	4
64	себе и	3	4
65	т д	16	4
66	но он	2	4
67	во время	6	4
68	так как	8	4
69	с его	3	4
70	с собой	7	4
71	в них	3	4
72	из одного	3	4
73	знаю что	2	4
74	во всех	7	4
75	там где	5	4
76	на этот	2	4
77	мы не	4	4
78	этот вопрос	2	4
79	только в	6	4
80	и это	2	4
81	не менее	5	3
82	это не	10	3
83	в одной	2	3
84	есть и	4	3
85	кроме того	3	3
86	но для	2	3
87	здесь нет	3	3
88	в их	4	3
89	и даже	3	3
90	и здесь	12	3
91	во всем	2	3
92	его в	3	3
93	еще один	2	3
94	с ним	5	3
95	но при	2	3
96	стороны и	2	3
97	в различных	3	3
98	по существу	4	3
99	того же	2	3
100	она не	2	3
101	тот же	2	3
102	кажется что	3	3
103	мы уже	4	3
104	когда он	3	3
105	что и	8	3
106	все же	9	3
107	на него	2	3
108	так и	5	3
109	по своим	3	3
110	только на	2	3
111	уже не	2	3
112	другой стороны	8	3
113	ничего не	5	3
114	тем что	6	3
115	и ее	2	3
116	и этим	3	3
117	уже в	3	2
118	что у	4	2
119	та же	2	2
120	из этих	3	2
121	в конце	3	2
122	в образе	3	2
123	вопрос о	3	2
124	тем не	4	2
125	для нас	6	2
126	ни в	2	2
127	без всякого	2	2
128	но все	4	2
129	мы здесь	2	2
130	что это	6	2
131	например в	3	2
132	что такое	2	2
133	время как	2	2
134	и др	2	2
135	то это	5	2
136	отношение к	5	2
137	на том	2	2
138	в форме	2	2
139	отличается от	2	2
140	то и	4	2
141	но эта	2	2
142	здесь мы	5	2
143	того что	6	2
144	этих случаях	16	2
145	и герой	3	2
146	так же	6	2
147	героя но	2	2
148	сказать что	2	2
149	и так	2	2
150	известно что	2	2
151	в руках	2	2
152	из них	2	2
153	как он	6	2
154	герой не	3	2
155	превращается в	3	2
156	с этим	2	2
157	лежит в	2	2
158	об этом	6	2
159	но конечно	2	2
160	одна из	7	2
161	то время	2	2
162	конечно не	2	2
163	на себя	2	2
164	он говорит	2	2
165	и о	2	2
166	ее в	3	2
167	как в	12	2
168	им в	2	2
169	нами в	2	2
170	том что	10	2
171	что не	2	2
172	должны быть	3	2
173	и эта	2	2
174	почти всегда	2	2
175	что этот	2	2
176	мы можем	4	2
177	того как	3	2
178	все его	2	2
