N	2gram	Bakhtin_Fr_5	SlovoVZh
1	не может	5	16
2	точки зрения	4	14
3	может быть	2	14
4	и его	13	13
5	как бы	12	13
6	таким образом	8	12
7	и в	45	12
8	и не	15	10
9	так как	6	9
10	прежде всего	10	8
11	сказать что	4	7
12	в нем	10	6
13	при этом	2	6
14	с помощью	3	6
15	в том	10	6
16	только в	4	6
17	слова и	2	6
18	в ней	8	6
19	и др	8	5
20	то что	2	5
21	а не	4	5
22	можно сказать	2	5
23	то же	11	5
24	хотя бы	2	5
25	как и	10	5
26	том что	7	5
27	как в	3	5
28	но в	14	5
29	и к	5	4
30	все же	2	4
31	жизни и	8	4
32	так и	6	4
33	от того	3	4
34	на самом	5	4
35	не в	7	4
36	в этом	14	4
37	и на	5	4
38	его в	5	4
39	дело в	3	4
40	в самом	4	4
41	к нему	2	4
42	не только	14	4
43	в них	6	3
44	не менее	3	3
45	когда он	2	3
46	в своей	3	3
47	сих пор	3	3
48	все это	7	3
49	и вообще	2	3
50	все эти	5	3
51	но и	10	3
52	того что	3	3
53	и наконец	2	3
54	ни в	3	3
55	он должен	2	3
56	так же	8	3
57	самом деле	5	3
58	мы не	4	3
59	ведь и	3	3
60	и с	10	3
61	о том	4	3
62	нуждается в	3	3
63	для него	3	3
64	до сих	3	3
65	в пределах	2	3
66	в поэзии	3	3
67	и для	3	3
68	конечно не	2	3
69	здесь не	6	3
70	с ним	5	3
71	между тем	2	3
72	перестает быть	2	2
73	но мы	2	2
74	с его	7	2
75	что и	7	2
76	делает его	2	2
77	независимо от	2	2
78	от всех	5	2
79	что в	12	2
80	на все	2	2
81	данном случае	2	2
82	вместе с	3	2
83	себя и	2	2
84	на него	2	2
85	все они	4	2
86	в своем	11	2
87	в отношении	2	2
88	точку зрения	2	2
89	это не	3	2
90	и все	7	2
91	и другие	3	2
92	в особенности	2	2
93	тому же	4	2
94	за его	2	2
95	к этому	2	2
96	связь с	3	2
97	в себя	5	2
98	конечно в	2	2
99	и слово	2	2
100	и что	2	2
101	в атмосфере	6	2
102	слова но	2	2
103	словом и	3	2
104	с точки	2	2
105	и здесь	4	2
106	его как	4	2
107	же самое	2	2
108	как на	4	2
109	и притом	2	2
110	но это	5	2
111	до известной	4	2
112	такой же	4	2
113	в данном	2	2
114	мы можем	2	2
115	но не	4	2
116	со словом	2	2
117	кроме того	4	2
118	в то	11	2
119	но этот	3	2
120	подчеркнуть что	2	2
121	и та	2	2
122	там где	3	2
123	в чем	2	2
124	как это	4	2
125	ничего не	4	2
126	он не	6	2
127	в условиях	2	2
128	известной степени	4	2
129	в его	13	2
130	относится к	2	2
