N	2gram	Losev_Prob_5	EvropaiE
1	и в	30	37
2	в отношении	3	32
3	точки зрения	10	23
4	что в	5	21
5	не только	18	18
6	с точки	8	17
7	в то	4	16
8	хотя бы	2	15
9	то же	2	15
10	в своем	11	14
11	в качестве	4	14
12	но и	13	14
13	и не	12	14
14	но в	9	14
15	в этом	17	12
16	в том	12	11
17	в области	2	11
18	так и	7	10
19	отнюдь не	4	9
20	прежде всего	6	9
21	в смысле	4	9
22	не может	5	9
23	в себе	4	9
24	только в	9	9
25	так же	5	9
26	к тому	2	8
27	в ее	3	8
28	одной стороны	3	8
29	было бы	4	8
30	в своей	22	8
31	с одной	3	8
32	между тем	2	8
33	как и	7	7
34	того что	3	7
35	а также	3	7
36	с другой	6	7
37	также и	12	7
38	так как	6	7
39	с этой	2	6
40	вовсе не	8	6
41	том что	17	6
42	может быть	7	6
43	вслед за	2	6
44	для того	3	6
45	на то	2	6
46	как бы	6	6
47	то что	18	6
48	того чтобы	2	6
49	и даже	14	6
50	и на	6	6
51	то есть	21	6
52	в частности	4	5
53	не в	7	5
54	но не	7	5
55	как мы	2	5
56	от этого	3	5
57	в виде	10	5
58	но даже	4	4
59	то ни	2	4
60	именно в	3	4
61	можно сказать	6	4
62	бы то	2	4
63	несмотря на	6	4
64	в самом	5	4
65	в ней	3	4
66	по себе	2	4
67	для нас	10	4
68	мы не	2	4
69	и притом	5	4
70	сказать что	9	4
71	мира в	3	4
72	и к	4	3
73	с тем	5	3
74	уже и	2	3
75	никогда не	7	3
76	жизни в	4	3
77	в них	2	3
78	этом смысле	3	3
79	от них	2	3
80	из всех	2	3
81	мы можем	5	3
82	в свою	2	3
83	того же	4	3
84	из них	2	3
85	всяком случае	2	3
86	и тем	3	3
87	что и	6	3
88	говорит о	7	3
89	не будет	2	3
90	когда он	2	3
91	ее в	2	3
92	как в	2	3
93	и только	2	3
94	и для	6	3
95	в таком	2	3
96	можно было	2	3
97	в результате	7	3
98	потому что	13	3
99	во всяком	2	3
100	тем что	2	3
101	в данном	2	3
102	о том	12	3
103	дело в	2	3
104	мира и	2	3
105	он сам	3	2
106	не могут	2	2
107	и наиболее	2	2
108	и более	2	2
109	для них	3	2
110	а не	5	2
111	еще более	3	2
112	в какой	2	2
113	во втором	2	2
114	и все	9	2
115	в одном	3	2
116	к нему	3	2
117	представление о	2	2
118	же в	3	2
119	и как	6	2
120	в силу	5	2
121	есть в	2	2
122	или вернее	3	2
123	участие в	2	2
124	не к	2	2
125	но еще	2	2
126	он не	3	2
127	в его	12	2
128	в котором	2	2
129	при помощи	6	2
130	жизни и	2	2
131	наряду с	2	2
132	вместе с	7	2
133	данном случае	2	2
134	океана и	2	2
135	которого мы	2	2
136	а в	6	2
137	таким образом	13	2
138	дошла до	2	2
139	а именно	12	2
140	и сейчас	2	2
141	и что	6	2
142	в значительной	2	2
143	на месте	2	2
144	другой стороны	6	2
145	и тут	2	2
146	в других	3	2
147	или в	4	2
148	и с	5	2
149	хотя и	8	2
150	в этой	10	2
151	и то	5	2
152	по своей	2	2
153	как будто	3	2
154	его на	2	2
155	далеко не	4	2
156	тогда когда	4	2
