N	2gram	Ircho_Kome_2	Narrotol
1	не только	7	31
2	но и	10	27
3	и не	14	23
4	может быть	11	15
5	в частности	4	14
6	в качестве	5	14
7	как и	4	13
8	а в	3	13
9	только в	4	12
10	в этом	10	12
11	и в	26	11
12	и его	12	10
13	то что	6	9
14	то же	3	8
15	в том	11	8
16	со стороны	2	8
17	не может	3	8
18	если бы	9	7
19	у него	4	7
20	том что	9	7
21	на протяжении	10	7
22	но в	3	7
23	к тому	12	6
24	об этом	2	6
25	не в	2	6
26	в самом	4	6
27	как бы	2	6
28	один из	5	6
29	жизни и	3	6
30	тому же	11	6
31	или в	3	6
32	в его	4	6
33	в этой	3	6
34	действующих лиц	5	5
35	в своей	3	5
36	так и	12	5
37	столь же	9	5
38	и на	7	5
39	потому что	6	5
40	точки зрения	4	5
41	как правило	3	5
42	с его	5	4
43	о чем	3	4
44	из этих	4	4
45	что на	3	4
46	все же	4	4
47	но не	3	4
48	же время	3	4
49	прежде всего	4	4
50	еще не	6	4
51	у нее	2	4
52	к нему	3	4
53	в ней	3	4
54	в нем	6	4
55	в мире	2	4
56	в первом	2	4
57	из них	7	4
58	не по	4	4
59	как в	3	4
60	так в	2	4
61	того чтобы	6	4
62	в принципе	2	4
63	хотя и	4	4
64	на себя	7	4
65	в то	6	4
66	что у	4	4
67	о том	6	4
68	одна из	2	4
69	в одном	2	4
70	мира в	4	4
71	не менее	4	3
72	что в	9	3
73	однако в	2	3
74	в нашем	2	3
75	в своем	6	3
76	это не	2	3
77	не всегда	2	3
78	что он	5	3
79	идет о	2	3
80	в начале	4	3
81	когда в	2	3
82	в поле	3	3
83	в целом	4	3
84	себя внимание	5	3
85	как известно	2	3
86	для того	5	3
87	он не	2	3
88	еще в	4	3
89	речь идет	3	3
90	не является	2	3
91	отношению к	3	3
92	по отношению	3	3
93	не было	3	3
94	едва ли	14	3
95	обращает на	5	3
96	мы не	2	3
97	в глазах	2	3
98	и с	5	3
99	и ее	2	3
100	как будто	4	3
101	и все	2	3
102	в состав	2	3
103	как это	4	3
104	мы имеем	2	3
105	между тем	4	3
106	и столь	3	2
107	отнюдь не	2	2
108	в этих	4	2
109	а на	2	2
110	в конце	2	2
111	о его	4	2
112	к его	2	2
113	как мы	4	2
114	же в	4	2
115	да и	3	2
116	не столь	2	2
117	по своему	2	2
118	и после	2	2
119	до сих	2	2
120	в обоих	3	2
121	в театре	2	2
122	не вполне	2	2
123	всяком случае	2	2
124	чем это	2	2
125	если в	2	2
126	не имеет	3	2
127	хотя бы	2	2
128	себя в	3	2
129	вместе с	9	2
130	сих пор	2	2
131	ли не	7	2
132	после смерти	3	2
133	в отличие	2	2
134	в связи	3	2
135	если не	2	2
136	человека в	3	2
137	в той	2	2
138	времени в	2	2
139	с другой	2	2
140	и для	4	2
141	друг друга	3	2
142	отличие от	2	2
143	роль в	2	2
144	с ними	2	2
145	дело с	3	2
146	во всяком	2	2
147	мы можем	3	2
148	и от	4	2
149	что касается	3	2
150	и еще	2	2
151	связи с	3	2
152	в наиболее	4	2
153	это было	4	2
