N	2gram	Tiupa_Anal_2	DiskursI
1	в качестве	11	34
2	не только	16	28
3	в том	12	23
4	а не	10	22
5	то есть	9	20
6	том что	12	19
7	тогда как	19	19
8	может быть	6	17
9	представляет собой	8	17
10	и в	16	16
11	как и	14	16
12	в этом	18	15
13	еще не	2	14
14	но и	12	14
15	коммуникативного события	4	14
16	при этом	10	13
17	и т.п	8	12
18	прежде всего	3	11
19	но не	4	11
20	и не	12	11
21	с другой	6	10
22	как в	4	10
23	в частности	16	9
24	состоит в	8	9
25	отношению к	4	9
26	одной стороны	4	9
27	по отношению	4	9
28	не может	4	9
29	с одной	5	9
30	а также	7	8
31	отнюдь не	8	8
32	своего рода	12	8
33	так и	15	8
34	о том	7	8
35	но в	6	8
36	в его	2	7
37	со стороны	3	7
38	то же	4	7
39	роль в	2	7
40	в себе	7	7
41	только в	4	7
42	не в	4	7
43	в своем	4	6
44	высказывания в	3	6
45	в рамках	3	5
46	к тому	7	5
47	или иной	3	5
48	можно сказать	4	5
49	тому же	4	5
50	как бы	10	5
51	в котором	2	5
52	природе своей	2	5
53	в своей	2	5
54	то что	7	5
55	во всех	4	5
56	в отличие	2	5
57	а в	3	5
58	в себя	4	5
59	в их	3	5
60	сводится к	3	5
61	по природе	2	5
62	отличие от	2	5
63	и на	6	5
64	в данном	8	5
65	что в	2	4
66	в сторону	5	4
67	и к	5	4
68	уже не	4	4
69	для него	4	4
70	в целом	8	4
71	же время	2	4
72	одной из	3	4
73	на его	3	4
74	такого рода	2	4
75	внимание на	2	4
76	лишь в	9	4
77	между тем	2	4
78	могут быть	10	4
79	и т.д	3	4
80	как правило	4	4
81	очевидным образом	2	3
82	того же	4	3
83	столь же	4	3
84	вследствие этого	2	3
85	как уже	3	3
86	по себе	2	3
87	что и	3	3
88	самого рассказывания	2	3
89	в ситуации	3	3
90	литературного произведения	16	3
91	в действительности	3	3
92	в самом	6	3
93	имеет место	4	3
94	при всей	3	3
95	той или	3	3
96	еще в	2	3
97	себе не	2	3
98	один из	2	3
99	не с	4	3
100	на смену	3	3
101	в ходе	4	3
102	из них	3	3
103	ли не	2	3
104	таким образом	2	3
105	именно в	3	3
106	того что	2	3
107	другой стороны	2	3
108	и даже	9	3
109	являет собой	3	3
110	сказать что	2	3
111	тем что	3	3
112	точки зрения	4	3
113	в то	2	3
114	тому как	3	3
115	в произведении	2	3
116	в противоположность	2	2
117	не менее	4	2
118	никогда не	3	2
119	и одновременно	3	2
120	или даже	2	2
121	и во	2	2
122	по крайней	3	2
123	и все	3	2
124	в одном	2	2
125	одного из	3	2
126	к этому	2	2
127	имеем дело	3	2
128	ему в	3	2
129	к его	2	2
130	крайней мере	3	2
131	его как	2	2
132	по выражению	2	2
133	в соответствии	2	2
134	в пределах	9	2
135	в значительной	2	2
136	есть в	3	2
137	на этом	4	2
138	строго говоря	2	2
139	так например	2	2
140	что с	2	2
141	повествователя в	2	2
142	в сущности	4	2
143	значительной степени	2	2
144	иначе говоря	11	2
145	текста и	2	2
146	совпадает с	4	2
147	хотя и	4	2
148	частности в	2	2
149	и тем	4	2
150	не есть	2	2
151	с ее	2	2
152	того или	3	2
153	себя в	2	2
154	дело не	2	2
155	в тексте	24	2
156	данном случае	5	2
157	приводит к	3	2
158	за пределы	4	2
159	лирического дискурса	2	2
160	языка и	2	2
161	отношения к	2	2
162	как мы	3	2
163	свидетельствует о	2	2
164	и он	2	2
165	времени в	4	2
166	текста в	6	2
167	на небесах	3	2
168	высказывания и	2	2
169	и его	4	2
170	или в	3	2
171	не следует	2	2
172	здесь в	2	2
173	одну из	2	2
174	мы имеем	3	2
175	подобно тому	3	2
176	что касается	3	2
177	на себя	5	2
178	соответствии с	2	2
179	на протяжении	2	2
180	в этой	9	2
181	в организации	3	2
182	и адресата	2	2
183	внутренней речи	4	2
184	едва ли	3	2
185	особого рода	2	2
186	о чем	2	2
187	это было	2	2
188	дискурса к	2	2
