N	2gram	Vygotskiy__2	Dialekti
1	и не	7	30
2	может быть	9	20
3	и в	15	19
4	не только	15	19
5	по себе	7	18
6	а не	3	16
7	в себе	2	15
8	то что	20	14
9	что она	3	14
10	и даже	5	14
11	в том	33	14
12	как бы	7	14
13	так как	4	14
14	потому что	7	14
15	вовсе не	6	13
16	но и	10	12
17	то же	5	12
18	точки зрения	26	12
19	и все	3	12
20	что это	6	10
21	ни в	2	10
22	как и	6	10
23	и как	2	10
24	так и	8	10
25	том что	27	10
26	это не	5	10
27	сказать что	6	10
28	стало быть	2	10
29	никогда не	8	9
30	не может	9	9
31	прежде всего	4	8
32	мы уже	6	8
33	есть нечто	2	8
34	с точки	18	8
35	не в	8	8
36	это есть	2	8
37	в этом	19	8
38	в своей	4	8
39	сама по	2	7
40	как это	6	7
41	но что	2	7
42	и к	6	7
43	что в	14	7
44	только тогда	2	7
45	должно быть	2	7
46	что он	12	6
47	что они	3	6
48	отнюдь не	2	6
49	но не	3	6
50	того что	17	6
51	и вообще	2	6
52	не потому	2	6
53	тогда когда	5	6
54	с другой	6	5
55	есть ли	2	5
56	в силу	2	5
57	можно сказать	2	5
58	в самом	11	5
59	что и	2	5
60	и это	3	5
61	как раз	4	5
62	все равно	2	5
63	и что	8	5
64	только что	3	5
65	и его	4	5
66	говорить о	2	5
67	только в	4	5
68	о том	9	5
69	не то	2	5
70	и с	4	5
71	в виду	6	5
72	уже в	5	4
73	нисколько не	2	4
74	независимо от	4	4
75	и есть	2	4
76	в своем	9	4
77	в одном	2	4
78	не могут	2	4
79	же это	2	4
80	все же	4	4
81	при этом	3	4
82	за пределы	2	4
83	той или	2	4
84	он не	7	4
85	хотя бы	4	4
86	вопрос об	2	4
87	связи с	9	4
88	от того	2	4
89	без всякого	2	4
90	все это	4	4
91	как нечто	2	4
92	в связи	6	4
93	и только	3	4
94	таким образом	14	4
95	что оно	4	4
96	заключается в	8	4
97	самом деле	6	4
98	и по	3	4
99	а в	4	4
100	могут быть	2	4
101	в другом	2	4
102	по своей	6	4
103	как он	6	4
104	с ним	3	4
105	как только	2	3
106	и более	2	3
107	же как	2	3
108	все время	3	3
109	в этих	2	3
110	вопрос о	5	3
111	об этом	3	3
112	как мы	6	3
113	в этой	6	3
114	что если	2	3
115	было бы	10	3
116	и мы	2	3
117	и из	2	3
118	даже в	4	3
119	из них	3	3
120	и их	5	3
121	и тогда	2	3
122	с этим	3	3
123	мы имеем	3	3
124	мы находим	6	3
125	после этого	2	3
126	в данном	3	3
127	от этого	2	3
128	они не	3	3
129	его с	2	3
130	в один	2	3
131	или как	2	3
132	ничего не	3	3
133	много раз	2	3
134	что же	2	2
135	связана с	4	2
136	в противоположность	2	2
137	само по	2	2
138	уже и	2	2
139	другого рода	2	2
140	и можно	2	2
141	в частности	6	2
142	в зависимости	6	2
143	понятно что	2	2
144	следует что	2	2
145	что у	3	2
146	перед нами	2	2
147	человека и	3	2
148	на самом	3	2
149	именно в	2	2
150	но мы	3	2
151	если мы	6	2
152	к тому	7	2
153	что на	2	2
154	но все	2	2
155	мы видим	4	2
156	зависимости от	6	2
157	в истории	6	2
158	или менее	2	2
159	очевидно что	3	2
160	как известно	6	2
161	что с	5	2
162	и идеи	2	2
163	с целью	2	2
164	в общем	3	2
165	в сущности	9	2
166	несмотря на	4	2
167	всяком случае	6	2
168	раз в	2	2
169	на все	2	2
170	во всех	2	2
171	в некоторых	2	2
172	ее в	2	2
173	данном случае	3	2
174	в их	2	2
175	так же	4	2
176	того как	4	2
177	с ее	2	2
178	с одной	7	2
179	как в	4	2
180	это все	2	2
181	более или	2	2
182	бы и	3	2
183	или в	3	2
184	также и	2	2
185	в результате	3	2
186	их в	4	2
187	бы ни	2	2
188	тем что	2	2
189	но разве	2	2
190	что здесь	2	2
191	во время	3	2
192	во все	2	2
193	что мы	9	2
194	мы должны	6	2
195	же самое	2	2
196	во всяком	7	2
197	но ведь	2	2
198	все эти	3	2
199	в которой	4	2
200	которые не	2	2
201	но в	6	2
202	вместе с	6	2
