N	2gram	Losev_Prob_4	Dialekti
1	не есть	12	40
2	и не	28	30
3	и есть	4	19
4	а не	7	18
5	может быть	9	17
6	и т	4	17
7	то что	15	16
8	и в	20	15
9	т д	3	15
10	как бы	4	14
11	не имеет	4	14
12	так как	5	14
13	точки зрения	14	14
14	что это	2	13
15	это есть	3	13
16	по себе	11	13
17	это не	7	12
18	прежде всего	11	11
19	в том	20	11
20	не может	5	11
21	говорить о	2	11
22	ясно что	7	11
23	и все	8	11
24	в этом	9	11
25	миф есть	5	10
26	с ее	2	10
27	потому что	15	10
28	том что	12	10
29	было бы	14	9
30	в виду	6	9
31	все это	9	9
32	мы не	7	9
33	и что	2	9
34	это и	4	9
35	есть ни	2	9
36	то же	7	9
37	уже не	5	9
38	с точки	11	9
39	значит что	8	9
40	ни в	17	8
41	не в	13	8
42	это значит	10	8
43	что иное	2	8
44	иное как	2	8
45	не что	2	8
46	в себе	12	8
47	и о	5	8
48	не только	24	8
49	в чем	2	8
50	и ее	4	8
51	и это	2	8
52	что в	3	7
53	что именно	2	7
54	крайней мере	6	7
55	не просто	16	7
56	что мы	3	7
57	по крайней	6	7
58	что он	8	7
59	как и	6	7
60	и его	10	7
61	или в	5	7
62	и вообще	6	7
63	только в	23	7
64	перед нами	13	6
65	так что	6	6
66	мифа и	2	6
67	хотя и	5	6
68	и тем	7	6
69	а именно	2	6
70	и даже	9	6
71	в результате	8	6
72	сказать что	7	6
73	вовсе не	21	6
74	ни на	3	6
75	в мифе	3	6
76	если бы	8	6
77	тем более	4	6
78	в то	4	6
79	символ в	6	6
80	что и	3	6
81	нет ничего	3	6
82	в меру	2	5
83	сама по	2	5
84	так и	10	5
85	в своем	3	5
86	можно сказать	5	5
87	и можно	5	5
88	как же	2	5
89	того чтобы	2	5
90	в ней	7	5
91	но если	6	5
92	на себе	3	5
93	в нем	5	5
94	другими словами	3	5
95	что она	4	5
96	но только	2	5
97	таким образом	8	5
98	именно в	7	5
99	и на	3	5
100	о том	5	5
101	есть символ	11	5
102	мы имеем	6	5
103	с его	2	5
104	в жизни	3	5
105	есть не	6	5
106	то в	2	5
107	учение о	3	5
108	в смысле	5	5
109	если мы	5	5
110	для того	3	5
111	и для	4	5
112	в каком	6	5
113	и как	3	4
114	но это	6	4
115	в этой	4	4
116	что они	2	4
117	есть в	7	4
118	жизни и	5	4
119	ни с	4	4
120	но и	14	4
121	тех или	4	4
122	так же	5	4
123	только так	2	4
124	с ними	2	4
125	также и	13	4
126	и с	7	4
127	той или	14	4
128	мы должны	3	4
129	в одном	4	4
130	с тем	4	4
131	отнюдь не	10	4
132	этом смысле	3	4
133	ничего общего	5	4
134	или по	2	4
135	еще не	7	4
136	как раз	4	4
137	хотя бы	7	4
138	символ есть	6	4
139	в его	3	4
140	идет речь	2	4
141	только для	3	3
142	тем самым	4	3
143	и если	5	3
144	для всех	3	3
145	совершенно не	3	3
146	говоря уже	2	3
147	ни о	4	3
148	не говоря	3	3
149	все эти	16	3
150	можно только	2	3
151	есть только	2	3
152	и наконец	4	3
153	с этим	4	3
154	даже и	13	3
155	в истории	3	3
156	что здесь	6	3
157	об его	2	3
158	с ним	4	3
159	это будет	2	3
160	нет ни	4	3
161	но в	8	3
162	сознания и	3	3
163	только не	4	3
164	в предыдущем	3	3
165	можно назвать	2	3
166	или других	2	3
167	художественного образа	3	3
168	об этом	6	3
169	у нас	14	3
170	так чтобы	2	3
171	общего с	2	3
172	за пределы	2	3
173	в своей	4	3
174	и потому	7	3
175	нет никакого	3	3
176	говорит о	2	3
177	при помощи	10	3
178	бы и	3	3
179	как в	5	3
180	она в	2	3
181	идея и	3	3
182	что не	4	3
183	из которых	3	3
184	и притом	2	3
185	в сравнении	2	3
186	или другой	3	3
187	в данном	6	3
188	и то	2	3
189	то мы	2	3
190	мы можем	3	3
191	в виде	22	3
192	едва ли	10	3
193	а если	3	3
194	в области	3	3
195	тотчас же	2	3
196	не менее	10	2
197	в частности	2	2
198	и без	6	2
199	имеет ничего	2	2
200	в отношении	4	2
201	она является	2	2
202	точно так	3	2
203	на все	2	2
204	к своему	2	2
205	без всякого	4	2
206	да и	5	2
207	но все	3	2
208	совершенно ясно	2	2
209	заключается в	2	2
210	как о	3	2
211	и может	2	2
212	как таковых	2	2
213	кроме того	4	2
214	при этом	6	2
215	случае не	5	2
216	в самом	2	2
217	себе и	3	2
218	в котором	2	2
219	у достоевского	4	2
220	из них	3	2
221	есть нечто	9	2
222	другой стороны	6	2
223	то и	5	2
224	для этого	2	2
225	и только	4	2
226	в разных	4	2
227	не было	3	2
228	мы находим	2	2
229	и по	2	2
230	всегда есть	4	2
231	между собою	2	2
232	же и	3	2
233	и когда	2	2
234	но как	3	2
235	во всем	2	2
236	того или	3	2
237	не понимает	2	2
238	есть тоже	2	2
239	и ни	5	2
240	весь мир	2	2
241	как это	3	2
242	понятие о	2	2
243	том как	2	2
244	сам по	6	2
245	но они	2	2
246	однако в	2	2
247	чем же	3	2
248	в них	5	2
249	и во	4	2
