N	2gram	Vinokur_St_1	Myshleni
1	то что	18	26
2	что он	10	25
3	в этом	21	25
4	потому что	6	21
5	таким образом	7	19
6	в том	36	18
7	не может	8	18
8	точки зрения	11	18
9	того чтобы	11	17
10	что в	30	16
11	и в	44	16
12	того что	9	16
13	так как	5	16
14	не только	18	16
15	так же	5	15
16	том что	29	15
17	для того	10	14
18	в сущности	2	13
19	сказать что	7	13
20	отношению к	3	12
21	вопрос о	4	12
22	по отношению	3	12
23	и не	16	12
24	и что	4	12
25	в области	14	12
26	отношение к	2	11
27	в его	9	11
28	из того	2	11
29	но не	3	10
30	было бы	17	10
31	а не	16	10
32	только в	10	10
33	в отношении	9	9
34	может быть	15	9
35	с точки	8	9
36	о том	17	8
37	как это	4	8
38	в основе	3	8
39	если бы	9	8
40	как и	9	8
41	он не	2	8
42	то же	5	8
43	тем самым	2	8
44	же как	3	7
45	в нем	5	7
46	но он	2	7
47	того же	3	7
48	так и	9	7
49	в какой	3	6
50	что все	2	6
51	не в	12	6
52	в этой	11	6
53	но если	4	6
54	но и	10	6
55	что оно	3	6
56	но в	10	6
57	у него	2	6
58	связанные с	3	6
59	языка и	4	6
60	в той	6	6
61	этот вопрос	4	6
62	в другом	3	6
63	на вопрос	4	5
64	должна быть	3	5
65	никогда не	5	5
66	тому что	3	5
67	в своем	2	5
68	в такой	2	5
69	что они	7	5
70	что с	2	5
71	для него	6	5
72	как бы	4	5
73	не является	3	5
74	хотя бы	6	5
75	еще более	4	5
76	этом отношении	7	5
77	заключается в	4	5
78	не знает	2	5
79	в то	9	5
80	мере в	2	5
81	он должен	2	5
82	как в	13	5
83	говорит что	3	5
84	можно было	13	5
85	тем что	5	5
86	в которой	4	5
87	ничего не	2	5
88	значит что	3	5
89	все эти	5	4
90	с другой	9	4
91	это не	8	4
92	с этой	3	4
93	то время	2	4
94	так что	6	4
95	при этом	2	4
96	в самом	7	4
97	на этот	3	4
98	в целом	5	4
99	и их	2	4
100	именно в	6	4
101	оба эти	2	4
102	не имеет	4	4
103	и по	5	4
104	время как	2	4
105	что мы	5	4
106	в результате	3	4
107	к которому	4	4
108	тем более	4	4
109	вообще не	2	4
110	в качестве	4	4
111	еще не	3	4
112	за пределы	2	4
113	той же	5	4
114	другом месте	2	4
115	и то	5	4
116	могут быть	5	4
117	такой же	5	4
118	не менее	5	3
119	в частности	4	3
120	прежде всего	7	3
121	но это	6	3
122	самом деле	11	3
123	одной стороны	2	3
124	этого вопроса	2	3
125	к нему	2	3
126	если в	2	3
127	и тем	3	3
128	еще и	2	3
129	с одной	3	3
130	а в	17	3
131	больше чем	2	3
132	и с	3	3
133	говорить о	2	3
134	по своей	2	3
135	в первом	2	3
136	в этих	2	3
137	между тем	3	3
138	мы не	2	3
139	и более	2	3
140	с этим	3	3
141	этих двух	3	3
142	этом случае	2	3
143	все же	8	3
144	по существу	2	3
145	это и	4	3
146	то в	3	3
147	чем в	3	3
148	а потому	2	3
149	что и	6	3
150	говорит о	3	3
151	сих пор	7	3
152	вытекает из	2	3
153	и его	8	3
154	ничего общего	3	3
155	вопроса о	3	3
156	что эта	2	3
157	ответ на	3	3
158	в чем	3	3
159	до сих	7	3
160	я не	7	2
161	что у	4	2
162	столь же	4	2
163	но все	4	2
164	является не	4	2
165	тем или	3	2
166	по поводу	7	2
167	совпадает с	2	2
168	в ней	3	2
169	совершенно не	5	2
170	в котором	5	2
171	в своей	6	2
172	из них	8	2
173	что она	4	2
174	все это	5	2
175	другой стороны	7	2
176	отношения к	2	2
177	то обстоятельство	2	2
178	свое время	2	2
179	и даже	5	2
180	что для	3	2
181	в своих	2	2
182	обстоятельство что	3	2
183	в истории	3	2
184	с которыми	2	2
185	их в	2	2
186	том как	4	2
187	в случае	2	2
188	вовсе не	19	2
189	его в	2	2
190	на который	2	2
191	быть в	2	2
192	то это	3	2
193	у нас	11	2
194	без всяких	2	2
195	со всеми	2	2
196	или иным	3	2
197	во второй	9	2
198	жизни и	5	2
199	в первой	12	2
200	никто не	4	2
201	общего с	3	2
202	в свое	2	2
203	и потому	2	2
204	во всех	8	2
205	а с	3	2
206	но с	3	2
207	должны быть	3	2
208	ни одного	2	2
209	языка не	2	2
210	во всяком	6	2
211	ни на	2	2
212	как будто	4	2
213	отчета в	2	2
