N	2gram	Voloshinov_1	StatiiOP
1	и в	12	25
2	в этом	4	24
3	в том	6	20
4	что в	2	19
5	может быть	14	19
6	том что	5	15
7	и пр	3	13
8	в его	2	12
9	то что	5	12
10	не только	4	12
11	в этих	2	11
12	прежде всего	8	10
13	таким образом	12	10
14	и не	10	10
15	но и	3	9
16	все это	3	8
17	о том	3	8
18	это не	2	7
19	не может	16	7
20	точки зрения	14	7
21	в то	2	7
22	место в	2	6
23	не в	4	6
24	только в	6	6
25	как бы	13	6
26	как в	5	6
27	как на	2	6
28	и на	4	6
29	между тем	3	6
30	то же	5	5
31	независимо от	2	5
32	в них	3	5
33	с другой	4	5
34	ни в	3	5
35	в котором	3	5
36	а не	5	5
37	того что	3	5
38	другой стороны	2	5
39	он не	2	5
40	так и	4	5
41	мы имеем	2	5
42	но в	5	5
43	и др	5	4
44	точка зрения	3	4
45	в жизни	5	4
46	была бы	2	4
47	как и	5	4
48	но это	2	4
49	можно сказать	5	4
50	если бы	9	4
51	и к	4	4
52	в ней	6	4
53	относится к	2	4
54	в своей	3	4
55	отношение к	4	4
56	из этого	3	4
57	связь с	2	4
58	в особенности	2	4
59	с точки	2	4
60	в чем	2	4
61	к нему	4	4
62	и для	3	4
63	и с	3	4
64	сказать что	7	4
65	в каком	3	4
66	все же	4	4
67	ничего не	2	4
68	уже в	2	3
69	с его	2	3
70	и более	3	3
71	находит свое	3	3
72	все они	2	3
73	в какой	2	3
74	к этому	2	3
75	и здесь	2	3
76	его как	2	3
77	с этой	2	3
78	для него	3	3
79	и что	2	3
80	кроме того	2	3
81	до конца	2	3
82	одной стороны	2	3
83	и наконец	3	3
84	все эти	3	3
85	в некоторых	3	3
86	подчеркнуть что	2	3
87	уже не	4	3
88	что мы	5	3
89	не так	2	3
90	и его	13	3
91	так как	9	3
92	в творчестве	3	3
93	все время	6	2
94	не менее	3	2
95	никогда не	5	2
96	себя и	2	2
97	точку зрения	2	2
98	в поэзии	3	2
99	тогда когда	2	2
100	формой и	2	2
101	этих двух	2	2
102	в такой	3	2
103	его к	2	2
104	и ее	3	2
105	но все	2	2
106	такой же	2	2
107	но не	2	2
108	до сих	3	2
109	еще не	3	2
110	к слову	2	2
111	в самом	4	2
112	в виду	5	2
113	тем не	3	2
114	вместе с	2	2
115	сих пор	3	2
116	в форме	2	2
117	в отношении	2	2
118	с одной	2	2
119	к материалу	4	2
120	от того	4	2
121	самом деле	3	2
122	произведения и	3	2
123	что не	4	2
124	и по	3	2
125	мы не	3	2
126	можно найти	2	2
127	слово в	3	2
128	тем как	2	2
129	ни на	2	2
130	могут быть	2	2
131	имеем в	2	2
132	на это	2	2
