N	2gram	Vygotskiy__2	Problema
1	то есть	21	46
2	в его	2	43
3	и не	10	42
4	и в	32	38
5	эстетического объекта	2	37
6	не может	17	27
7	может быть	18	26
8	как бы	6	22
9	в художественном	6	20
10	отнюдь не	5	19
11	и с	4	17
12	и его	7	16
13	в нем	4	15
14	в этом	13	15
15	и т	10	14
16	только в	7	13
17	т п	8	13
18	в искусстве	21	12
19	но не	2	12
20	ни в	2	11
21	художественного произведения	5	11
22	во всех	3	11
23	и для	4	11
24	к нему	2	10
25	отношение к	2	10
26	в их	3	10
27	таким образом	21	10
28	в поэзии	3	9
29	художественной формы	12	9
30	но и	10	9
31	не имеет	4	9
32	не только	12	9
33	имеет дело	3	9
34	место в	2	8
35	в том	37	8
36	и как	7	8
37	точки зрения	17	8
38	произведения как	2	8
39	было бы	11	8
40	для нее	2	8
41	то что	21	8
42	художественное произведение	6	8
43	слова в	2	7
44	что в	20	7
45	с другой	3	7
46	не в	8	7
47	в самом	12	7
48	между тем	4	7
49	как и	10	7
50	еще не	2	7
51	совершенно не	4	7
52	в своей	3	7
53	не к	3	6
54	содержания и	2	6
55	а в	4	6
56	только как	3	6
57	все же	4	6
58	дело с	8	6
59	самом деле	16	6
60	с точки	10	6
61	мы можем	3	6
62	там где	2	6
63	ничего не	4	6
64	творчества и	3	5
65	то же	13	5
66	это не	2	5
67	формы и	6	5
68	при этом	13	5
69	никогда не	9	5
70	все эти	7	5
71	в основе	11	5
72	далеко не	5	5
73	в них	2	5
74	художественном произведении	5	5
75	художника и	3	5
76	так и	3	5
77	не на	2	5
78	а не	7	5
79	могут быть	4	5
80	отличие от	2	5
81	не менее	8	4
82	на самом	5	4
83	искусства но	5	4
84	должны быть	3	4
85	в ней	5	4
86	в конечном	3	4
87	в виду	3	4
88	другой стороны	2	4
89	данном случае	4	4
90	и только	2	4
91	которых мы	3	4
92	в других	2	4
93	сказать что	7	4
94	в то	5	4
95	о том	6	4
96	в произведении	4	4
97	к которому	2	4
98	но в	3	4
99	конечном счете	3	4
100	в ее	2	4
101	относится к	3	4
102	произведение как	2	4
103	как в	9	4
104	в романе	2	4
105	что не	3	4
106	хотя бы	3	4
107	можно было	7	4
108	в данном	4	4
109	в себе	2	4
110	художественную форму	2	4
111	как только	2	3
112	мы будем	2	3
113	к действительности	2	3
114	то ни	2	3
115	и от	2	3
116	тем не	4	3
117	но это	2	3
118	же время	2	3
119	несмотря на	4	3
120	например в	3	3
121	искусства и	9	3
122	точка зрения	2	3
123	и тем	4	3
124	в целом	4	3
125	имеют дело	2	3
126	все это	5	3
127	и содержание	2	3
128	и даже	5	3
129	и на	5	3
130	также и	2	3
131	если бы	6	3
132	произведение и	2	3
133	и все	4	3
134	ясно что	7	3
135	и к	3	3
136	поэтического произведения	3	3
137	том что	21	3
138	бы то	2	3
139	все что	2	3
140	мы в	3	3
141	он не	6	3
142	оно не	2	3
143	на него	2	3
144	творчества в	2	3
145	как нечто	2	3
146	в таком	2	3
147	с другими	2	3
148	и это	4	3
149	едва ли	4	3
150	на этом	3	2
151	не могут	3	2
152	том как	2	2
153	в частности	3	2
154	искусства как	2	2
155	в этих	2	2
156	материала и	2	2
157	в какой	2	2
158	столь же	4	2
159	что все	9	2
160	в каждом	2	2
161	была бы	2	2
162	на то	11	2
163	а только	3	2
164	что оно	2	2
165	в нашей	3	2
166	иметь дело	4	2
167	искусства в	5	2
168	в свою	3	2
169	что это	8	2
170	и у	2	2
171	не имеют	2	2
172	не вполне	2	2
173	но совершенно	3	2
174	отличается от	2	2
175	как к	3	2
176	в особенности	2	2
177	не было	2	2
178	этом отношении	5	2
179	и других	3	2
180	форм и	2	2
181	этой области	2	2
182	в самой	2	2
183	здесь мы	2	2
184	и что	22	2
185	того что	8	2
186	есть только	5	2
187	и те	4	2
188	и здесь	2	2
189	в своих	9	2
190	материал и	2	2
191	же самом	2	2
192	но как	3	2
193	во всем	3	2
194	мы должны	3	2
195	же самое	6	2
196	того или	3	2
197	как это	4	2
198	в него	2	2
199	мы имеем	4	2
200	и которые	2	2
201	с его	2	2
202	и более	4	2
203	вовсе не	2	2
204	или иного	2	2
205	есть не	4	2
206	теории искусства	3	2
207	что он	13	2
208	по существу	3	2
209	а к	2	2
210	и при	2	2
211	она не	2	2
212	формы она	3	2
213	том же	2	2
214	что и	17	2
215	не остается	2	2
216	бы не	2	2
217	к своему	2	2
218	того чтобы	14	2
219	для того	13	2
220	из которых	2	2
221	и он	3	2
222	форму и	2	2
223	то или	2	2
224	приходится иметь	4	2
225	художественного впечатления	2	2
226	тем что	9	2
227	и ее	3	2
228	и вообще	2	2
229	показать что	5	2
230	в чем	4	2
231	не могли	3	2
