N	2gram	Bakhtin_Fr_3	Myshleni
1	в том	8	42
2	том что	4	35
3	с помощью	2	31
4	таким образом	10	25
5	точки зрения	2	24
6	в этом	15	24
7	и в	40	20
8	что в	12	19
9	в основе	5	17
10	то же	7	16
11	то что	5	15
12	не только	13	15
13	как мы	10	13
14	с другой	2	12
15	при этом	3	12
16	в их	4	12
17	потому что	2	12
18	может быть	9	12
19	в целом	2	11
20	в его	13	11
21	этого слова	2	11
22	на основе	2	10
23	в истории	4	10
24	так как	4	10
25	мы видим	5	10
26	в себе	3	10
27	только в	3	10
28	слова в	2	9
29	и другие	2	9
30	и как	3	9
31	но и	11	9
32	между тем	3	9
33	как и	11	9
34	того же	2	9
35	что и	3	9
36	и не	13	8
37	было бы	4	8
38	вместе с	3	8
39	как бы	3	7
40	этом отношении	2	7
41	в своей	6	7
42	самом деле	3	7
43	а не	5	7
44	того чтобы	4	7
45	тем что	3	7
46	уже в	2	6
47	такого рода	3	6
48	мы видели	3	6
49	в самом	6	6
50	не может	3	6
51	те же	5	6
52	и на	8	6
53	сказать что	3	6
54	слово в	3	6
55	что он	2	6
56	той же	8	6
57	можно было	3	6
58	в частности	3	5
59	это не	2	5
60	говорит он	2	5
61	если бы	3	5
62	и его	17	5
63	с этим	2	5
64	и к	3	5
65	все же	2	5
66	о том	4	5
67	мы уже	13	5
68	так и	3	5
69	как в	3	5
70	одной и	2	5
71	для того	3	5
72	все эти	8	5
73	слова и	2	5
74	представляется нам	2	4
75	в нашем	4	4
76	в своем	7	4
77	и той	2	4
78	из них	4	4
79	роль в	4	4
80	как он	2	4
81	и с	8	4
82	к этому	6	4
83	его к	2	4
84	в сущности	9	4
85	по сравнению	2	4
86	во всей	3	4
87	тем же	2	4
88	между ними	3	4
89	и для	5	4
90	в области	4	4
91	на этом	2	3
92	не менее	2	3
93	в этих	6	3
94	не подлежит	3	3
95	и от	3	3
96	в этой	3	3
97	одной из	2	3
98	в условиях	2	3
99	в виду	7	3
100	один из	4	3
101	в связи	5	3
102	именно в	2	3
103	и других	6	3
104	на его	2	3
105	но в	8	3
106	сравнению с	2	3
107	и во	4	3
108	во всем	3	3
109	но не	2	3
110	как известно	2	3
111	со всеми	5	3
112	в один	2	3
113	этого явления	2	3
114	нас в	2	3
115	ни в	4	3
116	связи с	6	3
117	в которой	2	3
118	связана с	2	2
119	том числе	3	2
120	числе и	2	2
121	прежде всего	16	2
122	очень часто	2	2
123	переход от	2	2
124	для него	5	2
125	в нашей	2	2
126	и у	2	2
127	мы встречаем	4	2
128	одним из	2	2
129	в ней	4	2
130	основе этого	2	2
131	в нем	5	2
132	к нему	2	2
133	уже говорили	3	2
134	другими словами	3	2
135	образов и	2	2
136	данном случае	2	2
137	в отличие	3	2
138	подлежит никакому	2	2
139	здесь мы	2	2
140	они не	3	2
141	а в	3	2
142	также и	4	2
143	в данном	4	2
144	из этих	2	2
145	и здесь	4	2
146	но как	2	2
147	в начале	3	2
148	никакому сомнению	2	2
149	их в	3	2
150	это в	2	2
151	у него	8	2
152	еще не	3	2
153	он говорит	6	2
154	том же	2	2
155	никак не	3	2
156	далеко не	2	2
157	а также	4	2
158	даже в	4	2
159	раз в	2	2
160	только на	4	2
161	и т.п	10	2
162	в языке	2	2
163	при анализе	2	2
164	связь между	3	2
165	в той	6	2
166	даны в	2	2
167	и это	2	2
168	здесь не	3	2
169	отличие от	3	2
