N	3gram	Losev_Prob_1	Vladivir
1	в том что	5	9
2	в связи с	4	8
3	тем не менее	18	6
4	во всяком случае	3	6
5	что же касается	3	5
6	и то что	2	5
7	по крайней мере	2	4
8	содержит в себе	7	4
9	необходимо сказать что	2	4
10	как это мы	2	4
11	то что он	3	3
12	о том что	5	3
13	дело в том	3	3
14	более или менее	3	3
15	с точки зрения	3	3
16	в то же	4	3
17	на этот раз	2	3
18	у нас выше	2	3
19	точно так же	4	3
20	в конце концов	4	3
21	так или иначе	2	3
22	в данном случае	8	2
23	хотя и не	2	2
24	не говоря уже	2	2
25	на то что	8	2
26	сам по себе	7	2
27	можно было бы	2	2
28	и на его	2	2
29	в настоящее время	3	2
