N	2gram	Nazirov_Tv_2	StatiiOP
1	и в	20	29
2	том что	4	27
3	в том	8	27
4	в этом	8	21
5	но и	8	19
6	что в	7	19
7	не только	13	19
8	о том	5	17
9	что он	6	13
10	в его	10	13
11	у пушкина	3	12
12	то что	3	11
13	все это	6	11
14	в которой	2	11
15	таким образом	10	10
16	и т	13	9
17	так и	6	9
18	и не	9	9
19	потому что	7	9
20	он не	3	9
21	но в	4	8
22	так например	3	7
23	в самом	3	7
24	в котором	3	7
25	я не	2	7
26	в своей	6	7
27	вместе с	3	7
28	не столько	2	7
29	об этом	4	6
30	в одном	2	6
31	вовсе не	2	6
32	до сих	3	6
33	одним из	3	6
34	все же	5	6
35	т д	11	6
36	и что	2	6
37	и его	9	6
38	и на	5	6
39	прежде всего	8	5
40	как бы	11	5
41	своего рода	3	5
42	сих пор	3	5
43	а не	6	5
44	между тем	3	5
45	в русской	2	5
46	именно в	6	4
47	по словам	2	4
48	в частности	2	4
49	что у	4	4
50	с другой	2	4
51	трагедии в	2	4
52	к этому	3	4
53	в романе	15	4
54	не в	4	4
55	для него	3	4
56	хотя и	4	4
57	в нем	3	4
58	ничего не	4	4
59	при помощи	2	4
60	действующих лиц	2	4
61	и с	8	4
62	не менее	2	3
63	же как	3	3
64	не является	3	3
65	давно уже	2	3
66	в образе	3	3
67	одном из	2	3
68	что на	2	3
69	тому же	2	3
70	у нас	2	3
71	так что	2	3
72	но это	5	3
73	в начале	3	3
74	как у	3	3
75	но не	5	3
76	в пользу	3	3
77	одной из	3	3
78	например в	5	3
79	никогда не	11	3
80	и даже	5	3
81	всяком случае	2	3
82	года в	7	3
83	из них	2	3
84	другой стороны	2	3
85	самом деле	2	3
86	как в	4	3
87	в их	3	3
88	т п	2	3
89	а с	3	3
90	не было	2	3
91	тем что	3	3
92	в году	16	3
93	и он	2	3
94	и по	2	3
95	так же	5	3
96	во всяком	2	3
97	он писал	2	3
98	в россии	2	3
99	xix века	7	3
100	это был	3	2
101	во многом	2	2
102	в роман	2	2
103	если бы	4	2
104	и др	3	2
105	с этой	3	2
106	в классической	2	2
107	в одной	3	2
108	характеров и	2	2
109	если не	4	2
110	в конце	6	2
111	в духе	4	2
112	связь с	2	2
113	трагедии у	2	2
114	в ее	2	2
115	а затем	3	2
116	xviii века	2	2
117	как и	6	2
118	в этой	5	2
119	что я	2	2
120	что они	4	2
121	в истории	2	2
122	в то	10	2
123	как известно	2	2
124	и сам	5	2
125	в письмах	3	2
126	на его	4	2
127	может быть	8	2
128	первой части	4	2
129	в статье	2	2
130	где нет	2	2
131	том же	2	2
132	и потому	4	2
133	нет и	2	2
134	только в	2	2
135	не могли	2	2
136	в процессе	2	2
137	письма к	3	2
138	не может	7	2
139	тогда как	3	2
140	уже после	2	2
141	то же	7	2
142	все эти	4	2
143	при этом	8	2
144	в отличие	2	2
145	из этой	2	2
146	на этот	2	2
147	особенно в	2	2
148	что этот	2	2
149	в себе	3	2
150	этот вопрос	3	2
151	и вообще	2	2
152	в которую	2	2
153	его в	3	2
154	и это	3	2
155	так как	3	2
156	только с	2	2
157	в устах	2	2
158	отличие от	2	2
