N	2gram	Tiupa_Narr_1	Tvorches
1	и в	11	21
2	как бы	6	17
3	в то	4	15
4	в его	6	13
5	то же	8	13
6	времени в	2	13
7	что в	3	12
8	как и	13	12
9	же время	4	12
10	то есть	9	12
11	с его	4	11
12	том что	7	11
13	в романе	2	10
14	как в	4	8
15	он не	3	8
16	то что	9	8
17	у него	7	7
18	в свою	2	7
19	в том	8	7
20	тем самым	5	7
21	при этом	19	7
22	не только	31	7
23	и не	23	7
24	в году	2	7
25	и на	5	7
26	но в	7	7
27	он сам	3	6
28	что он	3	6
29	жизни в	2	6
30	и все	3	6
31	не менее	3	6
32	для него	4	6
33	человека в	2	6
34	а в	13	6
35	и его	10	6
36	в этом	12	6
37	о том	4	6
38	это уже	3	5
39	отнюдь не	2	5
40	а не	13	5
41	в повести	2	5
42	может быть	15	5
43	в этой	6	5
44	все же	4	5
45	хотя бы	2	5
46	потому что	5	5
47	как будто	3	5
48	только в	12	5
49	в русской	3	5
50	в своем	3	4
51	та же	2	4
52	прежде всего	4	4
53	в мире	4	4
54	и как	3	4
55	времени и	9	4
56	в целом	3	4
57	в конечном	3	4
58	по сути	2	4
59	один из	6	4
60	своего рода	10	4
61	в своей	5	4
62	не может	8	4
63	это не	3	4
64	и от	2	4
65	в финале	3	4
66	не существует	3	3
67	никогда не	4	3
68	с другой	2	3
69	с ним	2	3
70	с ее	2	3
71	в соответствии	5	3
72	соответствии с	4	3
73	но не	4	3
74	и будущего	2	3
75	в самом	6	3
76	в нем	4	3
77	жизни и	6	3
78	не по	4	3
79	но и	27	3
80	дело не	2	3
81	во времени	9	3
82	который в	2	3
83	уже не	8	3
84	того что	4	3
85	и даже	2	3
86	и с	3	3
87	хотя и	4	3
88	на протяжении	7	3
89	в рассказе	8	3
90	дело в	2	3
91	представляет собой	8	3
92	в принципе	4	2
93	перед нами	5	2
94	зависит от	2	2
95	в частности	14	2
96	однако в	3	2
97	в этих	2	2
98	в качестве	14	2
99	в пространстве	3	2
100	в жизни	3	2
101	одного из	6	2
102	в литературе	4	2
103	можно сказать	5	2
104	а по	2	2
105	об этом	6	2
106	не в	6	2
107	то в	4	2
108	одна из	4	2
109	до конца	2	2
110	из них	4	2
111	в первой	2	2
112	к тому	6	2
113	только на	2	2
114	в ней	4	2
115	если в	2	2
116	и внутреннего	2	2
117	и тем	4	2
118	тем не	3	2
119	не будет	2	2
120	еще в	3	2
121	вместе с	2	2
122	к жизни	2	2
123	данном случае	8	2
124	так и	5	2
125	в отличие	2	2
126	и того	2	2
127	именно в	3	2
128	не мог	6	2
129	самом деле	3	2
130	что не	2	2
131	и он	6	2
132	и притом	2	2
133	только что	2	2
134	отличие от	2	2
135	или в	6	2
136	сказать что	2	2
137	в первом	4	2
138	в данном	11	2
139	в себе	6	2
140	прошлого и	2	2
141	героя и	2	2
142	так сказать	2	2
143	в чем	2	2
144	более не	2	2
145	мира в	4	2
