N	2gram	Medvedev_F_3	Dialekti
1	не есть	4	54
2	т е	32	48
3	и не	30	27
4	а не	17	26
5	точки зрения	16	25
6	это значит	2	24
7	и в	27	24
8	и т	11	24
9	не только	9	23
10	т д	6	23
11	по себе	4	20
12	не может	24	19
13	ничего не	2	17
14	допустим что	2	16
15	и что	3	15
16	в таком	2	14
17	то что	8	14
18	с точки	14	14
19	может быть	25	13
20	таким образом	18	13
21	и даже	2	13
22	что он	6	13
23	вовсе не	28	13
24	что это	3	12
25	того что	3	12
26	не менее	7	11
27	что же	5	11
28	тем не	2	10
29	отнюдь не	8	10
30	она есть	3	10
31	только не	2	10
32	в сущности	2	10
33	ни в	8	9
34	но и	10	9
35	что она	2	9
36	учение о	2	8
37	прежде всего	4	8
38	и как	4	8
39	отличается от	2	8
40	том что	4	8
41	в этом	18	8
42	если же	5	8
43	что в	8	7
44	никогда не	5	7
45	в самом	11	7
46	потому что	7	7
47	в виду	3	7
48	ясно что	3	7
49	это и	2	7
50	как и	14	7
51	только на	4	7
52	как раз	8	7
53	должна быть	3	6
54	но если	2	6
55	все это	7	6
56	и только	2	6
57	и с	3	6
58	о том	4	6
59	так как	9	6
60	возможно только	2	6
61	если бы	12	6
62	превращается в	2	6
63	и все	8	6
64	оно не	3	6
65	что и	2	6
66	не на	3	6
67	то же	15	6
68	самом деле	16	6
69	и пр	15	6
70	в том	7	5
71	но это	2	5
72	жизни и	4	5
73	и его	19	5
74	в то	7	5
75	как это	4	5
76	в них	3	5
77	тогда когда	4	5
78	было бы	6	5
79	так и	21	5
80	и тогда	2	5
81	уже не	3	5
82	и притом	2	5
83	мы не	4	5
84	только в	8	5
85	тому что	3	4
86	с другой	6	4
87	это не	3	4
88	не могут	10	4
89	или иной	2	4
90	к тому	4	4
91	как о	2	4
92	хотя бы	6	4
93	можно только	2	4
94	так же	9	4
95	сказать что	3	4
96	а что	3	4
97	сознания и	2	4
98	нет и	3	4
99	у нас	3	4
100	говорить о	2	4
101	в истории	5	4
102	конечно не	4	4
103	о нем	3	4
104	от того	2	4
105	жизнь и	3	4
106	тому как	5	4
107	мы и	3	4
108	подобно тому	4	4
109	и это	2	4
110	все же	6	3
111	все время	6	3
112	за пределы	2	3
113	в своем	2	3
114	в одной	5	3
115	и от	11	3
116	была бы	2	3
117	что именно	5	3
118	мы знаем	4	3
119	не в	12	3
120	она не	4	3
121	же время	7	3
122	в основе	3	3
123	в нем	15	3
124	из них	2	3
125	как таковая	3	3
126	все эти	6	3
127	друг друга	5	3
128	и на	3	3
129	он и	3	3
130	мы уже	3	3
131	тем что	5	3
132	зависимости от	5	3
133	одна из	2	3
134	не значит	2	3
135	сами по	2	3
136	как бы	8	3
137	ровно ничего	2	3
138	для того	4	3
139	раз и	3	3
140	той же	3	3
141	в слове	4	3
142	в каком	2	3
143	и ее	6	3
144	же как	3	2
145	она должна	2	2
146	вообще не	2	2
147	из этих	2	2
148	в смысле	4	2
149	как таковой	3	2
150	для нас	3	2
151	лишь как	3	2
152	на этом	2	2
153	еще не	6	2
154	не можем	2	2
155	при этом	8	2
156	но для	2	2
157	не о	3	2
158	и следовательно	3	2
159	и является	4	2
160	всяком случае	6	2
161	совершенно не	7	2
162	и тем	3	2
163	жизнь не	4	2
164	сами эти	2	2
165	другой стороны	5	2
166	для этого	2	2
167	же он	2	2
168	они не	4	2
169	нет никаких	2	2
170	же и	4	2
171	быть только	2	2
172	в своих	6	2
173	никак не	3	2
174	и формы	5	2
175	их в	3	2
176	в ней	5	2
177	от его	3	2
178	бы быть	2	2
179	и потому	5	2
180	бы в	6	2
181	в чисто	2	2
182	слово в	2	2
183	но в	6	2
184	с его	2	2
185	что жизнь	3	2
186	перестает быть	2	2
187	в зависимости	5	2
188	из нее	2	2
189	и во	2	2
190	исторического процесса	3	2
191	в условиях	3	2
192	то в	2	2
193	так чтобы	2	2
194	но не	5	2
195	и понимания	6	2
196	со стороны	4	2
197	как не	2	2
198	ее в	3	2
199	так в	2	2
200	следовательно и	4	2
201	как мы	8	2
202	и сами	2	2
203	целое и	3	2
204	и для	6	2
205	и необходимости	2	2
206	что этот	2	2
207	ничто не	3	2
208	в данном	6	2
209	бы то	4	2
210	во всяком	6	2
211	могут быть	4	2
212	в себе	3	2
213	из этого	4	2
214	души и	3	2
215	в его	7	2
216	может и	3	2
