N	2gram	Potebnia_M_3	Vladivir
1	и в	30	40
2	то что	18	28
3	и не	15	25
4	не только	21	25
5	то есть	34	24
6	у него	2	24
7	но и	19	18
8	в том	32	18
9	том что	18	18
10	что в	17	17
11	в этом	10	16
12	так что	7	14
13	в его	4	14
14	не может	6	14
15	точки зрения	2	13
16	вовсе не	7	13
17	в виде	2	13
18	только в	21	13
19	сказать что	5	12
20	таким образом	14	11
21	потому что	46	11
22	о том	2	11
23	прежде всего	3	10
24	тем не	3	10
25	ни в	2	10
26	то это	6	10
27	и потому	4	10
28	не есть	17	10
29	и его	4	10
30	не менее	5	9
31	что это	4	9
32	уже не	6	9
33	есть только	5	9
34	и с	2	9
35	и то	8	9
36	в своей	2	9
37	что же	2	9
38	в себе	16	9
39	в своем	5	8
40	в этой	2	8
41	для него	9	8
42	может быть	28	8
43	так же	3	8
44	и что	10	8
45	он не	4	8
46	как мы	7	8
47	а не	15	8
48	что все	3	7
49	к тому	7	7
50	а только	3	7
51	и как	5	7
52	несмотря на	2	7
53	и если	2	7
54	там же	6	7
55	а в	12	7
56	так как	13	7
57	с тем	7	7
58	того что	18	7
59	в то	10	7
60	что и	13	7
61	вместе с	12	7
62	как и	10	7
63	же с	6	7
64	оно есть	3	6
65	и даже	2	6
66	и на	3	6
67	и от	4	6
68	по себе	16	6
69	об этом	2	6
70	в смысле	4	6
71	не будет	3	6
72	так и	11	6
73	если не	4	6
74	но это	6	6
75	и это	4	6
76	с другой	7	5
77	для нас	20	5
78	должно быть	5	5
79	не было	4	5
80	в ней	8	5
81	тут же	2	5
82	в одном	2	5
83	что он	6	5
84	мы уже	2	5
85	для себя	3	5
86	или менее	3	5
87	только на	3	5
88	тем что	7	5
89	ничего общего	2	5
90	более или	3	5
91	тому что	3	4
92	точно так	12	4
93	на то	2	4
94	в самом	8	4
95	в котором	4	4
96	от того	8	4
97	не имеет	6	4
98	только при	2	4
99	мы должны	4	4
100	и все	3	4
101	но не	7	4
102	то время	4	4
103	еще не	5	4
104	было бы	9	4
105	и о	2	4
106	никак не	3	4
107	даже в	2	4
108	то же	23	4
109	а с	2	4
110	то он	2	4
111	в каком	5	4
112	все же	2	4
113	перед нами	2	3
114	уже в	5	3
115	независимо от	5	3
116	из этих	9	3
117	о необходимости	2	3
118	человека и	5	3
119	но все	2	3
120	одной стороны	3	3
121	при этом	3	3
122	как бы	3	3
123	был бы	2	3
124	и тем	5	3
125	в нем	9	3
126	к нему	3	3
127	мы видели	4	3
128	что есть	2	3
129	с одной	7	3
130	именно в	3	3
131	как на	5	3
132	не столько	2	3
133	с каким	2	3
134	этого не	3	3
135	если бы	12	3
136	само по	3	3
137	нельзя сказать	3	3
138	же в	2	3
139	за пределы	2	3
140	свойств и	2	3
141	оно не	4	3
142	не все	4	3
143	собственно говоря	2	3
144	того чтобы	3	3
145	и притом	2	3
146	не в	15	3
147	в таком	3	3
148	и вообще	3	3
149	далеко не	4	3
150	в чем	3	3
151	это было	3	3
152	при таких	2	2
153	не могут	5	2
154	в какой	2	2
155	с этой	2	2
156	для понимания	4	2
157	и вместе	3	2
158	к своему	2	2
159	идеи и	2	2
160	не дается	4	2
161	это последнее	2	2
162	же время	5	2
163	не можем	3	2
164	но что	2	2
165	и наконец	2	2
166	же и	3	2
167	так или	2	2
168	в целом	3	2
169	что она	3	2
170	в их	2	2
171	другой стороны	4	2
172	то и	6	2
173	в разных	2	2
174	можно только	2	2
175	но только	2	2
176	в одно	3	2
177	к тем	2	2
178	и по	4	2
179	друг друга	3	2
180	этом отношении	2	2
181	но как	2	2
182	в начале	3	2
183	самого себя	3	2
184	что даже	4	2
185	что мы	8	2
186	его в	3	2
187	иметь в	2	2
188	бы в	2	2
189	то не	2	2
190	нет ни	2	2
191	таком случае	2	2
192	понятие о	2	2
193	не существует	3	2
194	во многом	2	2
195	не как	2	2
196	с этим	6	2
197	к этому	3	2
198	с таким	2	2
199	но мы	2	2
200	есть не	7	2
201	а и	4	2
202	этого последнего	2	2
203	еще раз	2	2
204	в силу	3	2
205	не к	4	2
206	одно и	5	2
207	она не	2	2
208	из них	6	2
209	одной из	2	2
210	но оно	6	2
211	со стороны	3	2
212	выше мы	2	2
213	на него	3	2
214	только что	8	2
215	иначе и	2	2
216	тем самым	7	2
217	заметить что	3	2
218	для того	4	2
219	мы не	9	2
220	а тем	2	2
221	можно думать	3	2
222	от этого	2	2
223	сам по	5	2
224	связи с	2	2
225	об отношении	4	2
226	что а	2	2
227	что эта	2	2
228	в которой	3	2
