N	2gram	Medvedev_F_2	Problema
1	и в	38	30
2	в своей	7	22
3	то что	6	18
4	не только	9	18
5	том что	2	17
6	в этом	27	17
7	и даже	4	14
8	но и	13	13
9	таким образом	20	13
10	потому что	2	13
11	в том	11	12
12	в его	10	12
13	и не	20	12
14	а именно	2	12
15	точки зрения	8	10
16	в этой	6	10
17	все же	8	9
18	сказать что	2	9
19	но в	4	9
20	только в	6	9
21	и все	3	9
22	в конце	2	8
23	вовсе не	11	8
24	хотя и	3	8
25	с точки	7	8
26	никогда не	2	7
27	что он	5	7
28	как и	9	7
29	в дальнейшем	4	7
30	связи с	13	7
31	но не	2	7
32	может быть	23	7
33	вместе с	6	7
34	так и	8	7
35	в связи	10	7
36	не в	15	7
37	здесь не	4	7
38	в результате	6	7
39	с другой	3	6
40	прежде всего	15	6
41	уже не	7	6
42	и как	3	6
43	и для	5	6
44	как бы	4	6
45	конце концов	2	6
46	в нем	13	6
47	что и	8	6
48	другой стороны	4	6
49	а в	6	6
50	и его	21	6
51	и на	3	6
52	его в	3	6
53	при помощи	2	6
54	так как	4	6
55	с тем	11	5
56	что в	7	5
57	в которой	2	5
58	в самом	16	5
59	и их	3	5
60	и о	2	5
61	не может	14	5
62	не просто	2	5
63	а не	6	5
64	и то	2	5
65	он и	3	5
66	как раз	6	5
67	и с	9	5
68	отнюдь не	8	4
69	как о	4	4
70	ни в	2	4
71	но все	3	4
72	при этом	9	4
73	было бы	6	4
74	в качестве	2	4
75	не так	2	4
76	и к	4	4
77	или в	3	4
78	даже и	4	4
79	в то	5	4
80	из этого	2	4
81	едва ли	2	4
82	все время	6	3
83	для них	3	3
84	именно в	5	3
85	и другие	2	3
86	еще более	5	3
87	в ее	2	3
88	что они	4	3
89	совсем не	2	3
90	для того	3	3
91	он не	6	3
92	и тем	2	3
93	только и	3	3
94	того что	3	3
95	в эпоху	2	3
96	тем же	3	3
97	к нему	3	3
98	есть только	2	3
99	в других	7	3
100	от этого	3	3
101	в ней	6	3
102	он в	2	3
103	и другое	2	3
104	этом смысле	2	3
105	с ним	2	3
106	в виду	2	3
107	борьбы с	2	2
108	не могут	7	2
109	и более	2	2
110	по этому	2	2
111	в какой	3	2
112	хотя бы	6	2
113	как в	4	2
114	это не	2	2
115	во втором	7	2
116	уже в	2	2
117	раз и	4	2
118	один из	2	2
119	представление о	2	2
120	была бы	3	2
121	к этому	4	2
122	значение и	3	2
123	по себе	7	2
124	что именно	2	2
125	к тому	4	2
126	то же	6	2
127	как мы	7	2
128	он был	2	2
129	себе а	2	2
130	по существу	7	2
131	не будет	2	2
132	равно как	2	2
133	кроме того	2	2
134	жизни и	3	2
135	что не	4	2
136	в целях	2	2
137	всяком случае	5	2
138	в котором	2	2
139	не к	2	2
140	из них	4	2
141	и до	3	2
142	ее в	2	2
143	и речи	5	2
144	он пишет	2	2
145	отношение к	2	2
146	то и	3	2
147	и только	5	2
148	или же	2	2
149	то ни	2	2
150	точке зрения	2	2
151	все эти	6	2
152	с помощью	10	2
153	мы не	3	2
154	они не	4	2
155	самом деле	8	2
156	именно на	3	2
157	в значительной	3	2
158	того чтобы	3	2
159	в таком	2	2
160	его не	2	2
161	не входит	3	2
162	во всяком	5	2
163	между тем	2	2
164	тем что	8	2
165	в одной	2	2
166	это время	2	2
167	в чем	2	2
168	в области	3	2
169	ничего не	4	2
170	не то	3	2
