N	2gram	Bakhtin_Pr_2	slovoVRo
1	и в	43	41
2	в нем	12	30
3	и т	13	28
4	то есть	4	26
5	т п	9	23
6	в романе	3	21
7	могут быть	3	19
8	во всех	4	17
9	но и	14	16
10	и не	29	16
11	точки зрения	13	16
12	не только	11	16
13	а не	7	15
14	то же	8	14
15	в пределах	16	14
16	может быть	23	14
17	и др	2	14
18	не может	18	14
19	и его	8	14
20	и на	10	14
21	в то	7	14
22	в сущности	9	13
23	в его	10	13
24	слова и	12	13
25	же время	5	12
26	до конца	4	12
27	как бы	22	12
28	в этом	13	12
29	авторской речи	2	11
30	так и	3	11
31	в большинстве	9	10
32	в узком	2	10
33	слово в	8	10
34	узком смысле	2	10
35	в той	5	10
36	или иной	3	9
37	той или	3	9
38	таким образом	5	9
39	все эти	5	9
40	авторских интенций	4	9
41	чужим словом	13	9
42	себя в	3	9
43	слова в	12	8
44	прежде всего	10	8
45	но в	10	8
46	как в	2	8
47	как мы	10	8
48	с точки	8	8
49	или в	8	8
50	с чужим	8	8
51	не в	11	7
52	у тургенева	4	7
53	они могут	2	7
54	чужих слов	5	7
55	и следовательно	3	7
56	отношение к	2	7
57	с ним	3	7
58	на фоне	5	7
59	вовсе не	5	7
60	чужой речи	3	7
61	в своей	4	7
62	все же	3	7
63	в слове	5	7
64	во всяком	2	7
65	в отношении	3	6
66	того же	3	6
67	это не	3	6
68	при этом	6	6
69	и даже	3	6
70	а в	5	6
71	большинстве случаев	8	6
72	в них	4	6
73	к чужому	7	6
74	по своим	3	6
75	слова как	3	6
76	только в	4	6
77	отношении к	2	6
78	установка на	4	6
79	авторские интенции	4	5
80	с другой	4	5
81	в кавычки	3	5
82	в самом	7	5
83	слово как	4	5
84	все это	5	5
85	т д	4	5
86	точек зрения	4	5
87	как его	4	5
88	и к	3	5
89	не на	4	5
90	еще более	2	5
91	к нему	5	5
92	далеко не	4	5
93	так сказать	6	5
94	словом в	4	4
95	перед нами	7	4
96	в каждом	11	4
97	кроме того	3	4
98	на предмет	4	4
99	в их	3	4
100	за пределы	3	4
101	чужому слову	11	4
102	последней смысловой	2	4
103	лишь в	8	4
104	и наконец	6	4
105	рядом с	5	4
106	и с	5	4
107	и все	6	4
108	с его	4	4
109	не как	6	4
110	лежит в	2	4
111	как и	14	4
112	мы сказали	2	4
113	здесь в	3	4
114	еще не	9	4
115	том же	4	4
116	о нем	6	4
117	на почве	2	4
118	в процессе	2	4
119	быть и	2	4
120	входит в	2	4
121	каждое слово	2	4
122	другой стороны	3	4
123	и для	3	4
124	автора и	2	4
125	ту же	2	4
126	там где	4	4
127	ничего не	3	4
128	все его	2	4
129	двуголосое слово	7	3
130	не могут	4	3
131	никогда не	9	3
132	хотя бы	2	3
133	свои интенции	2	3
134	из этих	2	3
135	переходит в	2	3
136	от автора	3	3
137	же слово	2	3
138	к тому	4	3
139	словом и	2	3
140	в том	6	3
141	лишь как	2	3
142	более или	3	3
143	и сам	7	3
144	для него	8	3
145	европейского романа	2	3
146	в него	7	3
147	из них	2	3
148	его и	2	3
149	в своем	4	3
150	того что	2	3
151	речь и	2	3
152	с ними	2	3
153	самом предмете	2	3
154	также и	3	3
155	в результате	4	3
156	и здесь	3	3
157	о том	5	3
158	его в	3	3
159	в первом	2	3
160	так как	4	3
161	и следует	2	3
162	произведения как	2	3
163	у него	6	3
164	с этим	2	3
165	но здесь	5	3
166	бы ни	2	3
167	авторское слово	9	3
168	в себе	5	3
169	по существу	3	3
170	рассказчика и	4	3
171	она не	3	3
172	было бы	5	3
173	конечно не	2	3
174	он не	9	3
175	лишь на	2	3
176	внутренней речи	2	3
177	но эти	4	3
178	момент его	2	3
179	бы и	2	3
180	или менее	3	3
181	и этим	3	3
182	почти всегда	2	3
183	более того	4	3
184	прямой и	3	3
185	и ее	3	3
186	в поэзии	2	3
187	же тему	2	2
188	своему предмету	4	2
189	два голоса	2	2
190	свой предмет	7	2
191	голосов и	4	2
192	речи героя	2	2
193	для понимания	2	2
194	ни было	2	2
195	для нас	2	2
196	знает только	2	2
197	так что	5	2
198	мы и	2	2
199	в монологическом	2	2
200	друг с	4	2
201	например в	2	2
202	сливается с	2	2
203	хотя и	5	2
204	между ними	4	2
205	со всею	3	2
206	романа но	2	2
207	зрения и	3	2
208	в целом	2	2
209	в этих	6	2
210	слово у	3	2
211	на том	2	2
212	уже не	3	2
213	есть свой	2	2
214	должно быть	4	2
215	так же	2	2
216	время как	2	2
217	чужого слова	24	2
218	сказать что	2	2
219	же и	4	2
220	именно как	2	2
221	но он	4	2
222	укладывается в	2	2
223	рассказ в	4	2
224	чужое высказывание	2	2
225	между тем	3	2
226	жизнь слова	3	2
227	в романах	3	2
228	а как	4	2
229	в котором	6	2
230	вне его	2	2
231	между собой	2	2
232	и всякое	2	2
233	рассказ рассказчика	5	2
234	в одном	12	2
235	слово языка	2	2
236	из одного	4	2
237	у нас	2	2
238	том что	2	2
239	одна из	2	2
240	но не	5	2
241	по своему	2	2
242	то время	2	2
243	одно и	2	2
244	слов и	5	2
245	до сих	7	2
246	мы уже	3	2
247	совершенно не	4	2
248	его слова	2	2
249	и о	2	2
250	наконец в	3	2
251	и самое	2	2
252	даже в	3	2
253	сих пор	7	2
254	не укладывается	3	2
255	слово не	8	2
256	среди других	2	2
257	как раз	4	2
258	нами в	2	2
259	а с	2	2
260	авторским словом	3	2
261	если мы	2	2
262	только на	3	2
263	и эта	2	2
264	прямое авторское	3	2
265	не есть	2	2
266	речь в	2	2
267	высказывания и	2	2
268	той же	3	2
269	мы не	4	2
270	можно было	3	2
271	и то	2	2
272	в виде	3	2
273	а между	2	2
274	в другом	7	2
275	с другом	4	2
276	здесь не	6	2
277	в эту	3	2
