N	2gram	Propp_Russ_1	Myshleni
1	в том	17	33
2	том что	19	27
3	точки зрения	3	26
4	то что	6	20
5	в этом	12	19
6	с точки	3	18
7	того что	4	17
8	и в	36	15
9	не только	22	15
10	что в	19	14
11	таким образом	6	14
12	в целом	2	10
13	но и	16	10
14	мы не	6	10
15	мы можем	2	10
16	в своем	3	9
17	может быть	8	9
18	не может	4	9
19	о том	8	9
20	связи с	4	9
21	так и	7	8
22	и что	4	8
23	к тому	4	7
24	и не	6	7
25	потому что	10	7
26	как бы	5	7
27	что это	3	6
28	в частности	2	6
29	как мы	10	6
30	в связи	4	6
31	мы должны	2	6
32	как он	2	6
33	как это	8	6
34	но в	2	6
35	по этому	3	6
36	и к	3	6
37	как и	10	6
38	как известно	2	6
39	вместе с	10	6
40	к выводу	2	6
41	на этот	3	6
42	там где	2	6
43	это не	10	5
44	представление о	3	5
45	и др	4	5
46	и их	4	5
47	полагает что	6	5
48	по существу	4	5
49	приводит к	3	5
50	то же	3	5
51	этот вопрос	2	5
52	связь между	2	5
53	независимо от	2	4
54	из этих	4	4
55	для нас	6	4
56	переход от	2	4
57	несмотря на	3	4
58	все это	6	4
59	в них	6	4
60	не имеет	6	4
61	так же	3	4
62	а в	9	4
63	их в	3	4
64	и с	2	4
65	так как	15	4
66	к этому	4	4
67	все же	5	4
68	мы видим	2	4
69	в качестве	3	4
70	как в	5	4
71	того как	5	4
72	а с	4	4
73	с в	4	4
74	только в	4	4
75	только для	2	3
76	для этого	2	3
77	что у	2	3
78	во время	14	3
79	что именно	2	3
80	об этом	9	3
81	что они	7	3
82	не можем	3	3
83	при этом	6	3
84	из них	8	3
85	и до	2	3
86	все эти	2	3
87	с собой	4	3
88	и по	8	3
89	в которых	5	3
90	с ним	2	3
91	мы имеем	4	3
92	с этим	2	3
93	состоит в	8	3
94	таким же	3	3
95	но не	2	3
96	животных и	4	3
97	мы попытаемся	2	3
98	когда он	2	3
99	что она	2	3
100	в первые	2	3
101	этому поводу	2	3
102	должны были	2	3
103	на самом	2	3
104	а не	2	3
105	или в	2	3
106	этого слова	3	3
107	ничего не	3	3
108	чем в	2	2
109	относятся к	2	2
110	в этих	3	2
111	на все	2	2
112	как например	3	2
113	как уже	4	2
114	что на	4	2
115	и как	2	2
116	но все	3	2
117	и более	2	2
118	но что	2	2
119	с целью	2	2
120	полагая что	3	2
121	его с	4	2
122	на этой	2	2
123	после этого	4	2
124	могут быть	2	2
125	в некоторых	4	2
126	как по	2	2
127	в их	4	2
128	для обозначения	2	2
129	и других	7	2
130	в других	11	2
131	в более	2	2
132	в первый	4	2
133	а также	3	2
134	в одном	3	2
135	которые не	3	2
136	у него	2	2
137	отнюдь не	2	2
138	увидим ниже	3	2
139	приводит нас	2	2
140	представляет собой	4	2
141	к вопросу	2	2
142	и другой	3	2
143	мы увидим	8	2
144	и из	3	2
145	в один	2	2
146	судить о	2	2
147	следующим образом	4	2
148	том же	2	2
149	к ней	2	2
150	в его	2	2
151	что и	7	2
152	во всех	4	2
153	с ней	2	2
154	находится в	2	2
155	и для	2	2
156	не объясняет	2	2
157	в течение	5	2
158	нас к	2	2
159	в силу	2	2
160	тем что	4	2
161	его к	2	2
