N	2gram	Losev_Prob_2	Problema
1	то есть	39	46
2	в его	7	43
3	и не	37	42
4	и в	35	38
5	не может	13	27
6	может быть	18	26
7	как бы	4	22
8	отнюдь не	5	19
9	и с	10	17
10	в этом	17	15
11	и т	6	14
12	независимо от	2	13
13	прежде всего	11	13
14	только в	14	13
15	но не	4	12
16	ни в	6	11
17	во всех	2	11
18	и для	6	11
19	в области	6	11
20	к нему	2	10
21	в их	3	10
22	таким образом	4	10
23	но и	16	9
24	не имеет	7	9
25	его в	3	9
26	не только	24	9
27	в том	12	8
28	и как	4	8
29	и др	2	8
30	точки зрения	2	8
31	было бы	8	8
32	то что	38	8
33	входит в	2	8
34	что в	11	7
35	с другой	6	7
36	вообще не	4	7
37	не в	2	7
38	в самом	5	7
39	как и	5	7
40	еще не	10	7
41	совершенно не	2	7
42	как мы	5	7
43	в плане	2	7
44	содержания и	5	6
45	можно только	2	6
46	и наконец	3	6
47	а в	4	6
48	только как	3	6
49	не есть	33	6
50	все же	8	6
51	самом деле	4	6
52	мы можем	6	6
53	ничего не	10	6
54	то же	5	5
55	в своем	4	5
56	при этом	3	5
57	все эти	7	5
58	должно быть	2	5
59	в основе	3	5
60	может иметь	2	5
61	далеко не	4	5
62	в них	2	5
63	не нужно	3	5
64	конечно не	2	5
65	и о	4	5
66	так и	7	5
67	и прежде	2	5
68	а не	10	5
69	быть только	3	5
70	не менее	13	4
71	в нашем	3	4
72	на самом	4	4
73	только по	2	4
74	в ней	2	4
75	в виду	8	4
76	другой стороны	5	4
77	данном случае	5	4
78	и только	4	4
79	о значении	3	4
80	сказать что	24	4
81	в то	6	4
82	о том	18	4
83	но в	6	4
84	значение слова	4	4
85	перестает быть	3	4
86	относится к	6	4
87	тем самым	7	4
88	мы здесь	3	4
89	что не	5	4
90	хотя бы	12	4
91	можно было	5	4
92	в данном	10	4
93	в себе	5	4
94	здесь не	2	4
95	как только	3	3
96	то ни	3	3
97	и от	3	3
98	в тех	2	3
99	тем не	12	3
100	да и	10	3
101	но это	6	3
102	кроме того	5	3
103	ли мы	2	3
104	одной стороны	5	3
105	несмотря на	3	3
106	только его	3	3
107	хотя и	3	3
108	не является	7	3
109	и тем	4	3
110	как такового	2	3
111	в целом	3	3
112	все это	4	3
113	с одной	5	3
114	и даже	11	3
115	в область	4	3
116	и на	5	3
117	языка в	3	3
118	также и	12	3
119	или как	2	3
120	если бы	4	3
121	и все	5	3
122	этом смысле	5	3
123	ясно что	8	3
124	и к	3	3
125	том что	19	3
126	говорить о	10	3
127	бы то	2	3
128	все что	3	3
129	мы в	3	3
130	не будем	4	3
131	он не	2	3
132	нет и	3	3
133	оно не	3	3
134	работ по	2	3
135	на него	2	3
136	как нечто	2	3
137	в слове	3	3
138	в таком	11	3
139	с другими	5	3
140	не знает	3	3
141	слова и	4	3
142	и это	5	3
143	едва ли	9	3
144	или иное	2	2
145	не могут	4	2
146	и есть	4	2
147	в частности	5	2
148	от ее	2	2
149	в этих	4	2
150	что все	6	2
151	первый план	3	2
152	на то	6	2
153	или иной	5	2
154	можно сказать	6	2
155	а только	6	2
156	как таковой	4	2
157	но зато	2	2
158	войти в	2	2
159	что оно	2	2
160	с самим	3	2
161	в нашей	3	2
162	и должны	3	2
163	смысле слова	7	2
164	в значительной	3	2
165	не можем	4	2
166	случае не	4	2
167	по поводу	2	2
168	это отношение	3	2
169	совпадает с	2	2
170	той или	5	2
171	не вполне	4	2
172	и значение	4	2
173	другими словами	6	2
174	ни с	2	2
175	отличается от	2	2
176	в связи	5	2
177	не было	3	2
178	этой области	3	2
179	здесь мы	3	2
180	лишь в	3	2
181	и что	13	2
182	того что	12	2
183	есть только	8	2
184	и здесь	4	2
185	в своих	3	2
186	только при	2	2
187	но как	6	2
188	в истории	3	2
189	о котором	3	2
190	мы должны	3	2
191	же самое	6	2
192	того или	7	2
193	в него	2	2
194	слово в	2	2
195	и которые	2	2
196	и более	5	2
197	раз и	5	2
198	не все	4	2
199	вовсе не	37	2
200	или иного	5	2
201	есть не	6	2
202	на первый	4	2
203	языка как	2	2
204	о которых	3	2
205	что он	4	2
206	у нас	18	2
207	и при	2	2
208	связи с	5	2
209	одна из	3	2
210	она не	3	2
211	предмета и	3	2
212	в корне	2	2
213	что и	2	2
214	не совпадает	2	2
215	но можно	2	2
216	не во	3	2
217	бы не	3	2
218	нами в	2	2
219	можно говорить	3	2
220	того чтобы	2	2
221	для того	3	2
222	из которых	2	2
223	слово и	2	2
224	то или	3	2
225	или в	2	2
226	тем что	4	2
227	в виде	6	2
228	или точнее	3	2
229	и ее	2	2
230	и вообще	16	2
231	анализа и	3	2
232	в таких	3	2
233	без всякой	5	2
