N	2gram	Vygotskiy__1	DiskursI
1	в себе	6	19
2	при этом	4	17
3	в качестве	9	16
4	и в	23	16
5	может быть	14	16
6	как и	14	16
7	в этом	17	16
8	и не	9	15
9	а не	3	14
10	в частности	2	12
11	представляет собой	11	11
12	но и	14	11
13	но в	5	11
14	том что	21	10
15	не только	16	10
16	так и	5	9
17	не может	12	9
18	в том	24	8
19	как в	4	8
20	прежде всего	10	7
21	ни в	4	7
22	но не	4	7
23	в данном	2	7
24	с его	4	6
25	все же	3	6
26	в своей	4	6
27	данном случае	2	6
28	то же	8	6
29	тем самым	5	6
30	в своих	5	6
31	по своей	5	6
32	в противоположность	2	5
33	а с	4	5
34	что в	14	5
35	в своем	3	5
36	с другой	10	5
37	же время	2	5
38	для него	2	5
39	то что	17	5
40	и на	8	5
41	в то	7	5
42	в одном	4	4
43	одного из	3	4
44	к этому	4	4
45	к его	2	4
46	одной стороны	9	4
47	как бы	11	4
48	отношению к	7	4
49	по отношению	7	4
50	этом отношении	4	4
51	с одной	8	4
52	потому что	6	4
53	в основе	8	4
54	можно назвать	2	4
55	одно из	2	4
56	точки зрения	26	4
57	в этой	7	4
58	и то	3	4
59	о том	6	4
60	не является	9	4
61	перед нами	5	3
62	могут быть	3	3
63	в этих	2	3
64	в них	2	3
65	столь же	6	3
66	не столько	4	3
67	из этих	3	3
68	и все	5	3
69	уже не	2	3
70	и как	5	3
71	не в	4	3
72	можно сказать	5	3
73	он не	5	3
74	в его	14	3
75	в котором	4	3
76	жизни и	2	3
77	и ее	7	3
78	приводит к	4	3
79	иначе говоря	2	3
80	все эти	4	3
81	внутренней речи	9	3
82	и наконец	2	3
83	как на	4	3
84	и его	6	3
85	в другом	7	3
86	только в	6	3
87	одном из	2	3
88	же как	6	2
89	никогда не	2	2
90	которая в	2	2
91	в целом	20	2
92	как уже	7	2
93	с таким	3	2
94	идет о	2	2
95	переходе от	2	2
96	на первый	2	2
97	в ходе	8	2
98	что он	7	2
99	такой же	3	2
100	одно и	2	2
101	первую очередь	3	2
102	из важнейших	2	2
103	о чем	2	2
104	общения и	3	2
105	в первую	3	2
106	для себя	4	2
107	не с	2	2
108	с точки	18	2
109	с той	2	2
110	не к	2	2
111	вместе с	9	2
112	с ней	2	2
113	именно в	6	2
114	который по	2	2
115	все это	6	2
116	другой стороны	9	2
117	речи в	14	2
118	должно быть	2	2
119	а в	2	2
120	той же	2	2
121	что как	2	2
122	в результате	4	2
123	их в	4	2
124	и с	9	2
125	говорить о	2	2
126	и это	3	2
127	дело в	2	2
128	ключом к	2	2
129	на примере	2	2
130	в области	3	2
131	между тем	9	2
