N	2gram	Tiupa_Anal_1	Literetu
1	а не	17	20
2	и в	18	19
3	может быть	29	17
4	своего рода	3	13
5	то же	9	12
6	и не	21	11
7	и т.п	5	10
8	в том	27	10
9	как и	13	10
10	но и	17	10
11	состоит в	11	9
12	же время	6	9
13	такого рода	5	9
14	не может	22	9
15	тогда как	14	9
16	в мире	8	9
17	в этом	13	9
18	в то	9	9
19	с другой	4	8
20	не только	15	8
21	том что	12	7
22	то что	6	7
23	так и	4	7
24	с одной	3	7
25	я в	3	7
26	однако в	3	6
27	в себе	11	6
28	одной стороны	3	6
29	при этом	12	6
30	себя в	6	6
31	и на	5	6
32	конечном счете	4	5
33	столь же	4	5
34	но не	10	5
35	в качестве	31	5
36	он не	3	5
37	в конечном	4	5
38	на фоне	2	5
39	вместе с	4	5
40	того что	4	5
41	в принципе	8	5
42	то есть	11	5
43	в рамках	3	4
44	что в	5	4
45	в частности	19	4
46	прежде всего	6	4
47	и.п смирнов	2	4
48	не в	14	4
49	отнюдь не	15	4
50	того же	4	4
51	для него	2	4
52	в его	13	4
53	еще в	2	4
54	даже в	3	4
55	один из	2	4
56	другой стороны	2	4
57	по отношению	6	4
58	каждый из	2	4
59	точки зрения	6	4
60	в искусстве	2	4
61	лирического героя	2	4
62	не случайно	3	4
63	едва ли	2	4
64	в области	4	4
65	я и	6	4
66	никогда не	2	3
67	быть может	2	3
68	личности в	3	3
69	в себя	6	3
70	что он	3	3
71	в нем	3	3
72	наш взгляд	6	3
73	и как	5	3
74	эстетического субъекта	3	3
75	одним из	3	3
76	в начале	2	3
77	такой же	2	3
78	в этой	5	3
79	в противовес	2	3
80	эстетической деятельности	4	3
81	в сущности	6	3
82	том чтобы	7	3
83	не с	4	3
84	отношению к	5	3
85	коммуникативное событие	6	3
86	в культуре	3	3
87	данном случае	2	3
88	со стороны	2	3
89	эстетический субъект	2	3
90	а именно	3	3
91	в их	5	3
92	этом отношении	2	3
93	так как	2	3
94	всего лишь	4	3
95	сознания в	4	3
96	тем самым	7	3
97	с точки	4	3
98	а в	9	3
99	и его	5	3
100	и то	2	3
101	не столько	2	3
102	на наш	6	3
103	и с	2	3
104	х годов	2	3
105	в данном	2	3
106	как к	2	3
107	в другом	4	3
108	как правило	4	3
109	в равной	3	3
110	другого в	3	3
111	на этом	2	2
112	том числе	3	2
113	ни было	4	2
114	себя и	4	2
115	в нашем	3	2
116	не является	2	2
117	для этого	2	2
118	в какой	2	2
119	в противоположность	2	2
120	вовсе не	2	2
121	как уже	2	2
122	в облике	2	2
123	художественного письма	2	2
124	из того	4	2
125	не исключают	2	2
126	и к	3	2
127	а также	3	2
128	равной степени	2	2
129	творческий акт	2	2
130	присутствия в	2	2
131	художественного творчества	2	2
132	еще не	3	2
133	было бы	2	2
134	и сам	2	2
135	без другого	2	2
136	к объекту	3	2
137	не могу	2	2
138	при всей	2	2
139	свидетельствует о	2	2
140	свое время	2	2
141	принципе не	3	2
142	в роли	2	2
143	как бы	5	2
144	в свое	2	2
145	если в	3	2
146	для себя	2	2
147	что и	3	2
148	как он	3	2
149	все же	4	2
150	и т	3	2
151	в целом	5	2
152	не к	2	2
153	из них	2	2
154	могут быть	4	2
155	не говоря	2	2
156	и до	2	2
157	и одновременно	3	2
158	т п	3	2
159	быть не	3	2
160	той же	2	2
161	и читателя	2	2
162	художественного видения	3	2
163	это как	2	2
164	уже не	4	2
165	коммуникативного события	14	2
166	не более	4	2
167	героя в	2	2
168	для того	4	2
169	что не	3	2
170	из которых	4	2
171	хотя бы	3	2
172	художественного мира	2	2
173	то в	2	2
174	потому что	2	2
175	в основе	6	2
176	подобно тому	3	2
177	на себя	2	2
178	соответствии с	2	2
179	с другим	4	2
180	о том	5	2
181	произведения искусства	3	2
182	в художественном	3	2
183	представляет собой	16	2
184	тому как	3	2
185	с ним	4	2
186	случае это	2	2
187	но в	8	2
188	мира в	2	2
