N	2gram	Vygotskiy__3	Problema
1	и в	38	30
2	в своей	5	22
3	то есть	15	21
4	то что	35	18
5	не только	12	18
6	том что	14	17
7	в этом	13	17
8	и даже	4	14
9	но и	5	13
10	таким образом	12	13
11	потому что	14	13
12	в том	25	12
13	в его	5	12
14	и не	10	12
15	о том	6	12
16	в своем	5	11
17	у него	4	11
18	так что	8	11
19	в виде	2	10
20	для нас	8	10
21	точки зрения	16	10
22	в этой	13	10
23	все же	8	9
24	сказать что	4	9
25	но в	3	9
26	только в	4	9
27	и все	10	9
28	в конце	2	8
29	вовсе не	8	8
30	никак не	7	8
31	с точки	9	8
32	никогда не	4	7
33	что он	11	7
34	у нас	2	7
35	как и	8	7
36	может быть	19	7
37	вместе с	5	7
38	говорит о	2	7
39	не в	12	7
40	здесь не	3	7
41	с другой	7	6
42	уже не	2	6
43	и как	8	6
44	несмотря на	5	6
45	и для	4	6
46	как бы	14	6
47	в нем	4	6
48	что и	4	6
49	другой стороны	5	6
50	и что	18	6
51	а в	7	6
52	и его	6	6
53	и на	6	6
54	мы читаем	2	6
55	его в	3	6
56	при помощи	4	6
57	так как	6	6
58	с тем	8	5
59	что в	20	5
60	что у	7	5
61	в которой	5	5
62	в силу	2	5
63	так же	2	5
64	в самом	25	5
65	и о	3	5
66	не может	7	5
67	не просто	2	5
68	а не	7	5
69	что этот	4	5
70	и то	8	5
71	но он	2	5
72	как раз	8	5
73	того как	3	5
74	мы можем	7	5
75	еще и	2	4
76	отнюдь не	2	4
77	ни в	3	4
78	ясно что	6	4
79	при этом	4	4
80	того же	3	4
81	было бы	12	4
82	в качестве	2	4
83	не так	3	4
84	а с	2	4
85	и к	3	4
86	не мог	4	4
87	или в	5	4
88	в себе	4	4
89	в то	3	4
90	далеко не	3	4
91	из этого	8	4
92	едва ли	3	4
93	он видит	2	3
94	в самой	4	3
95	все время	30	3
96	и другие	2	3
97	и которая	2	3
98	о котором	5	3
99	но только	8	3
100	же в	2	3
101	в ее	7	3
102	что его	2	3
103	что они	4	3
104	тот же	3	3
105	совсем не	3	3
106	или вернее	2	3
107	то время	2	3
108	указывает на	6	3
109	как будто	4	3
110	одной стороны	5	3
111	для того	8	3
112	он не	6	3
113	в русской	2	3
114	нет никакого	2	3
115	и тем	3	3
116	бы не	3	3
117	с одной	6	3
118	того что	4	3
119	есть только	2	3
120	внимание на	2	3
121	время как	4	3
122	в ней	15	3
123	он в	2	3
124	в другом	5	3
125	и другое	4	3
126	и который	2	3
127	с ним	2	3
128	в одном	8	3
129	в виду	4	3
130	только для	3	2
131	я не	5	2
132	не могут	2	2
133	и более	2	2
134	в них	3	2
135	в какой	5	2
136	хотя бы	2	2
137	как в	4	2
138	с этой	2	2
139	один из	6	2
140	если он	4	2
141	была бы	2	2
142	к этому	3	2
143	со всей	3	2
144	что именно	2	2
145	здесь в	2	2
146	на то	16	2
147	к тому	6	2
148	то же	10	2
149	как мы	7	2
150	он был	3	2
151	раз в	4	2
152	по существу	2	2
153	из всех	3	2
154	что здесь	2	2
155	с такой	5	2
156	в глаза	2	2
157	в свою	4	2
158	до сих	6	2
159	со всеми	2	2
160	в данном	2	2
161	что не	3	2
162	конечно не	4	2
163	всяком случае	2	2
164	в котором	6	2
165	он все	2	2
166	не к	3	2
167	из них	6	2
168	в первой	2	2
169	когда он	4	2
170	наряду с	3	2
171	ее в	4	2
172	и дальше	2	2
173	данном случае	2	2
174	то и	3	2
175	и только	3	2
176	по мнению	2	2
177	он хочет	2	2
178	все эти	4	2
179	мы не	5	2
180	они не	2	2
181	самом деле	21	2
182	он говорит	6	2
183	того чтобы	9	2
184	в таком	3	2
185	по его	3	2
186	во всяком	2	2
187	больше чем	4	2
188	между тем	7	2
189	что только	2	2
190	тем что	3	2
191	в одной	2	2
192	в поэме	3	2
193	есть в	2	2
194	ничего не	2	2
195	не то	4	2
196	и которые	3	2
197	сих пор	5	2
