N	2gram	Tiupa_Narr_1	Psycholo
1	и в	11	38
2	то что	9	35
3	в том	8	25
4	в самом	6	25
5	самом деле	3	21
6	что в	3	20
7	может быть	15	19
8	на то	2	16
9	точки зрения	5	16
10	в ней	4	15
11	то есть	9	15
12	если бы	7	14
13	том что	7	14
14	как бы	6	14
15	потому что	5	14
16	в этой	6	13
17	в этом	12	13
18	не только	31	12
19	не в	6	12
20	что он	3	11
21	в сущности	2	10
22	то же	8	10
23	же самое	2	10
24	и не	23	10
25	и все	3	10
26	того чтобы	4	9
27	все же	4	8
28	перед нами	5	8
29	в одном	4	8
30	как и	13	8
31	и как	3	8
32	как раз	6	8
33	для того	3	8
34	и то	3	8
35	с другой	2	7
36	а не	13	7
37	мы можем	2	7
38	никак не	2	7
39	не может	8	7
40	что у	4	7
41	как мы	2	7
42	может служить	3	7
43	а в	13	7
44	между тем	3	7
45	из них	4	6
46	к тому	6	6
47	до сих	2	6
48	она не	2	6
49	один из	6	6
50	не имеет	2	6
51	он не	3	6
52	к чему	3	6
53	как это	3	6
54	и его	10	6
55	и на	5	6
56	о том	4	6
57	казалось бы	2	5
58	в своем	3	5
59	иначе говоря	8	5
60	в своей	5	5
61	вместе с	2	5
62	но и	27	5
63	сих пор	2	5
64	другой стороны	2	5
65	в той	2	5
66	или в	6	5
67	действующих лиц	5	5
68	мы не	3	5
69	в его	6	5
70	так сказать	2	5
71	никогда не	4	4
72	идет о	3	4
73	в свою	2	4
74	по своему	2	4
75	при этом	19	4
76	и для	2	4
77	она была	2	4
78	речь идет	3	4
79	не мог	6	4
80	в нем	4	4
81	раз в	2	4
82	в целом	3	4
83	как в	4	4
84	того что	4	4
85	когда в	3	4
86	и даже	2	4
87	сказать что	2	4
88	у него	7	4
89	только в	12	4
90	как будто	3	4
91	одна из	4	4
92	в себе	6	4
93	в речи	4	3
94	та же	2	3
95	из этих	4	3
96	она в	2	3
97	она может	2	3
98	одно и	2	3
99	и о	3	3
100	как если	2	3
101	и только	2	3
102	что не	2	3
103	в таком	2	3
104	к ним	2	3
105	и тем	4	3
106	состоит в	10	3
107	в то	4	3
108	здесь не	2	3
109	едва ли	3	3
110	но в	7	3
111	одного из	6	2
112	в данном	11	2
113	но они	3	2
114	в этих	2	2
115	действующее лицо	2	2
116	отнюдь не	2	2
117	между собой	2	2
118	хотя бы	2	2
119	столь же	5	2
120	во всяком	2	2
121	и ее	3	2
122	только что	2	2
123	или не	4	2
124	же в	2	2
125	до конца	2	2
126	при такой	2	2
127	уже не	8	2
128	у нас	3	2
129	свою очередь	2	2
130	и столь	2	2
131	не могла	2	2
132	для него	4	2
133	в первой	2	2
134	эта фраза	2	2
135	всяком случае	2	2
136	с ее	2	2
137	дело не	2	2
138	данном случае	8	2
139	со стороны	8	2
140	имеет место	4	2
141	внимание на	4	2
142	быть не	3	2
143	и вот	2	2
144	говорил о	2	2
145	в качестве	14	2
146	в конце	2	2
147	их в	3	2
148	к себе	4	2
149	к его	2	2
150	представляет собой	8	2
151	но как	3	2
152	в русской	3	2
153	представляют собой	3	2
154	однако и	4	2
155	с ним	2	2
156	ничего не	2	2
157	могло бы	3	2
