N	2gram	Vygotskiy__2	Mirosoze
1	может быть	9	30
2	не только	15	29
3	и в	15	28
4	не может	9	28
5	но и	10	25
6	а не	3	25
7	он не	7	24
8	в этом	19	20
9	у него	2	17
10	не в	8	16
11	потому что	7	16
12	в своей	4	15
13	и есть	2	14
14	никогда не	8	14
15	человека и	3	14
16	и это	3	12
17	для него	3	11
18	в самом	11	11
19	и не	7	11
20	что в	14	10
21	в своем	9	10
22	прежде всего	4	10
23	и все	3	10
24	что он	12	10
25	было бы	10	10
26	в его	2	9
27	и его	4	9
28	но не	3	8
29	в котором	2	8
30	быть может	2	7
31	в самой	3	7
32	того что	17	7
33	но в	6	7
34	в себе	2	7
35	он сам	3	6
36	в том	33	6
37	в этой	6	6
38	все это	4	6
39	лишь в	3	6
40	вместе с	6	6
41	только в	4	6
42	в которой	4	6
43	не могут	2	5
44	это не	5	5
45	и человека	3	5
46	мира и	2	5
47	как и	6	5
48	то что	20	5
49	нет и	2	5
50	уже в	5	4
51	в этих	2	4
52	с этой	2	4
53	смысле слова	5	4
54	в их	2	4
55	и по	3	4
56	а в	4	4
57	увидим что	2	4
58	в которых	3	4
59	точки зрения	26	4
60	в них	4	4
61	которых он	3	4
62	за пределы	2	4
63	к ней	2	4
64	что и	2	4
65	или к	2	4
66	тем что	2	4
67	к тому	7	3
68	для нас	4	3
69	это есть	2	3
70	для человека	2	3
71	но если	2	3
72	и их	5	3
73	не имеет	4	3
74	должно быть	2	3
75	с этим	3	3
76	так как	4	3
77	и с	4	3
78	с его	4	3
79	он должен	2	3
80	с собой	3	3
81	том что	27	3
82	ничего не	3	3
83	социальной среды	5	3
84	мы увидим	2	3
85	на том	2	3
86	когда он	3	3
87	бы и	3	3
88	хотя бы	4	3
89	за собой	2	2
90	связана с	4	2
91	вопрос о	5	2
92	живет в	2	2
93	в ином	2	2
94	с их	2	2
95	высшей степени	7	2
96	его мысль	2	2
97	человека к	2	2
98	для того	10	2
99	и мы	2	2
100	на этот	6	2
101	в виду	6	2
102	его с	2	2
103	могут быть	2	2
104	тому чтобы	2	2
105	по отношению	6	2
106	все эти	3	2
107	о мире	3	2
108	и что	8	2
109	также и	2	2
110	сказать что	6	2
111	в более	2	2
112	в начале	4	2
113	по своей	6	2
114	в истории	6	2
115	как бы	7	2
116	о том	9	2
117	как он	6	2
118	с ним	3	2
119	не существует	3	2
120	в основе	3	2
121	с которой	2	2
122	к этой	3	2
123	если бы	8	2
124	в высшей	7	2
125	к этому	4	2
126	нет никаких	2	2
127	самому себе	2	2
128	во власти	3	2
129	отношению к	5	2
130	мы видим	4	2
131	чем в	2	2
132	все что	5	2
133	и к	6	2
134	о своих	2	2
135	должен быть	2	2
136	все же	4	2
137	по сравнению	5	2
138	с ней	2	2
139	как в	4	2
140	приводит к	5	2
141	прийти к	2	2
142	и самый	2	2
143	того чтобы	12	2
144	к чему	2	2
145	и как	2	2
146	и для	2	2
147	от этого	2	2
148	он в	3	2
149	на протяжении	2	2
150	от его	4	2
