N	2gram	Tiupa_Hudo_1	Myslijsy
1	потому что	5	33
2	то что	8	29
3	может быть	5	26
4	в том	12	23
5	и в	14	23
6	в этом	11	23
7	и не	2	18
8	что в	6	17
9	при этом	12	15
10	только в	5	15
11	как и	9	14
12	в себе	11	14
13	то же	9	14
14	того что	4	14
15	если бы	3	13
16	том что	16	12
17	не было	4	12
18	а не	12	12
19	по себе	2	11
20	что я	2	11
21	но и	5	11
22	не в	7	11
23	не может	7	11
24	и потому	2	10
25	по отношению	8	10
26	не только	12	10
27	тем что	3	10
28	между тем	8	9
29	в своем	4	8
30	было бы	6	8
31	отношению к	8	8
32	заключает в	2	8
33	мы не	2	8
34	о том	12	8
35	но в	5	8
36	это не	7	7
37	на то	4	7
38	в нем	3	7
39	и что	2	7
40	и т	11	7
41	как в	8	7
42	с этим	3	7
43	и к	4	6
44	т с	4	6
45	что не	2	6
46	заметить что	2	6
47	так и	13	6
48	так что	2	5
49	для него	10	5
50	хотя и	2	5
51	в его	8	5
52	как бы	7	5
53	что же	2	5
54	все это	2	5
55	не менее	5	5
56	должно быть	2	5
57	внимание на	2	5
58	а в	7	5
59	с ним	4	5
60	говорить о	3	5
61	так сказать	2	5
62	не имеет	2	5
63	на вопрос	2	4
64	и все	4	4
65	быть может	7	4
66	что он	9	4
67	тем не	4	4
68	тогда как	7	4
69	до сих	2	4
70	можно сказать	4	4
71	со своим	2	4
72	и о	4	4
73	сих пор	2	4
74	да и	2	4
75	только на	2	4
76	то и	3	4
77	только потому	2	4
78	того чтобы	3	4
79	в таком	3	4
80	точки зрения	5	4
81	т п	8	4
82	в то	8	4
83	видно что	2	4
84	его в	3	4
85	и с	4	4
86	слова в	2	3
87	никогда не	6	3
88	связи с	4	3
89	в этих	5	3
90	о человеке	2	3
91	там же	2	3
92	именно в	7	3
93	же время	8	3
94	еще не	7	3
95	в действительности	4	3
96	мы уже	4	3
97	к тому	7	3
98	например в	2	3
99	на его	2	3
100	в самом	4	3
101	на себе	2	3
102	нет ничего	2	3
103	со стороны	3	3
104	только что	4	3
105	так в	2	3
106	т д	3	3
107	той же	2	3
108	все эти	3	3
109	все равно	2	3
110	что у	3	3
111	на самом	2	3
112	уже не	7	3
113	лишь в	3	3
114	самом деле	5	3
115	в речи	2	3
116	и по	3	3
117	с ними	2	3
118	и на	3	3
119	то в	4	3
120	и так	2	3
121	с точки	3	3
122	только для	2	2
123	глядя на	2	2
124	с и	2	2
125	состоит в	2	2
126	мысли о	2	2
127	тому что	4	2
128	превращается в	3	2
129	и быть	4	2
130	столь же	4	2
131	вопрос о	2	2
132	что на	2	2
133	в ее	3	2
134	об этом	5	2
135	от него	3	2
136	по своему	3	2
137	не нужно	2	2
138	она не	4	2
139	в это	2	2
140	за ним	2	2
141	значительной степени	2	2
142	в ней	4	2
143	он не	4	2
144	и когда	3	2
145	так или	2	2
146	даже в	3	2
147	один из	4	2
148	и это	4	2
149	в мире	3	2
150	не знаем	2	2
151	на том	2	2
152	что она	4	2
153	как она	2	2
154	и для	3	2
155	человека в	6	2
156	как мы	3	2
157	и другое	2	2
158	по-видимому не	2	2
159	и даже	3	2
160	друг друга	5	2
161	и его	5	2
162	можно было	5	2
163	или иначе	2	2
164	в глазах	6	2
165	в своих	3	2
166	не следует	2	2
167	в первый	2	2
168	влияние на	2	2
169	говорится о	2	2
170	ни к	2	2
