N	2gram	Voloshinov_1	Myslijsy
1	то что	8	29
2	может быть	26	26
3	таким образом	17	24
4	в том	6	23
5	и в	19	23
6	в этом	16	23
7	в слове	10	22
8	и не	26	18
9	что в	4	17
10	в языке	4	16
11	при этом	8	15
12	только в	9	15
13	как и	12	14
14	в себе	2	14
15	то же	7	14
16	того что	3	14
17	так как	2	14
18	если бы	2	13
19	том что	3	12
20	не было	3	12
21	а не	7	12
22	по себе	4	11
23	но и	8	11
24	не в	5	11
25	не может	24	11
26	и потому	5	10
27	по отношению	3	10
28	не только	8	10
29	что слово	4	10
30	тем что	2	10
31	мы можем	2	10
32	не есть	3	9
33	между тем	3	9
34	в своем	2	8
35	было бы	4	8
36	отношению к	2	8
37	другими словами	2	8
38	мы не	6	8
39	сказать что	4	8
40	о том	2	8
41	но в	7	8
42	по мере	2	7
43	в нем	10	7
44	что и	2	7
45	что язык	2	7
46	вовсе не	5	7
47	язык есть	4	7
48	могут быть	2	7
49	как в	4	7
50	мысли и	4	7
51	с этим	4	7
52	что такое	2	7
53	этого слова	2	7
54	независимо от	2	6
55	до тех	2	6
56	и к	3	6
57	тех пор	2	6
58	для того	4	6
59	что не	2	6
60	в которой	3	6
61	так и	11	6
62	для него	9	5
63	в его	6	5
64	как бы	15	5
65	этом случае	3	5
66	бы и	2	5
67	что же	4	5
68	все это	3	5
69	допустим что	2	5
70	не менее	4	5
71	должно быть	2	5
72	а в	4	5
73	во всяком	5	5
74	один и	3	5
75	слова и	3	5
76	так сказать	6	5
77	не имеет	3	5
78	и более	2	4
79	и та	2	4
80	и все	5	4
81	что все	2	4
82	что он	2	4
83	тем не	2	4
84	как же	4	4
85	до сих	8	4
86	можно сказать	3	4
87	от того	4	4
88	в котором	3	4
89	языке и	2	4
90	между ними	4	4
91	сих пор	8	4
92	всех остальных	2	4
93	только на	4	4
94	слово в	3	4
95	в истории	3	4
96	того чтобы	5	4
97	хотя бы	5	4
98	так же	7	4
99	с другими	3	4
100	в таком	2	4
101	точки зрения	34	4
102	в каком	3	4
103	в данном	4	4
104	в сознании	2	4
105	в то	3	4
106	же самое	3	4
107	его в	3	4
108	и с	2	4
109	и есть	3	3
110	никогда не	2	3
111	связи с	11	3
112	в смысле	6	3
113	формы в	2	3
114	именно в	5	3
115	не будет	4	3
116	к одному	4	3
117	переход от	4	3
118	же время	3	3
119	кроме того	6	3
120	еще не	4	3
121	для говорящего	3	3
122	в действительности	2	3
123	мы уже	2	3
124	к тому	2	3
125	в самом	10	3
126	и следовательно	3	3
127	в виду	2	3
128	всяком случае	2	3
129	в каждом	7	3
130	и их	2	3
131	нет ничего	3	3
132	в процессе	14	3
133	языка и	13	3
134	и только	2	3
135	той же	2	3
136	все эти	7	3
137	и других	2	3
138	те же	5	3
139	на самом	3	3
140	лишь в	9	3
141	самом деле	10	3
142	должны быть	3	3
143	в науке	6	3
144	лишь тогда	2	3
145	и на	4	3
146	этот вопрос	5	3
147	то в	2	3
148	то мы	2	3
149	ту же	2	3
150	от одного	3	3
151	языка с	2	3
152	с точки	20	3
153	в первом	3	3
154	там где	2	3
155	и тот	4	3
156	не существует	3	2
157	не могут	3	2
158	самого начала	4	2
159	в двух	2	2
160	и как	3	2
161	в нашем	2	2
162	тому что	2	2
163	с другой	5	2
164	не как	2	2
165	связь и	2	2
166	из этих	2	2
167	языка в	14	2
168	а как	3	2
169	вопрос о	4	2
170	что делает	3	2
171	все в	2	2
172	и здесь	6	2
173	в ее	7	2
174	говорящего и	2	2
175	у нас	2	2
176	из этого	2	2
177	от него	2	2
178	и относительно	2	2
179	в большинстве	3	2
180	имеет свою	3	2
181	в свою	2	2
182	она не	2	2
183	тот же	4	2
184	в сущности	3	2
185	эта последняя	3	2
186	в ней	4	2
187	он не	3	2
188	и др	2	2
189	пор пока	2	2
190	как оно	2	2
191	и это	3	2
192	пока не	2	2
193	настоящего времени	5	2
194	конечно не	5	2
195	и прежде	2	2
196	как она	2	2
197	и для	11	2
198	если мы	11	2
199	человека в	2	2
200	как мы	13	2
201	здесь мы	4	2
202	именно на	2	2
203	из которых	2	2
204	на этот	3	2
205	и даже	2	2
206	о языке	8	2
207	друг друга	8	2
208	и его	19	2
209	есть лишь	2	2
210	можно было	2	2
211	или иначе	2	2
212	в своих	2	2
213	из виду	2	2
214	и при	3	2
215	к его	2	2
216	и вообще	2	2
217	бы в	2	2
218	мы должны	3	2
219	его к	2	2
220	таком случае	2	2
221	эта мысль	2	2
222	гуманитарных наук	5	2
223	большинстве случаев	3	2
224	быть и	3	2
225	мысли в	2	2
226	в области	3	2
227	из него	2	2
228	и сама	2	2
229	ни к	2	2
