N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	47
2	и не	16	30
3	может быть	14	20
4	и в	41	19
5	не только	16	19
6	и т	28	17
7	а не	15	16
8	т д	5	15
9	в себе	3	15
10	и даже	6	14
11	в том	3	14
12	как бы	12	14
13	так как	3	14
14	потому что	2	14
15	вовсе не	7	13
16	но и	16	12
17	то же	14	12
18	точки зрения	16	12
19	и все	4	12
20	как и	4	10
21	в нем	30	10
22	так и	11	10
23	том что	2	10
24	это не	6	10
25	сказать что	2	10
26	никогда не	3	9
27	не может	14	9
28	же и	2	9
29	прежде всего	8	8
30	она не	3	8
31	мы уже	2	8
32	с точки	8	8
33	не в	7	8
34	в этом	12	8
35	в своей	7	8
36	и к	5	7
37	совершенно не	2	7
38	должно быть	2	7
39	время как	2	7
40	и то	2	7
41	в поэзии	3	7
42	так что	2	7
43	что они	2	6
44	в то	14	6
45	но не	2	6
46	конечно не	3	6
47	того что	3	6
48	и может	3	6
49	и вообще	2	6
50	с другой	5	5
51	же время	12	5
52	по своему	2	5
53	можно сказать	2	5
54	в самом	5	5
55	и следовательно	7	5
56	и потому	4	5
57	как раз	2	5
58	в смысле	4	5
59	и его	14	5
60	только в	6	5
61	о том	3	5
62	и с	4	5
63	может не	8	4
64	нисколько не	2	4
65	в своем	3	4
66	в одном	2	4
67	не могут	3	4
68	в ее	2	4
69	все же	7	4
70	при этом	6	4
71	то время	2	4
72	одно и	2	4
73	еще не	4	4
74	к нему	5	4
75	за пределы	4	4
76	той или	9	4
77	он не	3	4
78	хотя бы	3	4
79	связи с	2	4
80	быть и	4	4
81	все это	5	4
82	другой стороны	4	4
83	таким образом	9	4
84	и по	2	4
85	а в	6	4
86	могут быть	19	4
87	но он	2	4
88	в другом	2	4
89	с ним	7	4
90	поэзии и	4	4
91	как только	3	3
92	всех этих	4	3
93	же как	2	3
94	все время	3	3
95	в этих	2	3
96	и от	4	3
97	и почти	3	3
98	как мы	8	3
99	уже не	2	3
100	кроме того	4	3
101	было бы	3	3
102	даже в	2	3
103	из них	3	3
104	с этим	3	3
105	в разных	3	3
106	не было	3	3
107	в той	10	3
108	в данном	3	3
109	от этого	2	3
110	его в	3	3
111	ничего не	4	3
112	все его	4	3
113	смысла и	3	2
114	связана с	2	2
115	быть только	2	2
116	в узком	10	2
117	время и	2	2
118	в частности	2	2
119	в зависимости	3	2
120	перед нами	4	2
121	на самом	2	2
122	не должно	3	2
123	именно в	3	2
124	на всю	3	2
125	он может	2	2
126	если мы	2	2
127	следовательно в	3	2
128	к тому	3	2
129	в широком	2	2
130	мы видим	2	2
131	зависимости от	3	2
132	в истории	3	2
133	или менее	3	2
134	различия между	2	2
135	до сих	2	2
136	и часто	4	2
137	нем и	3	2
138	на его	8	2
139	ни о	2	2
140	в сущности	13	2
141	в ней	4	2
142	всяком случае	5	2
143	сих пор	2	2
144	себя в	9	2
145	на все	2	2
146	во всех	17	2
147	дело не	2	2
148	данном случае	3	2
149	в каждом	4	2
150	в их	4	2
151	тому что	2	2
152	так же	2	2
153	не на	5	2
154	т п	23	2
155	например в	2	2
156	с ее	4	2
157	с одной	4	2
158	как в	8	2
159	форм и	3	2
160	жизнь в	2	2
161	более или	3	2
162	бы и	3	2
163	или в	8	2
164	с ними	3	2
165	широком смысле	2	2
166	на мир	4	2
167	также и	3	2
168	в результате	3	2
169	бы ни	3	2
170	между тем	2	2
171	не как	4	2
172	в виде	2	2
173	того или	2	2
174	во всяком	7	2
175	все эти	9	2
176	в которой	4	2
177	но в	8	2
178	на этом	2	2
