N	3gram	Vygotskiy__1	Dialekti
1	и т д	8	15
2	с точки зрения	2	8
3	сама по себе	2	7
4	в том что	9	6
5	то или иное	2	4
6	о том что	7	4
7	с другой стороны	5	4
8	только тогда когда	4	4
9	как будто бы	2	3
10	в то время	5	3
11	в самом деле	7	3
12	в таком случае	2	3
13	по себе не	2	3
14	не может быть	8	3
15	то время как	5	3
16	в зависимости от	5	2
17	более или менее	2	2
18	то же самое	2	2
19	не в состоянии	3	2
20	тем не менее	2	2
21	и т п	15	2
22	ни в какой	3	2
23	само по себе	5	2
24	до сих пор	3	2
25	во всяком случае	6	2
26	от того что	2	2
27	потому что он	2	2
