N	2gram	Trubetskoy_1	Vvedenie
1	и в	23	32
2	в том	30	31
3	в этом	12	30
4	может быть	16	26
5	том что	19	26
6	не только	7	22
7	для того	8	21
8	того чтобы	8	20
9	таким образом	31	19
10	также и	2	18
11	то что	18	16
12	потому что	9	15
13	так как	7	15
14	не может	17	14
15	в самом	8	13
16	в нем	3	13
17	о том	7	13
18	того что	6	12
19	в общем	6	12
20	в их	4	12
21	и не	8	12
22	как на	4	12
23	в его	5	12
24	только в	6	12
25	как мы	2	11
26	ясно что	8	11
27	в данном	3	11
28	что в	8	10
29	но в	4	9
30	в истории	3	9
31	между тем	12	9
32	то же	4	9
33	не менее	7	8
34	с другой	6	8
35	это не	3	8
36	тем не	4	8
37	не в	8	8
38	именно в	5	8
39	прежде всего	3	7
40	вопрос о	3	7
41	точки зрения	13	7
42	о котором	7	7
43	уже и	3	7
44	но не	2	7
45	было бы	3	7
46	все же	13	7
47	самом деле	12	7
48	не могут	4	6
49	из этих	8	6
50	до сих	8	6
51	же время	2	6
52	том чтобы	2	6
53	но и	9	6
54	все это	11	6
55	широком смысле	2	6
56	в то	6	6
57	его в	5	6
58	с тем	2	6
59	представить себе	2	6
60	вовсе не	2	6
61	как и	9	6
62	сих пор	8	6
63	хотя бы	4	6
64	этот вопрос	2	6
65	культуры как	3	6
66	и это	3	6
67	течением времени	4	5
68	так что	5	5
69	но если	2	5
70	как бы	10	5
71	с течением	4	5
72	в целом	5	5
73	данном случае	3	5
74	другой стороны	5	5
75	одним из	4	5
76	в которых	2	5
77	в них	2	5
78	по своему	5	5
79	на почве	3	5
80	не есть	2	5
81	вместе с	6	5
82	в течение	4	5
83	на вопрос	4	4
84	независимо от	2	4
85	с этой	3	4
86	при том	2	4
87	этом случае	4	4
88	одной стороны	2	4
89	всяком случае	2	4
90	в котором	2	4
91	так или	5	4
92	этот процесс	2	4
93	по отношению	9	4
94	с одной	3	4
95	и что	8	4
96	национальной культуры	7	4
97	а в	3	4
98	одно из	3	4
99	сравнению с	5	4
100	в разных	3	4
101	что он	7	4
102	еще не	5	4
103	отношению к	9	4
104	по сравнению	5	4
105	только что	3	4
106	в виде	4	4
107	и для	6	4
108	или иначе	5	4
109	и то	4	4
110	во всяком	2	4
111	и ее	2	4
112	в себе	5	4
113	и т.д	4	4
114	что это	5	3
115	в частности	2	3
116	в этих	3	3
117	в конце	4	3
118	а потому	5	3
119	к тому	8	3
120	но все	5	3
121	в этой	6	3
122	на этом	2	3
123	что с	5	3
124	при этом	9	3
125	от себя	2	3
126	хотя и	4	3
127	в ней	3	3
128	не вполне	3	3
129	в виду	2	3
130	к нему	2	3
131	и уже	2	3
132	мы видели	2	3
133	на этой	2	3
134	отношение к	4	3
135	из них	5	3
136	на том	2	3
137	в своем	10	3
138	все эти	19	3
139	и других	2	3
140	этой области	4	3
141	заключается в	2	3
142	так же	8	3
143	и на	6	3
144	культуры в	10	3
145	в результате	9	3
146	говорить о	2	3
147	в начале	2	3
148	при помощи	3	3
149	на нее	2	3
150	тогда когда	3	3
151	если бы	8	3
152	к этому	5	3
153	и к	5	3
154	связи с	4	3
155	так чтобы	2	3
156	чем в	3	3
157	том виде	2	3
158	в сущности	2	3
159	гораздо более	2	3
160	что и	7	3
161	что же	2	3
162	как две	2	3
163	но с	2	3
164	в в	4	3
165	может служить	3	3
166	и вообще	3	3
167	как будто	5	3
168	данного народа	6	3
169	в области	4	3
170	же как	3	2
171	это может	2	2
172	должна быть	5	2
173	никогда не	4	2
174	тому что	2	2
175	для этого	7	2
176	целом ряде	3	2
177	чем больше	4	2
178	по тем	2	2
179	в дальнейшем	2	2
180	это есть	4	2
181	что если	3	2
182	что несмотря	2	2
183	и сам	2	2
184	несмотря на	6	2
185	из двух	2	2
186	как сказано	4	2
187	от того	3	2
188	во внимание	2	2
189	в связи	3	2
190	не было	2	2
191	о них	2	2
192	же касается	2	2
193	во втором	2	2
194	к таким	2	2
195	принять во	2	2
196	должно быть	4	2
197	по его	2	2
198	и те	2	2
199	каждый из	3	2
200	и с	5	2
201	и так	2	2
202	с этим	11	2
203	сильнее чем	4	2
204	народов и	6	2
205	конце концов	4	2
206	бы в	3	2
207	так и	10	2
208	к культуре	14	2
209	по этому	2	2
210	следует что	2	2
211	о которых	6	2
212	у нас	3	2
213	по существу	6	2
214	невозможно но	2	2
215	и при	6	2
216	тем более	3	2
217	того же	9	2
218	во всех	10	2
219	что мы	4	2
220	ближе к	3	2
221	мы должны	4	2
222	жизни и	2	2
223	мы уже	4	2
224	том же	4	2
225	этого слова	2	2
226	и до	3	2
227	него в	2	2
228	быть и	5	2
229	тогда как	6	2
230	одной и	2	2
231	из того	4	2
232	и сейчас	4	2
233	о которой	2	2
234	из которых	4	2
235	между ними	2	2
236	с точки	8	2
237	у них	6	2
238	в силу	7	2
239	мы можем	6	2
240	понять что	2	2
241	в другом	2	2
242	если же	3	2
243	идет речь	8	2
244	и истории	5	2
245	одна из	2	2
246	если это	2	2
