N	2gram	Losev_Vlad_1	Marksizm
1	может быть	6	28
2	и в	31	19
3	и не	17	19
4	не может	6	18
5	точки зрения	2	17
6	то же	6	16
7	и его	7	16
8	как мы	9	15
9	в этом	14	15
10	таким образом	3	14
11	лишь в	2	14
12	не только	24	13
13	в нем	4	11
14	вовсе не	5	11
15	не в	5	10
16	но и	19	10
17	том что	14	10
18	так и	6	10
19	для него	7	9
20	при этом	2	9
21	как и	4	9
22	отнюдь не	3	8
23	же время	4	8
24	в то	8	8
25	с его	11	8
26	только в	9	8
27	никогда не	9	7
28	в связи	3	7
29	в том	11	7
30	но в	12	7
31	и для	2	7
32	к тому	3	6
33	ни в	2	6
34	и как	4	6
35	того чтобы	2	6
36	в самом	2	6
37	и все	4	6
38	мы уже	7	6
39	для того	2	6
40	хотя бы	2	6
41	к нему	4	5
42	и на	3	5
43	и здесь	3	5
44	к этому	6	5
45	того же	6	5
46	совершенно не	2	5
47	в его	12	5
48	все же	3	5
49	тем более	2	5
50	в отношении	3	4
51	на то	5	4
52	то что	18	4
53	того что	2	4
54	с ними	2	4
55	сказать что	7	4
56	как раз	7	4
57	что он	12	4
58	было бы	2	4
59	конечно не	2	4
60	для себя	2	4
61	только на	3	4
62	в себе	4	4
63	ничего не	3	4
64	учение о	2	3
65	с другой	3	3
66	и от	5	3
67	да и	4	3
68	здесь мы	3	3
69	в этой	4	3
70	за пределы	3	3
71	в котором	6	3
72	в каком	2	3
73	а в	9	3
74	все эти	3	3
75	не было	5	3
76	в истории	4	3
77	о том	11	3
78	так как	8	3
79	для его	2	3
80	у нас	6	3
81	в качестве	6	3
82	еще не	2	3
83	одной из	2	3
84	он не	10	3
85	и до	2	3
86	что и	5	3
87	в своей	4	3
88	мысли и	4	3
89	только что	2	3
90	той же	2	3
91	и то	10	3
92	во всяком	2	3
93	и это	2	3
94	место в	2	2
95	уже в	7	2
96	что в	14	2
97	в нашем	4	2
98	и философии	2	2
99	на все	2	2
100	его к	2	2
101	в тех	2	2
102	мы знаем	2	2
103	он был	14	2
104	тому же	2	2
105	которой мы	2	2
106	что они	3	2
107	более или	3	2
108	но что	3	2
109	и у	4	2
110	одним из	2	2
111	всяком случае	2	2
112	жизни и	5	2
113	в своем	4	2
114	в особенности	4	2
115	и даже	15	2
116	как на	2	2
117	и с	14	2
118	даже и	9	2
119	он и	6	2
120	к его	3	2
121	но как	5	2
122	в начале	3	2
123	то есть	3	2
124	у него	15	2
125	в жизни	3	2
126	и почти	2	2
127	но не	3	2
128	мы увидим	3	2
129	и о	2	2
130	и потому	6	2
131	и особенно	4	2
132	себя в	4	2
133	или менее	3	2
134	и речи	3	2
135	а с	5	2
136	и он	3	2
137	свидетельствует о	3	2
138	то мы	3	2
139	тем что	2	2
140	в виде	3	2
141	ответ на	2	2
142	от него	2	2
143	это было	6	2
144	вместе с	3	2
