N	2gram	Bakhtin_Fr_8	Myshleni
1	в том	13	28
2	и в	56	28
3	то что	3	28
4	в этом	14	27
5	в развитии	2	24
6	потому что	6	22
7	не может	2	19
8	том что	8	19
9	таким образом	17	18
10	что он	2	18
11	только в	9	18
12	что в	5	17
13	не только	8	16
14	так же	2	15
15	может быть	3	13
16	с помощью	3	13
17	сказать что	3	13
18	точки зрения	6	13
19	и не	9	11
20	как бы	11	11
21	в отношении	5	10
22	как мы	7	10
23	но и	9	10
24	так как	4	10
25	но не	5	10
26	того чтобы	4	10
27	с точки	2	10
28	было бы	2	9
29	в процессе	5	9
30	никогда не	5	8
31	в самом	9	8
32	мы видели	5	8
33	еще не	10	8
34	для того	2	8
35	если бы	2	7
36	в нем	8	7
37	в сущности	8	7
38	в своем	3	7
39	и других	4	7
40	мы видим	6	7
41	он не	5	7
42	вместе с	2	7
43	то же	11	7
44	между ними	2	7
45	там где	3	7
46	в которой	4	7
47	и к	4	6
48	так что	3	6
49	и как	2	6
50	для него	2	6
51	в то	12	6
52	его в	2	6
53	как и	5	6
54	то время	2	6
55	можно сказать	2	6
56	так и	13	6
57	как раз	2	6
58	мы не	2	6
59	в области	5	6
60	это не	2	5
61	в пределах	5	5
62	в свете	4	5
63	языка и	6	5
64	и на	7	5
65	и все	6	5
66	но в	6	5
67	речи и	3	5
68	что все	4	5
69	с тем	2	5
70	того как	2	5
71	в этой	6	5
72	не могли	2	5
73	в частности	7	4
74	в нашем	2	4
75	что на	2	4
76	не в	3	4
77	например в	4	4
78	целый ряд	2	4
79	они не	5	4
80	в качестве	4	4
81	что и	3	4
82	во всех	8	4
83	в той	6	4
84	той же	6	4
85	и то	2	4
86	в себе	4	4
87	слов и	3	3
88	до конца	11	3
89	при этом	4	3
90	связи и	3	3
91	на его	6	3
92	хотя и	2	3
93	в их	3	3
94	в своих	4	3
95	образом в	2	3
96	в основе	4	3
97	и здесь	3	3
98	по своей	4	3
99	бы в	3	3
100	с его	5	3
101	видели что	3	3
102	только не	2	3
103	в них	11	3
104	связи с	6	3
105	до сих	8	3
106	один из	5	3
107	в его	18	3
108	сих пор	8	3
109	а не	2	3
110	и его	12	3
111	ту же	4	3
112	и т.д	3	3
113	казалось бы	3	2
114	и другие	5	2
115	в этих	11	2
116	друг другу	2	2
117	с другой	2	2
118	с этой	2	2
119	это в	2	2
120	прежде всего	6	2
121	но это	2	2
122	и более	4	2
123	самом деле	2	2
124	несмотря на	2	2
125	одним из	5	2
126	себе и	2	2
127	в котором	2	2
128	и др	8	2
129	из них	2	2
130	все это	8	2
131	другой стороны	2	2
132	в связи	3	2
133	все эти	15	2
134	форм и	4	2
135	и наконец	3	2
136	в других	2	2
137	в которых	2	2
138	но он	3	2
139	к его	3	2
140	с ним	2	2
141	у него	7	2
142	на котором	2	2
143	языка в	2	2
144	в одном	2	2
145	интерес к	2	2
146	более того	3	2
147	по своему	8	2
148	мы уже	10	2
149	в своей	2	2
150	все же	2	2
151	языке и	2	2
152	когда он	2	2
153	только на	2	2
154	не на	3	2
155	а в	2	2
156	но с	2	2
157	в значительной	2	2
158	на одном	2	2
159	в данном	2	2
160	к которому	3	2
161	в другом	3	2
162	что они	2	2
163	в совершенно	4	2
