N	2gram	Losev_Dial_2	slovoVRo
1	и в	19	41
2	в нем	10	30
3	и т	17	28
4	т п	2	23
5	могут быть	4	19
6	во всех	2	17
7	но и	12	16
8	и не	30	16
9	точки зрения	12	16
10	не только	19	16
11	а не	16	15
12	то же	12	14
13	может быть	20	14
14	не может	9	14
15	и его	5	14
16	в то	6	14
17	в сущности	2	13
18	же время	5	12
19	как бы	14	12
20	в этом	8	12
21	так и	10	11
22	в узком	2	10
23	в той	3	10
24	той или	4	9
25	таким образом	4	9
26	все эти	2	9
27	себя в	2	9
28	может не	4	8
29	прежде всего	8	8
30	на его	2	8
31	но в	2	8
32	как в	2	8
33	как мы	3	8
34	с точки	8	8
35	или в	2	8
36	не в	8	7
37	и следовательно	5	7
38	с ним	4	7
39	вовсе не	13	7
40	в своей	8	7
41	все же	4	7
42	во всяком	2	7
43	это не	10	6
44	при этом	4	6
45	и даже	14	6
46	а в	4	6
47	только в	5	6
48	с другой	5	5
49	в самом	5	5
50	всяком случае	2	5
51	все это	4	5
52	т д	15	5
53	и к	7	5
54	не на	2	5
55	к нему	4	5
56	перед нами	2	4
57	и от	3	4
58	в каждом	2	4
59	кроме того	3	4
60	и часто	2	4
61	в ней	2	4
62	с ее	2	4
63	в их	2	4
64	за пределы	4	4
65	с одной	2	4
66	и с	5	4
67	в которой	2	4
68	и все	12	4
69	поэзии и	4	4
70	всех этих	3	4
71	не как	2	4
72	как и	10	4
73	в смысле	5	4
74	еще не	4	4
75	и потому	5	4
76	быть и	4	4
77	другой стороны	4	4
78	на мир	2	4
79	ничего не	3	4
80	все его	3	4
81	как только	3	3
82	смысла и	2	3
83	не могут	4	3
84	все время	3	3
85	никогда не	9	3
86	хотя бы	4	3
87	на всю	2	3
88	к тому	2	3
89	в том	14	3
90	более или	2	3
91	нем и	2	3
92	в зависимости	2	3
93	из них	3	3
94	данном случае	2	3
95	в своем	4	3
96	в разных	3	3
97	именно в	2	3
98	форм и	2	3
99	того что	6	3
100	с ними	2	3
101	также и	2	3
102	в результате	2	3
103	не было	3	3
104	в истории	2	3
105	о том	5	3
106	его в	3	3
107	так как	14	3
108	с этим	3	3
109	не должно	2	3
110	бы ни	2	3
111	следовательно в	2	3
112	в себе	15	3
113	зависимости от	2	3
114	она не	8	3
115	и может	6	3
116	было бы	3	3
117	конечно не	6	3
118	он не	4	3
119	бы и	2	3
120	или менее	2	3
121	в данном	3	3
122	и почти	3	3
123	в поэзии	7	3
124	связана с	2	2
125	же как	3	2
126	время и	2	2
127	в частности	2	2
128	тому что	2	2
129	на все	2	2
130	можно сказать	5	2
131	в широком	2	2
132	так что	7	2
133	что они	6	2
134	на этом	2	2
135	например в	2	2
136	и по	4	2
137	в этих	3	2
138	уже не	3	2
139	жизнь в	2	2
140	должно быть	7	2
141	так же	2	2
142	время как	7	2
143	широком смысле	2	2
144	сказать что	10	2
145	потому что	14	2
146	же и	9	2
147	но он	4	2
148	того или	2	2
149	между тем	2	2
150	нисколько не	4	2
151	он может	2	2
152	дело не	2	2
153	в одном	4	2
154	том что	10	2
155	мы видим	2	2
156	но не	6	2
157	по своему	5	2
158	то время	4	2
159	одно и	4	2
160	до сих	2	2
161	мы уже	8	2
162	совершенно не	7	2
163	ни о	2	2
164	даже в	3	2
165	сих пор	2	2
166	в ее	4	2
167	как раз	5	2
168	на самом	2	2
169	если мы	2	2
170	не есть	47	2
171	и то	7	2
172	от этого	3	2
173	различия между	2	2
174	быть только	2	2
175	в виде	2	2
176	в другом	4	2
177	связи с	4	2
178	и вообще	6	2
