N	2gram	Bakhtin_fo_1	SlovoVZh
1	не может	6	16
2	точки зрения	5	14
3	может быть	11	14
4	и его	16	13
5	как бы	2	13
6	таким образом	11	12
7	и в	50	12
8	в нашем	2	11
9	отношению к	5	11
10	по отношению	3	11
11	и не	14	10
12	если бы	5	9
13	так как	6	9
14	прежде всего	15	8
15	для нас	2	7
16	сказать что	3	7
17	в нем	24	6
18	в процессе	4	6
19	при этом	3	6
20	с помощью	2	6
21	в том	9	6
22	только в	4	6
23	слова и	2	6
24	в ней	4	6
25	и др	9	5
26	в жизни	6	5
27	то что	6	5
28	никогда не	2	5
29	а не	3	5
30	то же	11	5
31	хотя бы	2	5
32	как и	8	5
33	том что	4	5
34	отнюдь не	5	5
35	как в	6	5
36	что мы	2	5
37	героя и	7	5
38	и следовательно	4	5
39	но в	10	5
40	в виду	3	5
41	и к	2	4
42	все же	6	4
43	отношение к	2	4
44	жизни и	8	4
45	так и	12	4
46	с другой	2	4
47	уже не	2	4
48	что не	3	4
49	в литературе	16	4
50	как если	2	4
51	не в	5	4
52	в этом	25	4
53	и на	8	4
54	его в	3	4
55	дело в	2	4
56	в самом	8	4
57	и является	2	4
58	не только	9	4
59	в котором	4	3
60	в них	4	3
61	и уже	3	3
62	не к	2	3
63	в своей	2	3
64	в некоторых	2	3
65	быть и	2	3
66	сих пор	3	3
67	все это	4	3
68	и по	2	3
69	и вообще	2	3
70	все эти	9	3
71	ясно что	2	3
72	по себе	2	3
73	но и	8	3
74	того что	2	3
75	и проч	4	3
76	или не	2	3
77	ни в	8	3
78	да и	3	3
79	он должен	2	3
80	так же	6	3
81	мы не	3	3
82	формы и	3	3
83	и с	4	3
84	в каком	2	3
85	и ее	3	3
86	в себе	3	3
87	для него	2	3
88	до сих	3	3
89	в пределах	5	3
90	еще не	5	3
91	только на	3	3
92	и для	4	3
93	конечно не	4	3
94	здесь не	4	3
95	с ним	2	3
96	но для	2	3
97	имеет в	2	3
98	место в	2	2
99	автора и	2	2
100	уже в	2	2
101	частной жизни	23	2
102	с его	9	2
103	что и	3	2
104	слагается из	2	2
105	но все	5	2
106	что в	5	2
107	вместе с	3	2
108	себя и	3	2
109	в этих	3	2
110	между собой	4	2
111	в форме	3	2
112	в своем	4	2
113	но конечно	2	2
114	в отношении	3	2
115	точку зрения	2	2
116	нет ничего	4	2
117	это не	6	2
118	влияние на	4	2
119	и все	6	2
120	и другие	5	2
121	в особенности	9	2
122	тому же	2	2
123	тогда когда	2	2
124	речи в	2	2
125	по природе	2	2
126	с одной	3	2
127	была бы	2	2
128	к этому	3	2
129	те же	2	2
130	на материале	2	2
131	эти моменты	3	2
132	с точки	2	2
133	стороны и	2	2
134	и те	3	2
135	с другими	3	2
136	и дает	3	2
137	для других	4	2
138	более того	3	2
139	в данном	2	2
140	и то	4	2
141	но не	5	2
142	быть только	3	2
143	могут быть	5	2
144	одно и	3	2
145	выражение в	2	2
146	кроме того	4	2
147	до конца	4	2
148	в то	9	2
149	одной стороны	2	2
150	героев и	3	2
151	довлеет себе	2	2
152	на один	2	2
153	имеет место	3	2
154	там где	2	2
155	оно не	2	2
156	в чем	2	2
157	к ним	2	2
158	ничего не	9	2
159	он не	5	2
160	в условиях	7	2
161	в основном	5	2
162	в его	13	2
163	и потому	3	2
164	между ними	3	2
