N	2gram	Vygotskiy__1	DiskursI
1	в себе	4	19
2	при этом	19	17
3	состоит в	3	16
4	в качестве	2	16
5	и в	31	16
6	может быть	22	16
7	как и	16	16
8	в этом	12	16
9	и не	16	15
10	а не	13	14
11	в частности	3	12
12	в отличие	3	12
13	отличие от	4	12
14	то есть	26	12
15	представляет собой	2	11
16	но и	2	11
17	но в	3	11
18	том что	16	10
19	не только	13	10
20	со стороны	4	10
21	так и	3	9
22	не может	17	9
23	в том	30	8
24	как в	9	8
25	не менее	2	7
26	прежде всего	4	7
27	в нем	2	7
28	ни в	9	7
29	но не	3	7
30	отнюдь не	6	6
31	все же	5	6
32	в своей	3	6
33	то же	5	6
34	тем самым	2	6
35	в своих	4	6
36	что в	23	5
37	в своем	3	5
38	с другой	5	5
39	то что	32	5
40	в то	5	5
41	в одном	2	4
42	к этому	4	4
43	одной стороны	6	4
44	как бы	5	4
45	этом отношении	2	4
46	с одной	5	4
47	роль в	3	4
48	потому что	10	4
49	в основе	2	4
50	одно из	2	4
51	точки зрения	15	4
52	в этой	3	4
53	и то	2	4
54	о том	7	4
55	не является	5	4
56	и может	2	3
57	могут быть	11	3
58	в этих	4	3
59	в них	2	3
60	столь же	4	3
61	из виду	2	3
62	из этих	6	3
63	и все	5	3
64	уже не	2	3
65	и как	2	3
66	не в	11	3
67	например в	3	3
68	он не	3	3
69	в его	6	3
70	в котором	4	3
71	к жизни	2	3
72	из них	2	3
73	жизни и	3	3
74	приводит к	2	3
75	не было	3	3
76	иначе говоря	5	3
77	как на	3	3
78	и его	7	3
79	но это	3	3
80	одного и	2	3
81	как будто	5	3
82	только в	14	3
83	его в	2	3
84	одном из	2	3
85	же как	4	2
86	никогда не	8	2
87	у пушкина	3	2
88	и другого	2	2
89	в целом	5	2
90	это в	2	2
91	с таким	11	2
92	стороны и	3	2
93	идет о	2	2
94	что на	3	2
95	что он	7	2
96	всякий раз	8	2
97	такой же	2	2
98	есть в	7	2
99	того же	2	2
100	должна быть	3	2
101	отношение к	2	2
102	о чем	2	2
103	далеко не	2	2
104	на почве	2	2
105	что и	13	2
106	с точки	2	2
107	вместе с	8	2
108	что же	2	2
109	в полном	2	2
110	и состоит	2	2
111	в себя	2	2
112	там же	2	2
113	все это	8	2
114	другой стороны	5	2
115	и для	5	2
116	а в	6	2
117	той же	3	2
118	тому как	7	2
119	совпадает с	4	2
120	в результате	4	2
121	их в	2	2
122	и с	2	2
123	подобно тому	5	2
124	и это	3	2
125	на примере	3	2
126	в области	11	2
127	мы имеем	4	2
128	в лирическом	2	2
129	между тем	4	2
