N	2gram	Bakhtin_Pr_1	Problema
1	то что	8	42
2	вовсе не	2	35
3	то есть	46	33
4	и в	38	32
5	и не	42	31
6	не есть	6	29
7	не менее	4	19
8	в этом	15	19
9	тем не	3	18
10	не только	9	17
11	а не	5	15
12	в виде	2	15
13	в себе	4	15
14	как бы	22	14
15	может быть	26	14
16	у нас	2	14
17	но в	4	14
18	и тем	3	13
19	в нем	15	13
20	сказать что	4	13
21	что в	7	12
22	том что	3	12
23	так и	5	12
24	и т	14	11
25	и даже	3	11
26	также и	3	11
27	о том	4	11
28	то же	5	10
29	прежде всего	13	10
30	отнюдь не	19	10
31	ничего не	6	10
32	но не	12	9
33	в том	8	9
34	но и	9	9
35	и что	2	9
36	же самое	2	9
37	раз и	2	9
38	еще не	7	9
39	того чтобы	2	9
40	в таком	3	9
41	в данном	4	9
42	и это	3	9
43	на то	2	8
44	есть только	2	8
45	данном случае	4	8
46	не может	27	8
47	все эти	5	8
48	и о	5	8
49	и на	3	8
50	было бы	8	8
51	в своей	7	8
52	как нечто	3	8
53	для того	2	8
54	но это	3	8
55	и ее	2	8
56	никогда не	5	7
57	ни в	11	7
58	смысле слова	2	7
59	все это	3	7
60	того что	2	7
61	в них	5	7
62	и все	3	7
63	что он	2	7
64	во всех	11	7
65	как мы	7	7
66	тем что	2	7
67	только в	13	7
68	здесь не	4	7
69	и есть	2	6
70	и как	8	6
71	при этом	5	6
72	в самом	7	6
73	хотя и	3	6
74	в виду	4	6
75	таким образом	10	6
76	это не	5	6
77	и здесь	2	6
78	но как	2	6
79	говорить о	3	6
80	его в	9	6
81	как это	2	6
82	этом смысле	3	6
83	есть не	2	6
84	в то	4	6
85	совершенно не	7	6
86	за пределы	12	6
87	в его	43	6
88	на самом	4	6
89	самом деле	6	6
90	в своем	5	5
91	или иной	2	5
92	можно сказать	2	5
93	а только	2	5
94	не имеют	2	5
95	той или	2	5
96	в котором	2	5
97	мы должны	2	5
98	и которые	2	5
99	не является	3	5
100	связи с	2	5
101	действительности и	3	5
102	далеко не	5	5
103	в других	4	5
104	и весь	2	4
105	не в	7	4
106	в дальнейшем	3	4
107	по поводу	2	4
108	и пр	2	4
109	в их	10	4
110	и только	4	4
111	не было	2	4
112	или в	2	4
113	а в	6	4
114	в истории	2	4
115	если бы	3	4
116	действительности но	2	4
117	и искусства	2	4
118	как в	4	4
119	входит в	8	4
120	тем самым	4	4
121	и для	11	4
122	мы можем	6	4
123	в связи	2	4
124	и вообще	2	4
125	что это	2	3
126	что не	4	3
127	в этих	2	3
128	с другой	7	3
129	что все	2	3
130	случае не	2	3
131	несмотря на	3	3
132	искусства и	3	3
133	хотя бы	4	3
134	другими словами	2	3
135	но она	2	3
136	другой стороны	4	3
137	и его	16	3
138	не больше	3	3
139	что оно	2	3
140	в самой	2	3
141	действительности в	2	3
142	но отнюдь	7	3
143	точки зрения	8	3
144	в искусстве	12	3
145	с ним	5	3
146	помнить что	3	3
147	или как	3	3
148	и во	2	3
149	ясно что	3	3
150	о которых	2	3
151	в ее	4	3
152	как и	7	3
153	в предмете	4	3
154	здесь в	2	3
155	не нужно	5	3
156	мы увидим	3	3
157	сказать и	3	3
158	мы в	3	3
159	он не	3	3
160	себе не	2	3
161	оно не	3	3
162	да и	3	3
163	может и	4	3
164	не на	5	3
165	к нему	10	3
166	с точки	6	3
167	можно было	4	3
168	дело в	2	3
169	в чем	2	3
170	не могут	2	2
171	мы будем	3	2
172	вообще не	7	2
173	чтобы его	2	2
174	есть выражение	2	2
175	его как	3	2
176	кроме того	3	2
177	например в	3	2
178	в него	2	2
179	понять его	4	2
180	здесь нет	2	2
181	то или	2	2
182	этой области	2	2
183	которых мы	4	2
184	не имеет	9	2
185	как такового	3	2
186	должно быть	5	2
187	особенно в	2	2
188	от всех	4	2
189	и с	17	2
190	может иметь	5	2
191	известной степени	4	2
192	к его	2	2
193	того или	2	2
194	и должно	3	2
195	мы имеем	2	2
196	в определенный	2	2
197	между тем	7	2
198	том как	2	2
199	с его	2	2
200	могут быть	5	2
201	он должен	2	2
202	можем говорить	2	2
203	или иного	2	2
204	на первый	2	2
205	по существу	2	2
206	и при	2	2
207	она не	2	2
208	со всеми	3	2
209	есть его	3	2
210	предмета и	2	2
211	и потому	4	2
212	нет и	3	2
213	не будем	3	2
214	мы здесь	4	2
215	как его	3	2
216	с другими	3	2
217	вопроса о	3	2
218	в таких	2	2
219	без всякой	2	2
220	едва ли	3	2
221	в области	11	2
222	не можем	2	2
