N	2gram	Propp_Isto_4	Problema
1	то что	16	38
2	и не	9	37
3	вовсе не	4	37
4	и в	26	35
5	не есть	2	33
6	сказать что	2	24
7	не только	15	24
8	том что	3	19
9	даже и	2	18
10	о том	4	18
11	может быть	14	18
12	у нас	2	18
13	в этом	7	17
14	но и	12	16
15	такого рода	2	15
16	в языке	2	15
17	что мы	3	14
18	только в	3	14
19	не менее	2	13
20	и что	5	13
21	потому что	6	13
22	не может	6	13
23	тем не	2	12
24	в том	3	12
25	того что	2	12
26	хотя бы	2	12
27	что в	14	11
28	так что	2	11
29	не просто	4	11
30	и даже	4	11
31	и с	5	10
32	еще не	6	10
33	а не	6	10
34	в данном	3	10
35	и то	6	10
36	ничего не	5	10
37	для нас	3	9
38	в этой	2	9
39	уже не	5	8
40	было бы	2	8
41	есть только	3	8
42	по себе	2	8
43	все же	9	8
44	при помощи	10	8
45	тут же	2	8
46	этом случае	3	7
47	все эти	3	7
48	не имеет	3	7
49	в его	5	7
50	так и	10	7
51	так как	9	7
52	с другой	4	6
53	другими словами	2	6
54	ни в	2	6
55	но это	3	6
56	о чем	3	6
57	и т	27	6
58	а именно	3	6
59	т д	24	6
60	на то	3	6
61	же самое	2	6
62	относится к	3	6
63	мы можем	6	6
64	в виде	2	6
65	но в	5	6
66	в области	2	6
67	в частности	2	5
68	же это	2	5
69	данном случае	3	5
70	в связи	2	5
71	с этим	2	5
72	так же	18	5
73	и на	2	5
74	и более	3	5
75	и все	2	5
76	как и	7	5
77	связи с	3	5
78	указывает на	4	5
79	то же	8	5
80	как мы	5	5
81	другой стороны	4	5
82	в себе	2	5
83	не могут	2	4
84	и есть	2	4
85	в этих	7	4
86	в своем	2	4
87	что на	2	4
88	и как	5	4
89	есть в	2	4
90	как бы	3	4
91	и тем	2	4
92	что она	3	4
93	все это	2	4
94	и только	5	4
95	таким образом	10	4
96	всякого рода	3	4
97	а в	8	4
98	их в	7	4
99	и здесь	5	4
100	тем что	5	4
101	если бы	2	4
102	или другие	2	4
103	все еще	3	4
104	что он	10	4
105	но не	5	4
106	до сих	5	4
107	сих пор	5	4
108	которой он	2	4
109	уже в	2	3
110	из этих	3	3
111	точно так	5	3
112	вопрос о	4	3
113	но эта	4	3
114	что они	6	3
115	и если	3	3
116	хотя и	2	3
117	мы уже	5	3
118	но мы	3	3
119	то это	5	3
120	в целом	2	3
121	и их	2	3
122	при этом	3	3
123	здесь мы	2	3
124	лишь в	2	3
125	и по	5	3
126	иное как	3	3
127	что иное	3	3
128	в истории	2	3
129	мы должны	5	3
130	его в	9	3
131	с тем	2	3
132	не что	3	3
133	только тогда	3	3
134	это и	5	3
135	одна из	2	3
136	все что	4	3
137	она не	3	3
138	и тот	2	3
139	на том	2	3
140	имеется в	2	3
141	мы здесь	2	3
142	в свете	3	3
143	большей частью	3	3
144	в таких	2	3
145	перед нами	3	2
146	содержит в	2	2
147	основана на	2	2
148	не годится	4	2
149	его от	2	2
150	не в	5	2
151	но все	5	2
152	на нем	5	2
153	из которых	5	2
154	предмета который	2	2
155	входить в	3	2
156	и др	5	2
157	к нему	6	2
158	даже в	4	2
159	эта связь	5	2
160	или в	3	2
161	имеем в	2	2
162	во все	2	2
163	только с	2	2
164	и действительно	3	2
165	бы мы	2	2
166	содержится в	2	2
167	об этом	7	2
168	мы считаем	2	2
169	и при	3	2
170	представляет собой	2	2
171	в тех	4	2
172	в качестве	7	2
173	с этими	2	2
174	конечно не	2	2
175	о двух	2	2
176	он не	7	2
177	а также	3	2
178	что и	9	2
179	вместе с	6	2
180	на него	3	2
181	как нечто	3	2
182	тут и	2	2
183	из трех	3	2
184	на это	2	2
185	никуда не	2	2
186	здесь не	4	2
