N	2gram	Propp_Isto_6	Myshleni
1	в этом	12	29
2	и в	26	26
3	не только	10	24
4	то что	6	24
5	таким образом	12	23
6	представляет собой	2	19
7	в том	12	18
8	и не	10	18
9	том что	10	17
10	потому что	13	16
11	как и	5	15
12	этом случае	6	14
13	того что	2	14
14	так же	2	14
15	так как	18	14
16	как мы	4	14
17	что в	12	12
18	вместе с	8	12
19	и его	7	12
20	но и	9	11
21	не может	6	11
22	что они	2	10
23	что мы	2	9
24	тем что	5	9
25	в себе	3	9
26	же как	3	8
27	то же	5	8
28	что она	3	8
29	сказать что	3	8
30	что он	9	8
31	ее в	6	8
32	тем самым	2	8
33	только в	5	8
34	к тому	2	7
35	представление о	9	7
36	прежде всего	4	7
37	может быть	11	7
38	мы не	6	7
39	и то	3	7
40	вопрос о	3	6
41	нас к	5	6
42	и тем	4	6
43	по отношению	2	6
44	как на	3	6
45	мы должны	2	6
46	как бы	4	6
47	все что	4	6
48	и что	5	6
49	было бы	2	6
50	все эти	8	6
51	все же	8	6
52	а не	2	6
53	что это	2	6
54	с этой	2	5
55	можно сказать	2	5
56	одной стороны	7	5
57	если бы	3	5
58	данном случае	3	5
59	с одной	7	5
60	и с	6	5
61	себе в	4	5
62	как это	5	5
63	с тем	4	5
64	в качестве	3	5
65	она не	3	5
66	отношению к	2	5
67	только что	2	5
68	что этот	2	5
69	в данном	3	5
70	никогда не	13	4
71	что у	2	4
72	с другой	10	4
73	и от	3	4
74	на то	2	4
75	так что	3	4
76	целый ряд	2	4
77	то и	2	4
78	и наконец	3	4
79	в его	5	4
80	о том	7	4
81	но в	7	4
82	о чем	2	4
83	стороны и	2	4
84	еще не	9	4
85	не есть	2	4
86	как в	6	4
87	что оно	4	4
88	должны быть	2	4
89	не в	3	4
90	и только	3	4
91	связана с	3	3
92	и другое	2	3
93	это не	4	3
94	из этих	4	3
95	но это	4	3
96	такой же	3	3
97	на другую	2	3
98	в ней	5	3
99	его с	3	3
100	но мы	2	3
101	мы видели	11	3
102	на котором	3	3
103	мы находим	2	3
104	и по	4	3
105	он не	2	3
106	мы уже	6	3
107	что эти	2	3
108	с ним	8	3
109	с собой	2	3
110	не означает	2	3
111	приводит нас	2	3
112	в то	5	3
113	но не	2	3
114	в одной	2	3
115	до сих	4	3
116	что и	4	3
117	в своей	3	3
118	сих пор	4	3
119	так и	5	3
120	все больше	2	3
121	отличается от	2	3
122	мы видим	5	3
123	мы можем	7	3
124	в этой	2	3
125	перед нами	2	2
126	что между	4	2
127	в этих	2	2
128	никто не	2	2
129	точно так	2	2
130	то время	3	2
131	показывает что	3	2
132	что при	2	2
133	мы знаем	2	2
134	для нас	2	2
135	ни в	2	2
136	больше и	3	2
137	на его	4	2
138	или в	3	2
139	но для	2	2
140	не представляет	2	2
141	один из	3	2
142	приводят к	3	2
143	в нем	8	2
144	показывают что	5	2
145	это мы	2	2
146	и других	3	2
147	время как	3	2
148	эта связь	6	2
149	обе стороны	2	2
150	и больше	2	2
151	не имеет	2	2
152	а в	3	2
153	в своих	3	2
154	в которых	2	2
155	но он	2	2
156	его в	5	2
157	эти три	3	2
158	от нее	2	2
159	с этим	2	2
160	к этому	3	2
161	вовсе не	2	2
162	у нас	5	2
163	об одном	2	2
164	наряду с	3	2
165	относится к	2	2
166	даже в	2	2
167	и до	2	2
168	из этого	3	2
169	что же	2	2
170	того как	3	2
171	должны были	2	2
172	она в	2	2
173	что не	2	2
174	из которых	3	2
175	и он	4	2
176	почти всегда	3	2
177	можно было	2	2
178	во всяком	2	2
179	могут быть	3	2
180	и ее	3	2
181	я могу	2	2
182	ту же	2	2
183	которые в	2	2
184	ничего не	2	2
