N	2gram	Vygotskiy__5	formyVre
1	и в	30	50
2	то есть	13	33
3	в романе	2	32
4	в этом	14	25
5	в нем	7	24
6	человека в	3	17
7	и его	6	16
8	прежде всего	4	15
9	и не	6	14
10	как мы	5	14
11	вовсе не	3	13
12	как раз	13	13
13	в его	4	13
14	по существу	2	12
15	так и	3	12
16	может быть	11	11
17	таким образом	20	11
18	мы уже	6	11
19	то же	7	11
20	и как	7	10
21	времени и	3	10
22	но в	5	10
23	в конце	4	9
24	в том	27	9
25	все эти	2	9
26	в то	2	9
27	не только	16	9
28	с его	2	9
29	ничего не	2	9
30	в самом	14	8
31	и т	7	8
32	но и	6	8
33	и на	3	8
34	как и	6	8
35	того же	2	8
36	жизни и	6	8
37	ни в	3	8
38	т п	3	8
39	героя и	7	7
40	все же	7	6
41	в частности	4	6
42	это не	3	6
43	в их	3	6
44	не может	9	6
45	так же	13	6
46	в результате	4	6
47	так как	9	6
48	у него	3	6
49	с этим	2	6
50	и все	4	6
51	и того	2	6
52	связи с	2	6
53	во всех	2	6
54	то что	37	6
55	в ее	3	6
56	как в	3	6
57	что в	24	5
58	и другие	3	5
59	одного и	2	5
60	не в	8	5
61	и до	2	5
62	время как	2	5
63	в основе	7	5
64	точки зрения	7	5
65	но все	2	5
66	если бы	11	5
67	но не	7	5
68	еще не	5	5
69	он не	3	5
70	того чтобы	20	5
71	для того	20	5
72	могут быть	8	5
73	понятно что	2	4
74	в своем	6	4
75	до конца	2	4
76	и следовательно	2	4
77	в котором	2	4
78	все это	2	4
79	потому что	23	4
80	и с	2	4
81	в ней	4	4
82	между собой	2	4
83	в них	4	4
84	в той	3	4
85	том что	21	4
86	и для	6	4
87	и то	9	4
88	только в	5	4
89	и это	8	4
90	в основу	4	3
91	не могут	3	3
92	себя и	2	3
93	в этих	3	3
94	в отношении	2	3
95	формы и	3	3
96	к тому	8	3
97	с тем	8	3
98	при этом	8	3
99	имеет место	3	3
100	себе и	2	3
101	в виду	4	3
102	и уже	3	3
103	один из	5	3
104	в форме	2	3
105	по отношению	2	3
106	отношения к	2	3
107	этом отношении	3	3
108	с одной	12	3
109	именно в	6	3
110	чем не	2	3
111	а в	4	3
112	сказать что	9	3
113	в одном	2	3
114	а как	2	3
115	был бы	5	3
116	не знает	2	3
117	событий и	2	3
118	к этому	3	3
119	есть не	4	3
120	же в	2	3
121	в качестве	2	3
122	одно и	3	3
123	в сущности	12	3
124	мы говорили	4	3
125	по преимуществу	2	3
126	и потому	5	3
127	что и	3	3
128	романа как	2	3
129	вместе с	12	3
130	сих пор	5	3
131	только на	4	3
132	а не	8	3
133	между ними	2	3
134	искусстве и	3	3
135	мы не	3	3
136	мы видим	8	3
137	в таком	3	3
138	или в	6	3
139	в себе	5	3
140	до сих	5	3
141	уже в	6	2
142	совсем не	2	2
143	самого начала	3	2
144	же как	2	2
145	никогда не	9	2
146	в течение	2	2
147	в нашем	2	2
148	он только	3	2
149	с другой	9	2
150	что все	6	2
151	была бы	3	2
152	вопрос о	3	2
153	или иной	2	2
154	для нас	3	2
155	с самого	3	2
156	в свою	3	2
157	для него	3	2
158	одной стороны	12	2
159	нет в	2	2
160	есть только	2	2
161	в целом	5	2
162	в эпосе	2	2
163	мы находим	2	2
164	с помощью	2	2
165	того что	8	2
166	и даже	2	2
167	рядом с	5	2
168	в которых	2	2
169	но он	3	2
170	той или	2	2
171	во всем	2	2
172	что мы	11	2
173	мы должны	3	2
174	все то	2	2
175	как он	2	2
176	друг к	4	2
177	не является	2	2
178	сравнению с	4	2
179	к другому	2	2
180	он должен	8	2
181	не как	3	2
182	во всякой	2	2
183	ясно что	6	2
184	по себе	7	2
185	стороны и	4	2
186	и к	4	2
187	об этом	3	2
188	в трагедии	15	2
189	одна из	3	2
190	чем в	2	2
191	было бы	5	2
192	по самому	2	2
193	но она	2	2
194	по сравнению	4	2
195	в своей	4	2
196	к другу	4	2
197	как бы	19	2
198	быть и	2	2
199	совершенно не	6	2
200	в центре	2	2
201	в отличие	2	2
202	связь между	2	2
203	если мы	16	2
204	и эта	2	2
205	с точки	2	2
206	хотя бы	3	2
207	в которой	3	2
208	той же	3	2
209	в данном	3	2
210	как она	4	2
211	тем что	6	2
212	в каком	3	2
213	ту же	2	2
214	его на	2	2
215	дело в	2	2
216	там где	4	2
217	отличие от	2	2
