N	2gram	Ircho_Kome_2	StatiiOP
1	и в	26	25
2	в этом	10	24
3	в том	11	20
4	что в	9	19
5	что он	5	19
6	может быть	11	19
7	тем что	3	19
8	что это	4	16
9	том что	9	15
10	в этой	3	14
11	г и	5	12
12	в г	17	12
13	в его	4	12
14	то что	6	12
15	не только	7	12
16	в этих	4	11
17	так что	5	11
18	прежде всего	4	10
19	таким образом	6	10
20	и не	14	10
21	у него	4	9
22	но и	10	9
23	и т	2	8
24	все это	3	8
25	о том	6	8
26	это было	4	8
27	это не	2	7
28	что касается	3	7
29	было бы	8	7
30	с этим	5	7
31	не может	3	7
32	точки зрения	4	7
33	из его	2	7
34	в то	6	7
35	место в	4	6
36	из этих	4	6
37	в конце	2	6
38	не в	2	6
39	только в	4	6
40	как бы	2	6
41	как в	3	6
42	а в	3	6
43	и на	7	6
44	т п	2	6
45	между тем	4	6
46	то же	3	5
47	независимо от	5	5
48	в них	4	5
49	потому что	6	5
50	с другой	2	5
51	ни в	5	5
52	об этом	2	5
53	в котором	3	5
54	и это	2	5
55	ответ на	3	5
56	в речах	2	5
57	он не	2	5
58	так и	12	5
59	мы имеем	2	5
60	но в	3	5
61	с тем	5	4
62	всяком случае	2	4
63	в каждом	3	4
64	этом смысле	2	4
65	как и	4	4
66	в начале	4	4
67	на протяжении	10	4
68	должна была	2	4
69	в качестве	5	4
70	если бы	9	4
71	например в	3	4
72	и к	2	4
73	в ней	3	4
74	в своей	3	4
75	в целом	4	4
76	отношение к	2	4
77	из этого	2	4
78	всего в	2	4
79	не было	3	4
80	в течение	2	4
81	из которых	3	4
82	к нему	3	4
83	и для	4	4
84	и с	5	4
85	время как	2	4
86	во всяком	2	4
87	действующих лиц	5	4
88	все же	4	4
89	в которой	5	4
90	то время	3	4
91	уже в	4	3
92	с его	5	3
93	тому что	4	3
94	в какой	2	3
95	во время	6	3
96	к этому	5	3
97	того времени	3	3
98	же время	3	3
99	с которым	2	3
100	и здесь	6	3
101	он был	2	3
102	с этой	3	3
103	и что	2	3
104	на этом	2	3
105	одной стороны	2	3
106	и если	2	3
107	не является	2	3
108	со стороны	2	3
109	в их	3	3
110	в связи	3	3
111	в в	4	3
112	и его	12	3
113	что для	4	3
114	говорить о	2	3
115	связи с	3	3
116	так как	4	3
117	что по	2	3
118	это слово	4	3
119	все время	2	2
120	не менее	4	2
121	молодой человек	9	2
122	и у	2	2
123	что у	4	2
124	и во	2	2
125	в одной	2	2
126	в духе	2	2
127	вовсе не	2	2
128	и ее	2	2
129	что именно	2	2
130	к тому	12	2
131	как мы	4	2
132	что его	3	2
133	но все	3	2
134	х годов	2	2
135	но не	3	2
136	того же	3	2
137	до сих	2	2
138	своего времени	2	2
139	еще не	6	2
140	в это	2	2
141	одной из	4	2
142	в самом	4	2
143	во всех	3	2
144	одна из	2	2
145	что из	2	2
146	на что	2	2
147	в уста	2	2
148	в виду	2	2
149	речь идет	3	2
150	если в	2	2
151	нет и	2	2
152	один из	5	2
153	в развитии	2	2
154	и за	2	2
155	вместе с	9	2
156	сих пор	2	2
157	важно что	4	2
158	до нас	4	2
159	с одной	2	2
160	от того	2	2
161	мы находим	2	2
162	с самого	2	2
163	для того	5	2
164	той же	3	2
165	мы не	2	2
166	была не	2	2
167	или в	3	2
168	а у	3	2
169	этой комедии	2	2
170	одно из	2	2
171	на это	2	2
172	которые в	2	2
173	с которыми	2	2
174	не имеет	3	2
