N	2gram	Tiupa_Hudo_1	Formalny
1	т е	4	32
2	и не	2	30
3	и в	14	27
4	может быть	5	25
5	не может	7	24
6	так и	13	21
7	и его	5	19
8	в этом	11	18
9	а не	12	17
10	точки зрения	5	16
11	самом деле	5	16
12	в нем	3	15
13	то же	9	15
14	на самом	2	14
15	как и	9	14
16	с точки	3	14
17	не в	7	12
18	если бы	3	12
19	и от	4	11
20	в самом	4	11
21	и т	11	11
22	но и	5	10
23	в действительности	4	9
24	лишь в	3	9
25	как его	3	9
26	не только	12	9
27	что в	6	8
28	ни в	5	8
29	при этом	12	8
30	в пределах	3	8
31	как бы	7	8
32	отнюдь не	3	8
33	и все	4	8
34	то что	8	8
35	как раз	4	8
36	как мы	3	8
37	только в	5	8
38	не менее	5	7
39	в том	12	7
40	же время	8	7
41	все это	2	7
42	потому что	5	7
43	в то	8	7
44	его в	3	7
45	между тем	8	7
46	в его	8	7
47	т д	3	6
48	все эти	3	6
49	в своих	3	6
50	но в	5	6
51	в литературе	3	6
52	что он	9	6
53	еще не	7	6
54	было бы	6	6
55	все же	3	6
56	в своей	10	6
57	и для	3	6
58	никогда не	6	5
59	того чтобы	3	5
60	друг друга	5	5
61	в одной	2	5
62	в ней	4	5
63	в результате	2	5
64	в художественном	2	5
65	но не	3	5
66	и потому	2	5
67	что же	2	5
68	т п	8	5
69	тем что	3	5
70	связи с	4	5
71	так сказать	2	5
72	прежде всего	11	4
73	к тому	7	4
74	мы знаем	2	4
75	да и	2	4
76	до конца	2	4
77	в целом	2	4
78	жизни и	5	4
79	со стороны	3	4
80	в связи	3	4
81	они не	2	4
82	о том	12	4
83	по себе	2	4
84	в ее	3	4
85	том что	16	4
86	она не	4	4
87	как в	8	4
88	только на	2	4
89	мы не	2	4
90	же как	2	3
91	в этих	5	3
92	тому что	4	3
93	столь же	4	3
94	это не	7	3
95	в конце	4	3
96	можно сказать	4	3
97	того что	4	3
98	не о	2	3
99	в него	2	3
100	по отношению	8	3
101	той же	2	3
102	этом отношении	3	3
103	и что	2	3
104	и на	3	3
105	не следует	2	3
106	никак не	2	3
107	и с	4	3
108	романа в	3	3
109	жизни в	6	3
110	на фоне	2	3
111	ясно что	2	3
112	мы уже	4	3
113	о нем	3	3
114	еще в	3	3
115	отношению к	8	3
116	а и	2	3
117	может и	3	3
118	уже не	7	3
119	героя в	2	3
120	в себе	11	3
121	как от	2	3
122	говорить об	2	2
123	такой же	3	2
124	в этой	8	2
125	на этом	3	2
126	в следующей	3	2
127	к другому	4	2
128	из них	4	2
129	что она	4	2
130	жизнью и	2	2
131	в своем	4	2
132	следующей главе	3	2
133	и даже	3	2
134	действующих лиц	2	2
135	уже знаем	2	2
136	как он	2	2
137	том как	3	2
138	поэтому и	2	2
139	художественного восприятия	2	2
140	с его	5	2
141	однако в	2	2
142	превращается в	3	2
143	установкой на	2	2
144	в такой	2	2
145	с ее	2	2
146	говорить о	3	2
147	то в	4	2
148	одна из	2	2
149	от него	3	2
150	ту или	2	2
151	в данной	2	2
152	внутреннего мира	2	2
153	одной из	2	2
154	даже в	3	2
155	тем не	4	2
156	так в	2	2
157	человека в	6	2
158	в таком	3	2
159	слова как	2	2
160	и это	4	2
161	героя и	5	2
162	здесь не	2	2
163	ничего не	8	2
