N	2gram	Propp_Isto_2	Morfolog
1	может быть	17	52
2	и т	19	49
3	т д	18	47
4	и пр	7	40
5	таким образом	7	20
6	в сказке	21	19
7	представляет собой	5	17
8	не может	5	17
9	т е	29	16
10	в этих	11	16
11	могут быть	2	15
12	с этим	5	14
13	этих случаях	10	14
14	и в	15	13
15	в этом	11	13
16	и др	4	12
17	так как	14	12
18	перед нами	2	11
19	мы видим	8	11
20	связи с	8	11
21	видим что	5	10
22	представляют собой	3	10
23	заметить что	2	10
24	прежде всего	5	9
25	этом случае	5	9
26	так и	5	9
27	в связи	5	9
28	из дома	4	9
29	то же	10	9
30	и не	11	9
31	а не	5	9
32	мы имеем	15	9
33	с другой	2	8
34	а затем	2	8
35	по существу	2	8
36	что и	6	8
37	при помощи	2	8
38	вопрос о	4	7
39	в тех	2	7
40	в качестве	3	7
41	в лес	27	7
42	нет необходимости	2	7
43	но если	3	7
44	все же	9	7
45	имеем в	5	7
46	в иное	5	6
47	это не	2	6
48	этот случай	4	6
49	и здесь	9	6
50	в том	6	6
51	но не	2	6
52	а также	2	6
53	а в	12	6
54	во время	2	6
55	иное царство	4	6
56	подобно тому	3	6
57	тому как	3	5
58	здесь можно	5	5
59	и другие	4	5
60	это явление	2	5
61	мы увидим	8	5
62	наряду с	6	5
63	во всех	2	5
64	как бы	6	5
65	не все	2	5
66	один из	8	5
67	то что	12	5
68	или в	2	5
69	потому что	9	5
70	мы не	3	5
71	что в	12	4
72	на котором	2	4
73	раньше чем	3	4
74	очень часто	4	4
75	об этом	11	4
76	увидим ниже	4	4
77	отношению к	3	4
78	было бы	5	4
79	на его	2	4
80	не только	18	4
81	то это	6	4
82	в некоторых	2	4
83	как в	5	4
84	другой стороны	2	4
85	так же	13	4
86	по отношению	3	4
87	показать что	2	4
88	три года	4	4
89	как и	2	4
90	д но	2	4
91	сказки с	2	4
92	то мы	2	4
93	тем что	4	4
94	видно что	6	4
95	могла бы	2	4
96	его в	10	4
97	ничего не	7	4
98	в других	3	4
99	в печь	2	3
100	связана с	6	3
101	в животных	7	3
102	а то	2	3
103	он должен	2	3
104	и вызывает	2	3
105	том что	7	3
106	но все	5	3
107	но это	4	3
108	что они	10	3
109	быть разрешен	2	3
110	кроме того	2	3
111	того чтобы	2	3
112	в сущности	2	3
113	не происходит	3	3
114	момент когда	2	3
115	он не	8	3
116	случай мы	3	3
117	ни в	2	3
118	но и	14	3
119	на него	5	3
120	отправляется в	2	3
121	на самом	2	3
122	самом деле	2	3
123	к чему	2	3
124	и по	2	3
125	к нему	5	3
126	и для	2	3
127	у яги	2	3
128	мы можем	8	3
129	из них	2	3
130	в руки	2	3
131	и ее	2	3
132	мы должны	4	3
133	но в	6	3
134	наших целей	2	2
135	лес и	6	2
136	и более	2	2
137	с тем	9	2
138	в лесу	15	2
139	его и	4	2
140	хотя бы	2	2
141	можно установить	2	2
142	точно так	6	2
143	что эта	2	2
144	этого не	5	2
145	состоит в	2	2
146	таких случаях	2	2
147	что он	24	2
148	имеется в	2	2
149	таких случаев	4	2
150	в нее	2	2
151	совершается в	2	2
152	только в	6	2
153	есть и	2	2
154	когда герой	2	2
155	одной стороны	3	2
156	у нее	4	2
157	но есть	2	2
158	одной из	4	2
159	мы уже	6	2
160	или на	4	2
161	превращаться в	3	2
162	см ниже	2	2
163	же можно	3	2
164	себя и	2	2
165	в таких	2	2
166	герой в	3	2
167	здесь имеется	2	2
168	для наших	2	2
169	и только	2	2
170	а с	2	2
171	с одной	4	2
172	все эти	4	2
173	же происходит	2	2
174	и что	6	2
175	к себе	2	2
176	того что	3	2
177	этим же	2	2
178	право на	3	2
179	и его	3	2
180	можно было	5	2
181	бы составить	2	2
182	в другом	9	2
183	не знает	2	2
184	что мы	3	2
185	о том	3	2
186	что эти	4	2
187	здесь не	2	2
188	одна из	2	2
189	сказать что	2	2
190	как это	3	2
