N	2gram	Vygotskiy__3	Istorich
1	и в	25	24
2	что он	6	21
3	не только	6	21
4	может быть	13	14
5	не может	6	14
6	в этих	2	13
7	что в	17	13
8	мы имеем	4	12
9	как в	9	12
10	в этом	14	12
11	и здесь	2	12
12	но и	4	11
13	том что	20	10
14	а в	4	10
15	и что	10	10
16	мы видим	3	10
17	с другой	6	9
18	не в	6	9
19	все же	6	9
20	о том	5	9
21	потому что	6	9
22	показывает что	8	8
23	еще не	4	8
24	что и	10	8
25	все это	6	8
26	другой стороны	3	8
27	то же	2	8
28	или в	2	8
29	так как	12	8
30	один из	6	7
31	в том	23	7
32	мы видели	6	7
33	одна из	2	7
34	то что	15	7
35	вместе с	14	7
36	эти задачи	2	7
37	таким образом	17	7
38	тем что	8	6
39	всех этих	2	6
40	с этой	3	6
41	об этом	2	6
42	для нас	2	6
43	как и	15	6
44	так же	17	6
45	но не	6	6
46	мы увидим	4	6
47	в нем	2	6
48	показывают что	5	6
49	он не	4	6
50	и все	4	6
51	того что	10	6
52	только в	10	6
53	как он	3	6
54	что это	5	6
55	не менее	6	5
56	в тех	2	5
57	одной стороны	5	5
58	так и	5	5
59	с одной	5	5
60	что она	5	5
61	здесь мы	2	5
62	в чем	2	5
63	с ним	4	5
64	там где	4	5
65	что задача	2	4
66	никогда не	4	4
67	представления о	2	4
68	тем не	5	4
69	но все	2	4
70	представляет собой	6	4
71	при этом	5	4
72	есть и	2	4
73	мы уже	5	4
74	же как	6	4
75	как бы	10	4
76	то и	4	4
77	и не	10	4
78	совершенно ясно	2	4
79	мы не	9	4
80	точки зрения	6	4
81	мы должны	6	4
82	на первый	2	4
83	мы можем	7	4
84	уже в	7	3
85	с его	2	3
86	не столько	4	3
87	в качестве	12	3
88	в них	2	3
89	вступает в	2	3
90	но они	2	3
91	тогда когда	4	3
92	раньше чем	2	3
93	на то	4	3
94	так что	2	3
95	что они	10	3
96	этой задачи	2	3
97	эта форма	3	3
98	его в	3	3
99	когда он	3	3
100	с ней	3	3
101	в свете	2	3
102	задачи и	5	3
103	как мы	8	3
104	этой точки	2	3
105	и по	5	3
106	и его	2	3
107	приходит к	6	3
108	но это	5	3
109	хотя и	2	3
110	из этих	4	3
111	связи с	9	3
112	что мы	7	3
113	того как	3	3
114	перед нами	10	2
115	не будет	2	2
116	в прямой	2	2
117	но по	2	2
118	по этому	3	2
119	тому что	2	2
120	не стоит	2	2
121	того же	6	2
122	и от	2	2
123	только после	2	2
124	к этому	3	2
125	прежде всего	4	2
126	не могут	4	2
127	не можем	3	2
128	в то	4	2
129	мы знаем	4	2
130	ни в	9	2
131	это значит	4	2
132	в силу	6	2
133	связаны с	3	2
134	задачи мы	2	2
135	но тем	2	2
136	связанные с	2	2
137	то время	4	2
138	тот же	2	2
139	было бы	10	2
140	на его	2	2
141	в самом	3	2
142	и эта	2	2
143	нас к	2	2
144	это обстоятельство	3	2
145	в основном	6	2
146	в котором	3	2
147	если в	3	2
148	на себя	2	2
149	этом и	2	2
150	от всех	2	2
151	на том	3	2
152	связь с	3	2
153	отличается от	3	2
154	вытекает из	2	2
155	им в	3	2
156	в связи	6	2
157	уже не	2	2
158	нами в	2	2
159	и у	6	2
160	на этот	2	2
161	это положение	2	2
162	друг друга	4	2
163	как это	7	2
164	время как	4	2
165	что по	2	2
166	связи со	2	2
167	которые не	4	2
168	сказать что	4	2
169	в основе	16	2
170	из них	4	2
171	с этим	4	2
172	и на	6	2
173	этот вопрос	3	2
174	во всем	3	2
175	и другое	5	2
176	в один	2	2
177	что эти	3	2
178	все эти	7	2
179	и это	4	2
