N	2gram	Propp_Isto_6	formyVre
1	и в	26	46
2	в этом	12	22
3	прежде всего	4	14
4	и т	10	14
5	вовсе не	2	13
6	и его	7	12
7	только в	5	11
8	смерти в	2	11
9	не только	10	11
10	в том	12	10
11	как бы	4	10
12	но в	7	10
13	у него	7	9
14	не в	3	9
15	мы уже	6	9
16	мира и	2	9
17	вместе с	8	9
18	но и	9	9
19	и не	10	9
20	смерть и	2	8
21	как и	5	8
22	в его	5	8
23	жизни и	2	8
24	то же	5	8
25	потому что	13	8
26	в них	3	7
27	в одном	3	7
28	может быть	11	7
29	то что	6	7
30	так и	5	7
31	и на	12	7
32	никогда не	13	6
33	при этом	3	6
34	как мы	4	6
35	еще не	9	6
36	его в	5	6
37	все же	8	6
38	человека в	2	6
39	и наконец	3	6
40	так как	18	6
41	и с	6	6
42	в частности	3	5
43	в своем	2	5
44	с этим	2	5
45	в то	5	5
46	но не	2	5
47	в греческом	2	5
48	он не	2	5
49	и др	2	5
50	в нем	8	5
51	что в	12	5
52	все эти	8	5
53	тела и	2	5
54	с этой	2	4
55	из этих	4	4
56	в образе	10	4
57	с ним	8	4
58	том что	10	4
59	так что	3	4
60	что они	2	4
61	есть и	4	4
62	как в	6	4
63	смерти и	2	4
64	а не	2	4
65	и он	4	4
66	их в	3	4
67	к себе	2	4
68	в себе	3	4
69	о том	7	4
70	не было	3	3
71	о чем	2	3
72	того же	2	3
73	та же	3	3
74	к этому	3	3
75	по всему	2	3
76	к тому	2	3
77	на первый	3	3
78	что он	9	3
79	самое время	2	3
80	и как	2	3
81	как у	2	3
82	в качестве	3	3
83	кроме того	3	3
84	том как	3	3
85	в это	4	3
86	а также	4	3
87	что и	4	3
88	ее в	6	3
89	еще нет	4	3
90	но эти	2	3
91	в форме	2	3
92	целый ряд	2	3
93	т д	8	3
94	и другие	3	3
95	таким образом	12	3
96	и они	2	3
97	уже не	7	3
98	здесь мы	4	3
99	того что	2	3
100	и по	4	3
101	а в	3	3
102	в которых	2	3
103	тем что	5	3
104	имеем в	4	3
105	здесь еще	4	3
106	в этих	2	3
107	на небе	5	2
108	в фольклоре	2	2
109	а потом	2	2
110	на котором	3	2
111	с другой	10	2
112	и других	3	2
113	это не	4	2
114	в одной	2	2
115	но здесь	4	2
116	представление о	9	2
117	первый план	2	2
118	ее к	3	2
119	очень часто	5	2
120	можно сказать	2	2
121	он был	2	2
122	у нас	5	2
123	мы видим	5	2
124	в этой	2	2
125	с тем	4	2
126	больше и	3	2
127	все что	4	2
128	она не	3	2
129	было бы	2	2
130	наряду с	3	2
131	царстве мертвых	2	2
132	один из	3	2
133	сих пор	4	2
134	мы видели	11	2
135	после этого	4	2
136	этом случае	6	2
137	в некоторых	2	2
138	на землю	4	2
139	и до	2	2
140	борьбе с	2	2
141	не может	6	2
142	здесь не	2	2
143	и только	3	2
144	на земле	4	2
145	с одной	7	2
146	в царстве	2	2
147	и вот	3	2
148	так же	2	2
149	как на	3	2
150	представлений о	7	2
151	у них	4	2
152	почти всегда	3	2
153	о смерти	9	2
154	в данном	3	2
155	но это	4	2
156	людей и	2	2
157	от этого	3	2
158	и от	3	2
159	мы имеем	14	2
160	могут быть	3	2
161	но он	2	2
162	что здесь	3	2
163	ту же	2	2
164	него и	3	2
165	под землей	4	2
166	далеко не	3	2
167	как он	6	2
168	и это	8	2
169	там где	5	2
170	с рождением	2	2
171	как это	5	2
172	во всяком	2	2
173	в последнем	2	2
174	значит что	2	2
175	до сих	4	2
