N	2gram	Savitsky_E_1	FransuaR
1	и в	37	56
2	то есть	6	24
3	в его	2	18
4	таким образом	2	17
5	в этом	12	14
6	в том	11	13
7	так и	10	13
8	в то	16	12
9	в этих	2	11
10	как бы	6	11
11	в них	3	11
12	то же	15	11
13	же время	14	10
14	только в	9	9
15	в самом	4	9
16	но и	14	9
17	и не	14	9
18	том что	6	8
19	по своему	7	8
20	не только	18	8
21	во всех	6	8
22	и даже	6	8
23	и с	2	8
24	в частности	5	7
25	в большинстве	2	7
26	как мы	5	7
27	и на	6	7
28	прежде всего	9	6
29	вовсе не	6	6
30	в ее	8	6
31	мы видим	2	6
32	в этой	2	6
33	в той	5	6
34	потому что	3	6
35	точки зрения	23	6
36	и все	2	6
37	большинстве случаев	3	6
38	но в	14	6
39	но не	5	5
40	никогда не	3	5
41	в отношении	32	5
42	в пределах	25	5
43	как и	7	5
44	он не	2	5
45	мы видели	3	5
46	в процессе	4	5
47	что в	21	5
48	в результате	3	5
49	такой же	2	5
50	в области	11	5
51	что все	2	4
52	и более	2	4
53	что это	2	4
54	в себе	9	4
55	в качестве	14	4
56	и к	3	4
57	в ней	4	4
58	и потому	5	4
59	даже в	4	4
60	с одной	8	4
61	и других	2	4
62	того чтобы	6	4
63	в своих	2	4
64	о том	3	4
65	по своей	2	4
66	так как	7	4
67	но по	2	4
68	в своем	14	3
69	идеологии и	2	3
70	главным образом	2	3
71	может быть	6	3
72	меньшей степени	2	3
73	в некоторых	2	3
74	одной из	5	3
75	а также	7	3
76	что и	3	3
77	то что	6	3
78	время в	3	3
79	в их	11	3
80	не на	4	3
81	на них	2	3
82	там где	3	3
83	и наконец	2	3
84	не в	5	3
85	сказать что	4	3
86	между тем	8	3
87	во все	3	3
88	бы в	2	3
89	в известном	3	2
90	если бы	2	2
91	в виде	5	2
92	с другой	7	2
93	и во	2	2
94	в других	2	2
95	в одном	2	2
96	для понимания	2	2
97	бы и	3	2
98	можно сказать	4	2
99	ни было	4	2
100	и еще	2	2
101	говорит о	3	2
102	и как	2	2
103	из всех	3	2
104	одной стороны	8	2
105	было бы	8	2
106	из них	3	2
107	несмотря на	4	2
108	своему характеру	2	2
109	а в	2	2
110	и эта	2	2
111	по преимуществу	2	2
112	к ним	3	2
113	хотя и	2	2
114	между ними	2	2
115	что на	2	2
116	в котором	2	2
117	точка зрения	2	2
118	в развитии	2	2
119	в своей	8	2
120	в мире	2	2
121	когда он	3	2
122	вместе с	2	2
123	данном случае	2	2
124	другой стороны	2	2
125	во всей	2	2
126	целый ряд	2	2
127	так же	9	2
128	не может	9	2
129	в каком	4	2
130	то ни	4	2
131	культуры и	2	2
132	и некоторые	3	2
133	в значительной	2	2
134	а не	2	2
135	для того	6	2
136	к нему	2	2
137	и для	3	2
138	с точки	17	2
139	бы то	4	2
140	мы не	4	2
141	в данном	3	2
142	и то	2	2
143	с этой	6	2
144	также и	7	2
145	в которых	3	2
146	но с	2	2
147	культуры в	4	2
148	той или	4	2
149	начиная с	2	2
150	далеко не	2	2
151	что эти	2	2
152	дело в	3	2
153	с тем	3	2
154	мира и	3	2
155	отметить что	3	2
156	в эту	2	2
157	во многом	2	2
