N	2gram	Medvedev_V_1	Myshleni
1	в том	15	28
2	и в	26	28
3	то что	6	28
4	в этом	26	27
5	того что	3	24
6	не может	17	19
7	том что	8	19
8	таким образом	31	18
9	что он	4	18
10	только в	7	18
11	что в	10	17
12	в силу	11	17
13	не только	25	16
14	так же	3	15
15	может быть	22	13
16	сказать что	5	13
17	точки зрения	3	13
18	в сфере	2	12
19	тому что	6	11
20	и не	19	11
21	как бы	5	11
22	что мы	2	11
23	к тому	4	10
24	но и	10	10
25	от того	2	10
26	по отношению	7	10
27	но не	2	10
28	отношению к	7	10
29	того чтобы	3	10
30	было бы	7	9
31	в процессе	16	9
32	никогда не	4	8
33	в самом	4	8
34	мы видели	3	8
35	еще не	2	8
36	для того	3	8
37	если бы	3	7
38	в нем	6	7
39	в своем	8	7
40	заключается в	2	7
41	что оно	3	7
42	как известно	2	7
43	он не	2	7
44	вместе с	7	7
45	то же	10	7
46	между ними	3	7
47	можно было	2	7
48	в которой	2	7
49	и к	3	6
50	же как	2	6
51	и как	3	6
52	для него	8	6
53	в то	6	6
54	же самое	2	6
55	тогда когда	2	6
56	его в	3	6
57	как и	7	6
58	можно сказать	4	6
59	так и	5	6
60	приводит к	5	6
61	как раз	3	6
62	в чем	2	6
63	в области	2	6
64	не могут	7	5
65	это не	7	5
66	в пределах	5	5
67	но в	2	5
68	что все	3	5
69	с тем	3	5
70	думается что	4	5
71	в зависимости	6	5
72	зависимости от	5	5
73	том же	6	5
74	мышления в	2	5
75	могут быть	5	5
76	в этой	4	5
77	именно в	2	4
78	в частности	11	4
79	мы знаем	3	4
80	не в	6	4
81	например в	3	4
82	с этим	3	4
83	они не	2	4
84	на основе	5	4
85	мы имеем	3	4
86	в сознании	4	4
87	знаем что	2	4
88	в качестве	11	4
89	что при	2	4
90	силу чего	2	4
91	относится к	2	4
92	что и	3	4
93	во всех	6	4
94	в себе	6	4
95	которые в	2	4
96	зависит от	2	3
97	из этих	7	3
98	в каждом	2	3
99	это мы	3	3
100	как это	12	3
101	очевидно что	7	3
102	отличается от	2	3
103	в нашей	4	3
104	хотя и	2	3
105	в целом	4	3
106	в их	5	3
107	как на	3	3
108	этом отношении	13	3
109	в системе	2	3
110	и по	3	3
111	опыта и	3	3
112	в своих	2	3
113	образом в	3	3
114	но как	3	3
115	только то	2	3
116	одном и	2	3
117	бы в	3	3
118	в плане	5	3
119	с его	3	3
120	видели что	3	3
121	только не	2	3
122	в них	4	3
123	представить себе	2	3
124	по себе	2	3
125	это и	6	3
126	связи с	4	3
127	не по	2	3
128	один из	5	3
129	в его	14	3
130	а не	7	3
131	что такое	2	3
132	и его	6	3
133	этот вопрос	3	3
134	восприятия и	2	3
135	ту же	2	3
136	не менее	2	2
137	на вопрос	2	2
138	он сам	2	2
139	всего сказанного	2	2
140	с другой	11	2
141	в конце	3	2
142	прежде всего	13	2
143	является не	4	2
144	в пользу	2	2
145	одним из	5	2
146	и от	3	2
147	себе и	2	2
148	в котором	3	2
149	и др	9	2
150	из них	9	2
151	нам остается	2	2
152	все это	10	2
153	другой стороны	8	2
154	в связи	3	2
155	все эти	6	2
156	этой области	3	2
157	и наконец	2	2
158	с ними	4	2
159	в которых	3	2
160	установить в	2	2
161	действительность в	2	2
162	к его	2	2
163	что у	2	2
164	том как	3	2
165	с более	2	2
166	у него	6	2
167	и непосредственно	2	2
168	он может	2	2
169	в одном	4	2
170	у нас	2	2
171	по существу	3	2
172	она не	3	2
173	в своей	4	2
174	могут не	2	2
175	все же	5	2
176	когда он	3	2
177	каждой из	2	2
178	ее в	4	2
179	а в	3	2
180	но с	2	2
181	в значительной	3	2
182	только что	4	2
183	вот почему	4	2
184	у них	2	2
185	и обобщения	2	2
186	с другими	2	2
187	и том	2	2
188	моментов в	3	2
189	в другом	2	2
190	что они	3	2
191	значительной мере	3	2
