N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	56
2	то есть	40	24
3	в романе	6	21
4	в его	9	18
5	таким образом	4	17
6	все эти	4	15
7	в этом	16	14
8	в том	9	13
9	так и	4	13
10	у рабле	2	13
11	и его	6	12
12	в то	5	12
13	в этих	4	11
14	до конца	4	11
15	как бы	19	11
16	и т.п	14	11
17	то же	6	11
18	же время	5	10
19	еще не	7	10
20	мы уже	3	10
21	и до	3	10
22	только в	6	9
23	в самом	9	9
24	но и	12	9
25	и не	27	9
26	том что	4	8
27	в сущности	7	8
28	не только	14	8
29	в нем	17	8
30	во всех	5	8
31	сих пор	8	8
32	и их	3	8
33	все это	6	8
34	и даже	3	8
35	до сих	8	8
36	и с	7	8
37	у него	5	7
38	в большинстве	9	7
39	как мы	12	7
40	и на	11	7
41	прежде всего	9	6
42	вовсе не	9	6
43	в этой	3	6
44	языка и	2	6
45	в той	3	6
46	той же	3	6
47	потому что	4	6
48	точки зрения	11	6
49	и все	9	6
50	большинстве случаев	8	6
51	но в	6	6
52	но не	4	5
53	с его	5	5
54	никогда не	6	5
55	в отношении	3	5
56	в пределах	10	5
57	в условиях	3	5
58	с ее	3	5
59	как и	12	5
60	есть и	2	5
61	и другие	3	5
62	одним из	3	5
63	он не	4	5
64	своего рода	4	5
65	в процессе	4	5
66	что в	4	5
67	не было	2	5
68	в результате	2	5
69	такой же	3	5
70	они не	2	5
71	так сказать	5	5
72	времени и	2	4
73	в духе	2	4
74	переходим к	2	4
75	в себе	7	4
76	например в	4	4
77	и к	9	4
78	конечно не	8	4
79	за пределы	5	4
80	и несколько	3	4
81	при этом	5	4
82	и других	4	4
83	их в	3	4
84	во всем	4	4
85	ту же	2	4
86	о том	5	4
87	по своей	3	4
88	так как	5	4
89	одна из	2	4
90	том числе	4	3
91	перед нами	12	3
92	в своем	3	3
93	или меньшей	2	3
94	и здесь	4	3
95	так что	2	3
96	слов и	3	3
97	более того	3	3
98	большей или	2	3
99	в большей	2	3
100	здесь в	2	3
101	кроме того	4	3
102	в первой	2	3
103	может быть	23	3
104	меньшей степени	2	3
105	и о	3	3
106	здесь нет	3	3
107	что и	3	3
108	то что	4	3
109	образом и	3	3
110	в их	4	3
111	еще и	4	3
112	там где	2	3
113	мы находим	5	3
114	с помощью	3	3
115	уже не	4	3
116	и наконец	4	3
117	не в	10	3
118	рядом с	5	3
119	здесь с	2	3
120	конечно и	3	3
121	сказать что	2	3
122	между тем	2	3
123	речи и	5	3
124	но он	3	3
125	в другом	2	3
126	и т.д	3	3
127	его к	2	3
128	слова и	7	3
129	этот смех	2	3
130	бы в	3	3
131	себя на	2	2
132	если бы	3	2
133	отчасти и	2	2
134	о себе	5	2
135	в речи	3	2
136	с другой	3	2
137	это не	5	2
138	уже в	4	2
139	не как	3	2
140	и во	3	2
141	в других	2	2
142	в одном	11	2
143	человека и	3	2
144	для понимания	2	2
145	что он	6	2
146	бы и	2	2
147	можно сказать	4	2
148	точек зрения	4	2
149	ни в	6	2
150	узком смысле	2	2
151	и как	2	2
152	но это	6	2
153	в узком	2	2
154	числе и	3	2
155	для него	2	2
156	на площади	5	2
157	было бы	3	2
158	и сам	5	2
159	себе и	3	2
160	а в	2	2
161	в центре	3	2
162	к ним	4	2
163	хотя и	6	2
164	вернемся к	2	2
165	между ними	10	2
166	в котором	5	2
167	все же	4	2
168	в своей	3	2
169	в мире	3	2
170	когда он	2	2
171	его как	2	2
172	вот как	2	2
173	вместе с	2	2
174	самом деле	4	2
175	совершаются в	3	2
176	или менее	3	2
177	только на	3	2
178	но дело	2	2
179	другой стороны	3	2
180	целый ряд	2	2
181	так же	3	2
182	как раз	7	2
183	не может	19	2
184	того как	2	2
185	а не	11	2
186	устной речи	3	2
187	с собой	3	2
188	к нему	5	2
189	и для	3	2
190	с точки	9	2
191	в слове	3	2
192	мы не	4	2
193	в данном	2	2
194	и совершенно	2	2
195	людей и	4	2
196	также и	3	2
197	в которых	2	2
198	и при	3	2
199	но с	2	2
200	языка в	2	2
201	он и	4	2
202	той или	2	2
203	далеко не	3	2
204	почти до	2	2
205	дело в	3	2
206	с ним	2	2
207	более или	3	2
208	не могли	2	2
