N	2gram	Vygotskiy__2	Analitik
1	не только	15	22
2	и в	15	18
3	как и	6	14
4	так и	8	14
5	в этом	19	14
6	но и	10	13
7	и его	4	13
8	в частности	6	12
9	том что	27	12
10	в качестве	4	12
11	и не	7	12
12	при этом	3	11
13	а в	4	10
14	как бы	7	10
15	может быть	9	9
16	со стороны	3	9
17	что в	14	9
18	а не	3	9
19	в том	33	9
20	с его	4	8
21	в первой	2	8
22	и даже	5	8
23	с другой	6	7
24	но не	3	7
25	в его	2	7
26	отношению к	5	7
27	как раз	4	7
28	по отношению	6	7
29	к тому	7	6
30	не в	8	6
31	в начале	4	6
32	для него	3	6
33	в этой	6	6
34	он не	7	6
35	и самого	2	6
36	в их	2	6
37	о том	9	6
38	никогда не	8	5
39	не является	9	5
40	прежде всего	4	5
41	или иной	2	5
42	того же	3	5
43	в самом	11	5
44	что и	2	5
45	и т.п	7	5
46	в сущности	9	5
47	лишь в	3	5
48	той же	2	5
49	в результате	3	5
50	мы имеем	3	5
51	представляет собой	2	5
52	перед нами	2	4
53	отнюдь не	2	4
54	в своем	9	4
55	столь же	2	4
56	в одном	2	4
57	состоит в	3	4
58	по себе	7	4
59	что он	12	4
60	можно сказать	2	4
61	и к	6	4
62	и как	2	4
63	и сам	3	4
64	все же	4	4
65	принадлежит к	2	4
66	приводит к	5	4
67	таким образом	14	4
68	тем самым	3	4
69	по пути	2	4
70	в данном	3	4
71	уже в	5	3
72	однако и	2	3
73	были бы	2	3
74	из этих	4	3
75	к этому	4	3
76	что они	3	3
77	было бы	10	3
78	указывает на	2	3
79	с их	2	3
80	по поводу	4	3
81	той или	2	3
82	с ее	2	3
83	как говорит	2	3
84	в целом	10	3
85	данном случае	3	3
86	как в	4	3
87	все это	4	3
88	который в	4	3
89	то же	5	3
90	этом отношении	3	3
91	именно в	2	3
92	мы не	10	3
93	ничего не	3	3
94	здесь и	3	3
95	с этим	3	3
96	точки зрения	26	3
97	подобно тому	2	3
98	говорить о	2	3
99	во всем	2	3
100	роли в	2	3
101	едва ли	7	3
102	как это	6	3
103	сама по	2	2
104	в противоположность	2	2
105	бы и	3	2
106	могут быть	2	2
107	для всех	4	2
108	говоря словами	2	2
109	все эти	3	2
110	конечном счете	4	2
111	в них	4	2
112	это не	5	2
113	как уже	2	2
114	и ее	3	2
115	несмотря на	4	2
116	о которых	3	2
117	возникает в	2	2
118	мира и	2	2
119	очевидно что	3	2
120	подход к	2	2
121	одной стороны	7	2
122	в общем	3	2
123	могли бы	4	2
124	иначе говоря	2	2
125	и той	2	2
126	об этом	3	2
127	в конечном	4	2
128	от его	4	2
129	о своих	2	2
130	а также	2	2
131	всяком случае	6	2
132	по своей	6	2
133	даже в	4	2
134	то что	20	2
135	когда он	3	2
136	во всех	2	2
137	вместе с	6	2
138	что она	3	2
139	связь с	2	2
140	не может	9	2
141	в отличие	3	2
142	с одной	7	2
143	но с	2	2
144	те же	3	2
145	в себя	2	2
146	самом деле	6	2
147	с точки	18	2
148	и по	3	2
149	и для	2	2
150	тому как	2	2
151	сказать что	6	2
152	во всяком	7	2
153	мы можем	10	2
154	тем что	2	2
155	в себе	2	2
156	что мы	9	2
157	только в	4	2
158	на эту	2	2
159	и т.д	12	2
160	указание на	4	2
161	этого слова	3	2
162	и все	3	2
163	там где	6	2
164	отличие от	3	2
165	но в	6	2
