N	2gram	Propp_Isto_7	Dialekti
1	т е	16	48
2	и не	4	27
3	а не	8	26
4	точки зрения	4	25
5	это значит	2	24
6	и в	24	24
7	и т	17	24
8	не только	21	23
9	т д	16	23
10	что такое	2	21
11	не может	14	19
12	не просто	2	18
13	ничего не	5	17
14	и что	10	15
15	то что	7	14
16	может быть	14	13
17	таким образом	7	13
18	и даже	3	13
19	в мифе	2	13
20	что он	21	13
21	вовсе не	4	13
22	что это	6	12
23	того что	6	12
24	есть и	4	12
25	не менее	5	11
26	не имеет	4	11
27	тем не	4	10
28	ни в	2	9
29	то это	5	9
30	но и	11	9
31	что она	5	9
32	прежде всего	2	8
33	так что	3	8
34	отличается от	2	8
35	что мы	3	8
36	том что	10	8
37	в этом	12	8
38	что в	13	7
39	никогда не	4	7
40	и нет	2	7
41	в самом	2	7
42	другими словами	2	7
43	в особенности	2	7
44	потому что	9	7
45	как и	6	7
46	только на	2	7
47	ничем не	2	7
48	кроме того	3	6
49	все это	8	6
50	о том	9	6
51	так как	8	6
52	превращается в	3	6
53	и все	6	6
54	об этом	6	6
55	что и	8	6
56	то же	8	6
57	с этой	6	5
58	от отца	4	5
59	в том	7	5
60	что его	2	5
61	но это	3	5
62	хотя и	3	5
63	и его	3	5
64	в то	2	5
65	как это	2	5
66	в них	3	5
67	вопрос о	3	5
68	тогда когда	3	5
69	было бы	2	5
70	он не	6	5
71	так и	5	5
72	уже не	2	5
73	что не	2	5
74	мы не	4	5
75	только в	6	5
76	тому что	2	4
77	с другой	9	4
78	это не	10	4
79	не могут	2	4
80	то время	2	4
81	так же	6	4
82	время как	2	4
83	сказать что	2	4
84	на первый	4	4
85	конечно не	2	4
86	говорит о	2	4
87	в чем	5	4
88	е в	2	4
89	и это	2	4
90	из самых	2	3
91	перед нами	2	3
92	все же	9	3
93	в одной	2	3
94	и от	2	3
95	мы знаем	2	3
96	не в	9	3
97	она не	2	3
98	одной стороны	5	3
99	в основе	2	3
100	тем более	2	3
101	в нем	6	3
102	из них	2	3
103	то и	4	3
104	с одной	5	3
105	все эти	2	3
106	того кто	2	3
107	друг друга	2	3
108	и на	2	3
109	с этим	2	3
110	мы уже	4	3
111	во всем	2	3
112	при помощи	3	3
113	тем что	6	3
114	есть еще	2	3
115	на себя	2	3
116	в силу	2	3
117	только о	2	3
118	на то	3	3
119	одна из	7	3
120	и о	2	3
121	не будет	2	3
122	как бы	4	3
123	если не	4	3
124	имеется в	2	3
125	должны быть	3	3
126	к нему	7	3
127	и ее	2	3
128	и этим	3	3
129	а если	2	3
130	же как	4	2
131	чаще всего	3	2
132	что у	4	2
133	вообще не	2	2
134	из этих	3	2
135	точно так	2	2
136	этой точки	3	2
137	показывает что	8	2
138	не содержит	2	2
139	для нас	6	2
140	еще не	8	2
141	не можем	2	2
142	при этом	4	2
143	и если	3	2
144	например в	3	2
145	нас к	2	2
146	но для	2	2
147	не вполне	3	2
148	и тем	2	2
149	ноги и	2	2
150	не имеют	2	2
151	а именно	6	2
152	другой стороны	8	2
153	они не	2	2
154	и по	3	2
155	его не	2	2
156	а в	10	2
157	он дает	3	2
158	и здесь	12	2
159	превратился в	2	2
160	но вот	2	2
161	но в	5	2
162	но они	3	2
163	этого не	2	2
164	с его	3	2
165	у него	10	2
166	в их	4	2
167	думать что	2	2
168	их не	2	2
169	по существу	4	2
170	но не	6	2
171	или она	3	2
172	и когда	2	2
173	со стороны	2	2
174	ее в	3	2
175	так в	4	2
176	как мы	3	2
177	и она	3	2
178	и у	2	2
179	и он	3	2
180	или в	8	2
181	с тех	2	2
182	что этот	2	2
183	в данном	4	2
184	по которому	2	2
185	его на	2	2
186	отца и	2	2
187	к отцу	2	2
