N	2gram	Tiupa_Hudo_2	Komedia
1	и в	28	22
2	т е	2	13
3	том что	19	12
4	в г	2	11
5	в том	15	11
6	но и	9	11
7	не только	11	10
8	из них	2	10
9	в то	6	10
10	как и	11	9
11	и т	4	9
12	может быть	8	9
13	в одном	3	8
14	и не	18	8
15	и его	5	8
16	о том	12	8
17	едва ли	3	7
18	в этой	5	7
19	что в	5	6
20	что он	8	6
21	к тому	7	6
22	тому же	2	6
23	то же	6	6
24	не в	13	6
25	а в	6	6
26	с другой	3	5
27	прежде всего	3	5
28	о которых	2	5
29	когда же	2	5
30	при этом	11	5
31	со своим	3	5
32	в его	11	5
33	один из	2	5
34	так и	8	5
35	как в	5	5
36	все это	3	5
37	потому что	2	5
38	т п	2	5
39	между тем	8	5
40	именно в	2	4
41	по поводу	3	4
42	несмотря на	3	4
43	как мы	2	4
44	в другом	2	4
45	что они	4	4
46	в качестве	4	4
47	же время	4	4
48	а также	2	4
49	в котором	6	4
50	в нем	3	4
51	что и	4	4
52	на него	3	4
53	т д	2	4
54	тем что	6	4
55	и опять	2	4
56	точки зрения	2	4
57	но в	2	4
58	место в	2	3
59	же как	2	3
60	казалось бы	6	3
61	не менее	5	3
62	однако в	2	3
63	в них	3	3
64	одной стороны	3	3
65	и сам	5	3
66	во второй	2	3
67	одной из	3	3
68	и у	2	3
69	в частности	7	3
70	и о	4	3
71	у него	5	3
72	да и	5	3
73	он не	4	3
74	все же	2	3
75	отношению к	7	3
76	отношение к	2	3
77	так же	3	3
78	по отношению	7	3
79	того как	2	3
80	с одной	3	3
81	как раз	4	3
82	и на	3	3
83	в этом	13	3
84	и с	6	3
85	в виде	2	3
86	и ее	3	3
87	только в	4	3
88	и все	7	3
89	его в	2	3
90	как это	7	3
91	ничего не	5	3
92	еще и	2	2
93	в состоянии	3	2
94	столь же	3	2
95	вовсе не	2	2
96	и внутренней	3	2
97	тем не	4	2
98	мы знаем	2	2
99	раз в	3	2
100	одна из	2	2
101	на этом	2	2
102	но не	4	2
103	именно на	2	2
104	до сих	2	2
105	еще не	3	2
106	было бы	3	2
107	со своей	2	2
108	в самом	5	2
109	художественного мышления	2	2
110	на кого	2	2
111	для себя	6	2
112	к числу	2	2
113	с ее	5	2
114	то что	6	2
115	наряду с	5	2
116	вместе с	2	2
117	все что	3	2
118	со стороны	3	2
119	вслед за	4	2
120	который в	2	2
121	то и	4	2
122	не может	4	2
123	в других	4	2
124	что у	3	2
125	в принципе	2	2
126	к нему	3	2
127	или в	3	2
128	в городе	4	2
129	тем как	2	2
130	к ней	2	2
131	на себя	3	2
132	в себе	9	2
133	в финале	2	2
134	как будто	4	2
135	же самое	3	2
136	будто бы	3	2
137	к людям	2	2
138	сих пор	2	2
