N	2gram	Propp_Isto_2	KulturaY
1	и т	19	39
2	потому что	9	25
3	и в	15	23
4	т е	29	22
5	не только	18	20
6	в том	6	19
7	в этом	11	18
8	и не	11	16
9	было бы	5	15
10	так как	14	15
11	может быть	17	15
12	т д	18	14
13	все эти	4	12
14	том что	7	11
15	того чтобы	2	11
16	но в	6	11
17	в русском	2	10
18	что в	12	10
19	а не	5	10
20	вопрос о	4	9
21	в сущности	2	9
22	то что	12	9
23	самом деле	2	9
24	хотя бы	2	9
25	можно было	5	9
26	не может	5	9
27	с другой	2	8
28	прежде всего	5	8
29	не в	7	8
30	в качестве	3	8
31	и что	6	8
32	и пр	7	8
33	что это	6	7
34	в силу	2	7
35	все же	9	7
36	но и	14	7
37	другой стороны	2	7
38	и с	4	7
39	слова в	2	6
40	это не	2	6
41	да и	2	6
42	в этой	4	6
43	но не	2	6
44	то же	10	6
45	и на	4	6
46	что мы	3	6
47	я не	2	5
48	что он	24	5
49	об этом	11	5
50	по существу	2	5
51	еще не	9	5
52	в его	6	5
53	один из	8	5
54	вместе с	7	5
55	приводит к	2	5
56	все это	3	5
57	таким образом	7	5
58	как это	3	5
59	и то	2	5
60	и здесь	9	5
61	только в	6	5
62	мы имеем	15	5
63	перед нами	2	4
64	на то	3	4
65	к тому	5	4
66	мы знаем	11	4
67	для нас	4	4
68	ни в	2	4
69	но все	5	4
70	в нашей	2	4
71	или в	2	4
72	как бы	6	4
73	в нем	7	4
74	на этой	2	4
75	так же	13	4
76	в связи	5	4
77	не было	2	4
78	сказать что	2	4
79	могут быть	2	4
80	в особенности	2	4
81	ничего не	7	4
82	так и	5	4
83	уже в	2	3
84	нисколько не	2	3
85	у него	4	3
86	всех этих	3	3
87	точно так	6	3
88	этого не	5	3
89	главным образом	2	3
90	а также	2	3
91	но это	4	3
92	связи с	8	3
93	в ней	4	3
94	он не	8	3
95	что и	6	3
96	не все	2	3
97	что она	5	3
98	как в	5	3
99	так в	3	3
100	с этим	5	3
101	не знает	2	3
102	именно в	2	3
103	это так	2	3
104	того что	3	3
105	и по	2	3
106	а в	12	3
107	и его	3	3
108	тем что	4	3
109	знаем что	12	3
110	в таких	2	3
111	и это	3	3
112	здесь не	2	3
113	к этой	4	3
114	в виду	2	3
115	и более	2	2
116	же как	5	2
117	с тем	9	2
118	и есть	5	2
119	никогда не	15	2
120	смысле этого	2	2
121	состоит в	2	2
122	что у	2	2
123	не просто	2	2
124	таких случаях	2	2
125	что они	10	2
126	мы могли	2	2
127	очень часто	4	2
128	этом случае	5	2
129	чтобы понять	2	2
130	в другом	9	2
131	с одной	4	2
132	как будто	3	2
133	после того	3	2
134	она не	5	2
135	при этом	4	2
136	но есть	2	2
137	и если	2	2
138	мы в	2	2
139	между прочим	3	2
140	же и	3	2
141	был бы	2	2
142	к нему	5	2
143	мы видели	2	2
144	превращается в	2	2
145	дело не	4	2
146	а именно	3	2
147	в их	3	2
148	того как	4	2
149	и для	2	2
150	на самом	2	2
151	как и	2	2
152	стоит в	3	2
153	здесь мы	3	2
154	тем самым	2	2
155	дает нам	2	2
156	той же	2	2
157	роль в	3	2
158	с ними	2	2
159	в которых	2	2
160	также что	2	2
161	он и	3	2
162	это только	2	2
163	могла бы	2	2
164	мы должны	4	2
165	бы привести	2	2
166	будто бы	2	2
167	интересно что	2	2
168	что эта	2	2
169	иметь в	2	2
170	то не	2	2
