N	2gram	Losev_Dial_4	Istorich
1	и в	15	22
2	мы имеем	5	19
3	в этом	11	17
4	и т	17	16
5	т е	46	16
6	т д	15	15
7	что в	7	15
8	не только	8	14
9	но и	4	12
10	и не	30	12
11	и пр	9	11
12	может быть	17	11
13	или в	7	11
14	еще не	4	10
15	таким образом	5	10
16	но в	3	10
17	что он	7	9
18	в нем	5	9
19	что и	6	9
20	вместе с	2	9
21	в том	11	9
22	что они	4	8
23	с этим	3	8
24	том что	10	8
25	мы видим	4	8
26	другой стороны	2	7
27	к этому	3	7
28	то что	16	7
29	из них	2	7
30	уже не	9	7
31	мы должны	4	7
32	так как	14	7
33	в них	2	6
34	это не	12	6
35	что здесь	3	6
36	мы уже	3	6
37	то и	2	6
38	то же	9	6
39	в течение	4	6
40	а не	18	6
41	мы можем	3	6
42	ничего не	17	6
43	если бы	6	6
44	не менее	2	5
45	в частности	2	5
46	показывает что	2	5
47	тем не	2	5
48	так что	6	5
49	есть и	3	5
50	или по	4	5
51	один из	4	5
52	все же	2	5
53	что она	5	5
54	в свете	5	5
55	того что	13	5
56	могут быть	3	5
57	в этой	4	5
58	не всегда	3	4
59	видим что	4	4
60	как это	2	4
61	у нас	3	4
62	не в	8	4
63	только в	7	4
64	на этом	3	4
65	в свою	3	4
66	она не	4	4
67	что на	2	4
68	а именно	6	4
69	находится в	2	4
70	и его	7	4
71	и на	5	4
72	в данном	3	4
73	не может	11	4
74	тем что	2	4
75	все эти	3	4
76	и с	4	4
77	я не	5	3
78	мы еще	2	3
79	рождение ребенка	4	3
80	и все	11	3
81	не видно	2	3
82	представление о	2	3
83	прежде всего	11	3
84	можно только	3	3
85	не что	8	3
86	как и	7	3
87	и как	4	3
88	но это	4	3
89	эти два	2	3
90	все что	2	3
91	равно как	2	3
92	было бы	9	3
93	в его	4	3
94	никогда не	2	3
95	быть и	3	3
96	ее в	2	3
97	со стороны	3	3
98	все равно	2	3
99	а если	3	3
100	так же	4	3
101	с ними	4	3
102	иное как	8	3
103	сказать что	6	3
104	потому что	10	3
105	солнца и	2	3
106	и ее	8	3
107	из этих	2	3
108	что иное	8	3
109	о том	5	3
110	при помощи	3	3
111	в чем	8	3
112	как только	5	2
113	не было	2	2
114	с тем	4	2
115	только не	3	2
116	и есть	19	2
117	что было	2	2
118	и так	2	2
119	точно так	2	2
120	в одном	4	2
121	в жизни	5	2
122	на все	2	2
123	вовсе не	6	2
124	вопрос о	2	2
125	можно сказать	5	2
126	во всяком	2	2
127	как таковой	5	2
128	или не	4	2
129	ни в	8	2
130	но все	2	2
131	в силу	4	2
132	от него	3	2
133	но они	2	2
134	об этой	2	2
135	как в	3	2
136	при этом	2	2
137	в качестве	2	2
138	не дает	2	2
139	ни один	2	2
140	совершенно не	3	2
141	себе и	2	2
142	не мог	2	2
143	и о	8	2
144	да и	2	2
145	хотя и	6	2
146	в ней	5	2
147	и потому	3	2
148	именно так	2	2
149	в этот	2	2
150	в котором	2	2
151	для нее	2	2
152	к жизни	3	2
153	не имеет	14	2
154	и уже	4	2
155	и это	8	2
156	жизни и	4	2
157	нет ничего	6	2
158	так и	5	2
159	даже не	2	2
160	в своем	5	2
161	никто не	2	2
162	в особенности	4	2
163	не раз	2	2
164	той же	5	2
165	и вот	11	2
166	и что	9	2
167	что не	3	2
168	и даже	6	2
169	или сам	2	2
170	есть только	3	2
171	и для	5	2
172	вот почему	3	2
173	о ней	2	2
174	и то	3	2
175	очень много	2	2
176	то мы	3	2
177	в виде	3	2
178	точки зрения	14	2
179	известно что	3	2
180	в то	6	2
181	как будто	2	2
182	что по	2	2
183	выйти за	5	2
