N	2gram	Losev_Prob_5	formyVre
1	и в	30	46
2	в этом	17	22
3	прежде всего	6	14
4	вовсе не	8	13
5	и его	6	12
6	только в	9	11
7	не только	18	11
8	в том	12	10
9	как бы	6	10
10	точки зрения	10	10
11	то есть	21	10
12	но в	9	10
13	у него	11	9
14	не в	7	9
15	мира и	2	9
16	вместе с	7	9
17	но и	13	9
18	и не	12	9
19	и для	6	9
20	в связи	7	8
21	связи с	7	8
22	как и	7	8
23	в его	12	8
24	жизни и	2	8
25	то же	2	8
26	того чтобы	2	8
27	для того	3	8
28	с точки	8	8
29	потому что	13	8
30	из них	2	8
31	в них	2	7
32	в одном	3	7
33	может быть	7	7
34	то что	18	7
35	так и	7	7
36	и на	6	7
37	никогда не	7	6
38	и все	9	6
39	при этом	4	6
40	как мы	2	6
41	здесь в	2	6
42	еще не	3	6
43	его в	6	6
44	все же	9	6
45	так как	6	6
46	и с	5	6
47	в частности	4	5
48	в своем	11	5
49	по существу	2	5
50	в дальнейшем	7	5
51	в то	4	5
52	но не	7	5
53	он не	3	5
54	в нем	6	5
55	что в	5	5
56	в античном	5	5
57	все эти	2	5
58	в смысле	4	5
59	и у	5	5
60	уже в	2	4
61	отнюдь не	4	4
62	жизни в	4	4
63	с этой	2	4
64	человека и	4	4
65	с ним	3	4
66	значение и	2	4
67	же в	3	4
68	том что	17	4
69	так что	11	4
70	что они	3	4
71	за ними	2	4
72	в котором	2	4
73	и их	5	4
74	конечно не	2	4
75	как в	2	4
76	в эпоху	3	4
77	еще более	3	4
78	человеческой жизни	2	4
79	а не	5	4
80	и он	4	4
81	также и	12	4
82	в себе	4	4
83	о том	12	4
84	том числе	2	3
85	прежде чем	2	3
86	мы будем	2	3
87	того же	4	3
88	к этому	2	3
89	по всему	2	3
90	с помощью	2	3
91	к тому	2	3
92	что он	7	3
93	и как	6	3
94	в качестве	4	3
95	кроме того	2	3
96	тот же	3	3
97	в это	2	3
98	хотя и	8	3
99	а также	3	3
100	что и	6	3
101	ее в	2	3
102	отношение к	2	3
103	и другие	3	3
104	таким образом	13	3
105	и они	2	3
106	уже не	6	3
107	того что	3	3
108	и даже	14	3
109	а в	6	3
110	жизнь и	3	3
111	тем что	2	3
112	в другом	3	3
113	в виду	3	3
114	мира в	3	3
115	только для	2	2
116	на небе	2	2
117	и более	2	2
118	а потом	3	2
119	с другой	6	2
120	это не	2	2
121	в одной	2	2
122	представление о	2	2
123	в духе	3	2
124	по себе	2	2
125	можно сказать	6	2
126	и людей	3	2
127	в отношении	3	2
128	все в	3	2
129	он был	2	2
130	без всякого	2	2
131	в самой	3	2
132	не мог	4	2
133	именно в	3	2
134	у нас	7	2
135	у вольтера	2	2
136	в этой	10	2
137	с тем	5	2
138	совсем не	3	2
139	все что	2	2
140	равно как	2	2
141	смысле слова	3	2
142	было бы	4	2
143	со всеми	2	2
144	и к	4	2
145	наряду с	2	2
146	и о	5	2
147	в заключение	2	2
148	характерное для	2	2
149	один из	2	2
150	сих пор	2	2
151	на землю	7	2
152	и до	2	2
153	борьбе с	2	2
154	не может	5	2
155	здесь не	7	2
156	и только	2	2
157	на земле	9	2
158	если не	4	2
159	с одной	3	2
160	тем же	3	2
161	так же	5	2
162	у боккаччо	4	2
163	в данном	2	2
164	людей и	13	2
165	от этого	3	2
166	мы имеем	2	2
167	но он	5	2
168	что здесь	2	2
169	далеко не	4	2
170	в конце	8	2
171	во всяком	2	2
172	до сих	2	2
