N	2gram	Vygotskiy__4	Vvedenie
1	и в	20	32
2	в том	42	31
3	в этом	24	30
4	может быть	12	26
5	том что	35	26
6	не только	15	22
7	для того	5	21
8	того чтобы	7	20
9	таким образом	25	19
10	также и	2	18
11	то что	15	16
12	потому что	12	15
13	так как	10	15
14	не может	6	14
15	в самом	6	13
16	в нем	2	13
17	о том	5	13
18	со стороны	3	13
19	того что	10	12
20	в их	12	12
21	и не	8	12
22	представляет собой	3	12
23	в его	11	12
24	только в	10	12
25	как мы	13	11
26	что такое	5	11
27	ясно что	2	11
28	в данном	2	11
29	что в	19	10
30	но в	3	9
31	и как	9	9
32	в истории	10	9
33	между тем	9	9
34	этом смысле	8	9
35	то же	16	9
36	в той	2	9
37	не менее	3	8
38	с другой	12	8
39	это не	5	8
40	а только	3	8
41	не в	4	8
42	именно в	3	8
43	прежде всего	2	7
44	смысле этого	7	7
45	выводу что	2	7
46	точки зрения	24	7
47	уже и	2	7
48	но не	3	7
49	было бы	8	7
50	все же	5	7
51	к выводу	2	7
52	самом деле	7	7
53	можно было	6	7
54	не могут	3	6
55	из этих	2	6
56	к истории	3	6
57	том чтобы	2	6
58	один из	3	6
59	но и	9	6
60	его в	6	6
61	как он	4	6
62	с тем	6	6
63	представить себе	2	6
64	как и	9	6
65	в качестве	21	6
66	и его	5	6
67	тем что	7	6
68	и это	2	6
69	уже в	6	5
70	в какой	3	5
71	так что	3	5
72	на этот	3	5
73	как бы	7	5
74	и тем	8	5
75	в целом	11	5
76	данном случае	2	5
77	другой стороны	9	5
78	одним из	2	5
79	сказать что	6	5
80	по своему	4	5
81	не есть	2	5
82	вместе с	8	5
83	а не	7	5
84	могут быть	7	5
85	связана с	2	4
86	с этой	4	4
87	в каждом	2	4
88	как уже	4	4
89	этом случае	3	4
90	одной стороны	9	4
91	всяком случае	3	4
92	по мере	4	4
93	этот процесс	6	4
94	этом отношении	7	4
95	с одной	9	4
96	не просто	2	4
97	и что	8	4
98	не имеет	2	4
99	а в	2	4
100	как это	9	4
101	мы имеем	2	4
102	сравнению с	3	4
103	что он	6	4
104	знаний и	2	4
105	еще не	2	4
106	по сравнению	4	4
107	в своей	7	4
108	только что	4	4
109	внимание на	3	4
110	в виде	3	4
111	и история	3	4
112	и для	4	4
113	той же	6	4
114	и то	10	4
115	во всяком	4	4
116	в себе	10	4
117	этого понятия	3	4
118	и т.д	2	4
119	что это	2	3
120	в частности	5	3
121	в этих	3	3
122	понятно что	2	3
123	вообще не	2	3
124	раньше чем	5	3
125	в собственном	7	3
126	со всей	2	3
127	к тому	6	3
128	в этой	3	3
129	на этом	3	3
130	но что	3	3
131	что с	4	3
132	при этом	12	3
133	такого рода	6	3
134	в ней	2	3
135	в виду	3	3
136	к нему	2	3
137	мы видели	6	3
138	из них	4	3
139	на том	4	3
140	в своем	4	3
141	все эти	5	3
142	и других	3	3
143	этой области	2	3
144	заключается в	18	3
145	свое время	2	3
146	так же	11	3
147	и на	6	3
148	в результате	8	3
149	в начале	2	3
150	тогда когда	8	3
151	в известном	2	3
152	нисколько не	2	3
153	если бы	5	3
154	к этому	4	3
155	стороны и	2	3
156	и к	5	3
157	что уже	2	3
158	связи с	3	3
159	в чем	3	3
160	чем в	3	3
161	том виде	2	3
162	одной из	3	3
163	в сущности	4	3
164	в свое	2	3
165	а также	2	3
166	как оно	2	3
167	что и	9	3
168	собственном смысле	7	3
169	может служить	2	3
170	в каком	2	3
171	в области	4	3
172	как только	2	2
173	в основу	2	2
174	все время	4	2
175	же как	6	2
176	должна быть	2	2
177	и другие	9	2
178	все более	2	2
179	никогда не	5	2
180	тому что	4	2
181	в отношении	10	2
182	целом ряде	2	2
183	мы называем	2	2
184	точно так	3	2
185	это в	2	2
186	момента в	2	2
187	находятся в	2	2
188	что если	2	2
189	обе эти	5	2
190	и той	4	2
191	от других	2	2
192	из истории	2	2
193	от того	3	2
194	смысле и	2	2
195	в связи	3	2
196	с помощью	31	2
197	действительности в	2	2
198	должно быть	3	2
199	и те	4	2
200	виде в	2	2
201	и с	4	2
202	говорит он	5	2
203	с этим	5	2
204	нам не	2	2
205	и здесь	2	2
206	же самое	7	2
207	когда мы	2	2
208	бы в	3	2
209	так и	5	2
210	своему значению	3	2
211	на котором	2	2
212	состоит в	4	2
213	по существу	3	2
214	его к	4	2
215	и при	4	2
216	того же	9	2
217	что мы	7	2
218	мы должны	11	2
219	для объяснения	2	2
220	мы уже	5	2
221	себе и	3	2
222	не бывает	2	2
223	том же	2	2
224	этого слова	11	2
225	и развития	6	2
226	мысли и	2	2
227	только на	2	2
228	и тогда	2	2
229	понятия в	8	2
230	в языке	2	2
231	связь между	2	2
232	входит в	2	2
233	тогда как	2	2
234	того как	2	2
235	путь от	2	2
236	одной и	5	2
237	между ними	4	2
238	с точки	11	2
239	тому как	2	2
240	в силу	6	2
241	мы можем	5	2
242	подобно тому	2	2
243	что следовательно	2	2
244	здесь не	2	2
245	который по	2	2
246	но вместе	2	2
