N	2gram	Bakhtin_Pr_1	Problemy
1	и в	29	45
2	и не	31	42
3	не может	12	24
4	в его	24	22
5	в нем	19	20
6	в этом	22	20
7	точки зрения	19	19
8	может быть	24	18
9	никогда не	3	17
10	не только	15	16
11	как бы	19	15
12	но и	14	15
13	жизни и	2	15
14	у достоевского	16	14
15	как и	12	14
16	в самом	10	13
17	прежде всего	7	11
18	к нему	6	11
19	таким образом	12	11
20	в человеке	3	10
21	а не	22	10
22	для него	18	9
23	еще не	5	9
24	он не	5	9
25	входит в	7	9
26	с точки	13	9
27	только в	10	9
28	достоевского не	12	8
29	в том	8	8
30	в монологическом	5	8
31	по отношению	8	8
32	потому что	8	8
33	с ним	5	8
34	в романах	7	8
35	с его	9	8
36	по себе	8	8
37	отношение к	2	8
38	отношению к	8	8
39	как мы	4	8
40	не в	7	8
41	и его	14	8
42	том что	7	7
43	до конца	8	7
44	и следовательно	4	7
45	в котором	2	7
46	точка зрения	12	7
47	друг друга	3	7
48	и на	7	7
49	их в	4	7
50	и с	4	7
51	в ней	2	7
52	вовсе не	7	7
53	что он	8	7
54	в сущности	5	7
55	с другими	7	7
56	и ее	2	7
57	героя и	10	7
58	так сказать	4	7
59	я не	3	6
60	он сам	3	6
61	что в	8	6
62	романах достоевского	5	6
63	мире достоевского	7	6
64	слово о	7	6
65	дело идет	5	6
66	одного сознания	9	6
67	в одном	10	6
68	сознания и	5	6
69	у него	5	6
70	не как	14	6
71	со своими	2	6
72	в литературе	4	6
73	но не	9	6
74	конечно не	2	6
75	как раз	6	6
76	и потому	6	6
77	о нем	9	6
78	даже в	4	6
79	в своей	8	6
80	уже не	13	6
81	и слово	3	6
82	но в	7	6
83	там где	10	6
84	точку зрения	6	5
85	и идеи	2	5
86	достоевский в	6	5
87	в своем	8	5
88	в целом	6	5
89	все это	6	5
90	в одной	6	5
91	о мире	6	5
92	как слово	3	5
93	идеи в	9	5
94	так же	6	5
95	его творчества	3	5
96	идея может	4	5
97	на его	2	5
98	герой достоевского	8	5
99	человека в	4	5
100	в то	10	5
101	романа в	3	5
102	так как	6	5
103	бы в	3	5
104	этом смысле	10	5
105	достоевского как	9	5
106	нам важна	2	5
107	более того	5	5
108	то что	15	5
109	формообразующей идеологии	3	5
110	сказать что	3	5
111	она не	7	5
112	за пределы	7	5
113	что и	4	5
114	полифонического романа	7	5
115	зрения на	7	5
116	как не	8	5
117	в произведении	4	5
118	то же	14	5
119	героя в	4	5
