N	2gram	Vygotskiy__7	Problema
1	то что	24	38
2	и не	18	37
3	вовсе не	2	37
4	и в	26	35
5	не есть	4	33
6	сказать что	8	24
7	не только	24	24
8	том что	17	19
9	о том	4	18
10	может быть	7	18
11	у нас	2	18
12	в этом	29	17
13	но и	11	16
14	что мы	9	14
15	только в	8	14
16	не менее	4	13
17	и что	6	13
18	потому что	16	13
19	во всяком	2	13
20	не может	11	13
21	тем не	3	12
22	в том	18	12
23	того что	14	12
24	также и	2	12
25	что в	12	11
26	прежде всего	7	11
27	так что	4	11
28	значения и	3	11
29	никак не	5	11
30	и с	5	10
31	еще не	4	10
32	а не	6	10
33	в данном	5	10
34	и то	7	10
35	ничего не	2	10
36	если мы	5	9
37	для нас	2	9
38	в этой	3	9
39	едва ли	4	9
40	для себя	24	9
41	что же	2	9
42	только на	3	9
43	только о	2	8
44	было бы	6	8
45	в виду	5	8
46	есть только	2	8
47	этого термина	2	8
48	значение и	2	8
49	по себе	3	8
50	как раз	3	8
51	все же	6	8
52	казалось бы	2	7
53	в конце	4	7
54	этом случае	14	7
55	не является	3	7
56	все эти	6	7
57	не имеет	2	7
58	в его	4	7
59	так и	3	7
60	так как	14	7
61	и значения	3	7
62	тем самым	8	7
63	мы не	7	7
64	можно ли	2	6
65	с другой	4	6
66	что все	2	6
67	можно сказать	5	6
68	ни в	2	6
69	но это	3	6
70	мы и	2	6
71	о чем	4	6
72	в то	3	6
73	на то	4	6
74	есть не	3	6
75	же самое	5	6
76	относится к	2	6
77	и для	5	6
78	мы можем	3	6
79	но в	4	6
80	в области	4	6
81	представление о	7	5
82	есть то	3	5
83	в самом	9	5
84	данном случае	5	5
85	с этим	2	5
86	с одной	5	5
87	так же	14	5
88	между собой	6	5
89	как и	15	5
90	связи с	4	5
91	по своему	9	5
92	то же	8	5
93	как мы	14	5
94	одной стороны	5	5
95	что не	2	5
96	можно было	2	5
97	с другими	3	5
98	в себе	9	5
99	не могут	4	4
100	что если	2	4
101	и есть	2	4
102	в этих	2	4
103	в отношении	2	4
104	в математике	2	4
105	что на	2	4
106	подобного рода	2	4
107	есть в	3	4
108	не можем	4	4
109	случае не	2	4
110	и той	2	4
111	и следовательно	5	4
112	как бы	6	4
113	и тем	6	4
114	значение в	2	4
115	что она	8	4
116	все это	3	4
117	и только	4	4
118	мы говорим	2	4
119	таким образом	23	4
120	но только	3	4
121	заключается в	6	4
122	а в	2	4
123	и значение	5	4
124	но если	2	4
125	и здесь	2	4
126	значение слова	13	4
127	значения слова	9	4
128	тем что	9	4
129	если бы	5	4
130	представить себе	3	4
131	что он	8	4
132	стороны и	4	4
133	но не	3	4
134	что при	2	4
135	до сих	3	4
136	но именно	2	4
137	и о	3	4
138	гораздо более	4	4
139	сих пор	3	4
140	на самом	3	4
141	самом деле	6	4
142	то и	4	4
143	слова и	10	4
144	уже в	2	3
145	в нашем	4	3
146	тому что	9	3
147	и от	4	3
148	из этих	3	3
149	точно так	2	3
150	вопрос о	6	3
151	к тому	7	3
152	но эта	2	3
153	что они	10	3
154	нашего исследования	5	3
155	несмотря на	2	3
156	это отношение	2	3
157	которые мы	4	3
158	мы уже	3	3
159	и является	3	3
160	никто не	2	3
161	один из	2	3
162	но мы	3	3
163	в целом	5	3
164	и их	5	3
165	в их	2	3
166	для этого	3	3
167	одновременно и	2	3
168	только и	3	3
169	лишь в	2	3
170	и наконец	4	3
171	и по	3	3
172	что для	2	3
173	в своих	2	3
174	в основе	3	3
175	мы должны	6	3
176	могли бы	5	3
177	его в	2	3
178	бы в	5	3
179	с тем	5	3
180	только не	11	3
181	по этому	4	3
182	что слово	2	3
183	тогда когда	5	3
184	в случае	2	3
185	и к	7	3
186	о которых	2	3
187	это и	4	3
188	нельзя было	2	3
189	все что	6	3
190	она не	5	3
191	мы в	3	3
192	нет и	3	3
193	если же	2	3
194	и речи	19	3
195	оказывается что	2	3
196	внимание на	2	3
197	слова как	5	3
198	должны были	2	3
199	можно говорить	2	3
200	с самого	7	3
201	в свете	4	3
202	для того	18	3
203	в слове	11	3
204	нас в	2	3
205	я могу	2	3
206	перед нами	2	2
207	содержит в	3	2
208	самого начала	7	2
209	она должна	2	2
210	от ее	2	2
211	одним и	2	2
212	мы могли	6	2
213	в той	4	2
214	его от	2	2
215	не в	4	2
216	только по	3	2
217	является не	2	2
218	что с	5	2
219	в действительности	2	2
220	из которых	2	2
221	совпадает с	3	2
222	ассоциативной психологии	2	2
223	вещи и	2	2
224	к нему	3	2
225	друг от	2	2
226	отличается от	3	2
227	речь не	5	2
228	мышления и	9	2
229	что оно	4	2
230	даже в	2	2
231	от всякой	2	2
232	эта связь	2	2
233	или в	2	2
234	как такового	2	2
235	должно быть	2	2
236	как на	6	2
237	значения слов	3	2
238	в ней	3	2
239	мере в	2	2
240	точки зрения	28	2
241	себе в	5	2
242	и которые	2	2
243	были бы	3	2
244	в такой	4	2
245	и ничего	2	2
246	об этом	3	2
247	учение о	3	2
248	и при	2	2
249	представляет собой	19	2
250	возможно только	2	2
251	в качестве	5	2
252	ведь это	2	2
253	о своем	2	2
254	от друга	2	2
255	речи или	3	2
256	он не	3	2
257	мы ни	2	2
258	что и	3	2
259	не совпадает	3	2
260	отношение между	4	2
261	во всех	6	2
262	к другу	2	2
263	вместе с	12	2
264	между которыми	2	2
265	мысли и	11	2
266	совершенно не	2	2
267	никаких сомнений	2	2
268	входит в	2	2
269	этому поводу	3	2
270	нами в	4	2
271	одной и	2	2
272	того чтобы	19	2
273	слово и	9	2
274	той же	8	2
275	является в	5	2
276	и ее	2	2
277	которые в	2	2
278	из этого	2	2
279	здесь как	2	2
280	связаны между	3	2
