N	2gram	Bakhtin_Pr_5	Istorich
1	и в	35	26
2	так же	7	18
3	то что	10	16
4	не только	10	15
5	что в	6	14
6	может быть	14	14
7	но и	14	12
8	между двумя	2	12
9	что он	24	10
10	так и	8	10
11	таким образом	7	10
12	и его	14	10
13	что и	3	9
14	все же	8	9
15	и не	27	9
16	его в	4	9
17	так как	4	9
18	мы знаем	2	8
19	то же	15	8
20	а в	7	8
21	в этих	2	7
22	во время	5	7
23	как и	18	7
24	героя в	5	7
25	он не	13	7
26	как в	5	7
27	их в	2	7
28	в этом	14	7
29	в дальнейшем	2	6
30	что они	6	6
31	еще не	7	6
32	мы видели	2	6
33	когда он	3	6
34	вместе с	2	6
35	не может	18	6
36	а не	4	6
37	к нему	13	6
38	и то	5	6
39	потому что	8	6
40	мы можем	2	6
41	как он	2	6
42	у него	4	5
43	и как	2	5
44	это не	3	5
45	в одном	6	5
46	это и	3	5
47	но все	4	5
48	но не	6	5
49	ничего не	3	5
50	в его	21	5
51	и у	4	5
52	мы уже	8	5
53	как мы	8	5
54	и что	6	5
55	уже не	3	5
56	и по	2	5
57	не в	10	5
58	с ними	5	5
59	и с	12	5
60	тем что	4	5
61	в другом	12	5
62	мы должны	3	5
63	но в	19	5
64	с собой	2	5
65	с другой	4	4
66	вовсе не	7	4
67	вопрос о	2	4
68	такое же	2	4
69	в своей	4	4
70	в этот	2	4
71	даже в	5	4
72	он в	4	4
73	другой стороны	3	4
74	так в	2	4
75	не просто	2	4
76	но эта	2	4
77	и даже	5	4
78	но он	4	4
79	в которых	2	4
80	о том	2	4
81	только что	3	3
82	на вопрос	2	3
83	что у	6	3
84	в одной	3	3
85	к себе	18	3
86	к своему	5	3
87	меня не	4	3
88	ты меня	2	3
89	в том	5	3
90	а затем	2	3
91	том что	3	3
92	его к	3	3
93	но это	6	3
94	во всем	4	3
95	при этом	2	3
96	мы увидим	2	3
97	например в	2	3
98	на его	4	3
99	как бы	31	3
100	все эти	3	3
101	и он	2	3
102	на него	5	3
103	из своего	4	3
104	те же	2	3
105	не мог	3	3
106	есть только	2	3
107	или в	2	3
108	связан с	2	3
109	только в	6	3
110	переходит в	2	3
111	человека с	3	3
112	там где	7	3
113	с миром	3	3
114	уже в	3	2
115	с тем	3	2
116	не менее	2	2
117	это уже	2	2
118	никогда не	4	2
119	смысле этого	2	2
120	однако в	2	2
121	его и	3	2
122	в своем	2	2
123	и во	3	2
124	с этим	3	2
125	и все	15	2
126	этого не	3	2
127	а как	2	2
128	по себе	4	2
129	ни в	2	2
130	говорит о	2	2
131	так что	5	2
132	такого же	2	2
133	что я	13	2
134	от него	6	2
135	на этом	2	2
136	было бы	3	2
137	которой он	3	2
138	конечно не	2	2
139	знает и	5	2
140	это он	4	2
141	он уже	3	2
142	но для	2	2
143	хотя и	2	2
144	что на	2	2
145	по своей	2	2
146	еще один	2	2
147	хотя бы	2	2
148	в нем	16	2
149	себя в	2	2
150	в целом	3	2
151	отношение к	6	2
152	из них	3	2
153	не хочет	2	2
154	вот как	4	2
155	в форме	3	2
156	все это	14	2
157	что это	4	2
158	и вот	4	2
159	лишь в	7	2
160	того что	3	2
161	только с	3	2
162	на этот	2	2
163	на которой	2	2
164	увидим что	2	2
165	и на	6	2
166	с этой	2	2
167	не случайно	2	2
168	сказать что	3	2
169	в виде	7	2
170	даже и	3	2
171	его с	5	2
172	в себе	5	2
173	сливается с	4	2
174	этого слова	5	2
