N	2gram	Voloshinov_1	Istorich
1	и в	16	26
2	так как	4	18
3	никогда не	2	13
4	что в	3	12
5	таким образом	9	12
6	в том	3	12
7	и на	4	12
8	в этом	9	12
9	может быть	17	11
10	том что	3	10
11	и не	4	10
12	не только	7	10
13	что он	2	9
14	еще не	5	9
15	но и	4	9
16	в нем	4	8
17	вместе с	3	8
18	все эти	5	8
19	и это	6	8
20	с ним	2	8
21	мы можем	9	7
22	и его	8	7
23	у него	2	7
24	о том	2	7
25	но в	4	7
26	то что	3	6
27	мы уже	2	6
28	ее в	2	6
29	не может	8	6
30	и с	8	6
31	мы не	2	6
32	как и	2	5
33	мы видим	2	5
34	в его	4	5
35	не будет	2	5
36	так и	4	5
37	то же	2	5
38	как это	3	5
39	только в	4	5
40	его в	4	5
41	и этим	2	5
42	есть и	2	4
43	из этих	2	4
44	прежде всего	9	4
45	с его	7	4
46	но это	2	4
47	до сих	3	4
48	все что	4	4
49	здесь же	2	4
50	как бы	5	4
51	что и	2	4
52	сих пор	3	4
53	что оно	2	4
54	как мы	4	4
55	и по	2	4
56	но как	2	4
57	и ее	4	3
58	в частности	2	3
59	могут быть	3	3
60	в них	2	3
61	вообще не	2	3
62	в одном	3	3
63	к этому	2	3
64	на первый	2	3
65	же как	2	3
66	они не	2	3
67	в него	5	3
68	один из	2	3
69	другими словами	2	3
70	в своей	2	3
71	во сне	2	3
72	и через	2	3
73	а в	3	3
74	при этом	6	3
75	и других	2	3
76	и вот	3	3
77	и наконец	4	3
78	их в	3	3
79	сказать что	7	3
80	и только	9	3
81	и действительно	2	3
82	с этой	2	2
83	может иметь	2	2
84	и как	3	2
85	в этих	3	2
86	того же	2	2
87	с этим	2	2
88	ступенях развития	3	2
89	можно сказать	4	2
90	сводится к	2	2
91	мы знаем	3	2
92	для нас	2	2
93	ранних ступенях	2	2
94	так же	2	2
95	всех его	2	2
96	только то	2	2
97	что мы	2	2
98	было бы	2	2
99	кажется что	2	2
100	в свое	2	2
101	всяком случае	3	2
102	и др	3	2
103	но мы	4	2
104	не есть	2	2
105	нам кажется	2	2
106	на этой	3	2
107	жизни и	3	2
108	ни в	5	2
109	он не	2	2
110	в одно	2	2
111	что не	2	2
112	с ними	4	2
113	во всяком	3	2
114	знаем что	2	2
115	к себе	3	2
116	находится на	2	2
117	ту же	2	2
118	по всему	2	2
119	в этой	4	2
120	что это	2	2
121	мира и	3	2
