N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	40
2	то есть	24	18
3	и его	10	17
4	прежде всего	10	16
5	в этом	16	15
6	мы уже	5	13
7	не только	25	13
8	и не	25	13
9	в его	14	13
10	что в	17	12
11	вовсе не	13	12
12	как и	7	11
13	но и	18	11
14	таким образом	11	10
15	как мы	8	10
16	и все	4	9
17	в сущности	2	9
18	может быть	8	9
19	он не	8	9
20	в том	18	8
21	у него	24	8
22	все эти	5	8
23	и с	9	8
24	и на	6	8
25	но в	4	8
26	в своем	8	7
27	в одном	5	7
28	в духе	3	7
29	то же	4	7
30	в виду	3	7
31	в этих	2	6
32	к этому	2	6
33	же время	2	6
34	в самом	4	6
35	в своей	9	6
36	связи с	2	6
37	в то	7	6
38	до конца	4	6
39	здесь и	2	5
40	в году	10	5
41	как раз	10	5
42	в нем	3	5
43	то что	28	5
44	в связи	3	5
45	не было	5	5
46	а не	8	5
47	и для	3	5
48	в своих	7	5
49	для него	8	5
50	в нашем	2	4
51	xix века	6	4
52	у нас	5	4
53	том что	18	4
54	смысле слова	6	4
55	здесь в	4	4
56	было бы	4	4
57	в ней	5	4
58	в основном	4	4
59	из них	2	4
60	и потому	10	4
61	а также	8	4
62	даже в	4	4
63	ни в	10	4
64	в мире	2	4
65	в их	2	4
66	роль в	2	4
67	только на	5	4
68	о том	11	4
69	и о	4	4
70	в данном	5	4
71	того чтобы	3	4
72	и даже	6	4
73	также и	17	4
74	и здесь	6	4
75	в истории	5	4
76	так как	7	4
77	с его	2	3
78	если бы	3	3
79	и от	6	3
80	для понимания	2	3
81	и к	2	3
82	об этом	6	3
83	он был	2	3
84	мы видели	3	3
85	но это	6	3
86	в начале	2	3
87	в этой	8	3
88	кроме того	6	3
89	еще не	4	3
90	весь этот	3	3
91	такого рода	4	3
92	никак не	4	3
93	как бы	3	3
94	еще в	5	3
95	и наконец	2	3
96	что и	7	3
97	вместе с	7	3
98	так и	6	3
99	не может	14	3
100	а в	7	3
101	на самом	3	3
102	мы находим	2	3
103	для того	2	3
104	к этой	2	3
105	и как	7	3
106	не так	3	3
107	но все	3	3
108	можно было	5	3
109	сказать что	12	3
110	тем что	5	3
111	при этом	3	3
112	же и	2	3
113	в отличие	3	3
114	в себе	9	3
115	в другом	2	3
116	во всем	6	3
117	только в	13	3
118	не понимает	2	3
119	в конце	12	3
120	здесь не	3	3
121	отличие от	3	3
122	далеки от	2	2
123	не менее	9	2
124	есть и	4	2
125	уже в	3	2
126	не был	8	2
127	в книге	2	2
128	и этот	2	2
129	еще и	18	2
130	хотя бы	6	2
131	в течение	4	2
132	с другой	5	2
133	это не	3	2
134	и так	2	2
135	из этих	3	2
136	больше чем	2	2
137	и был	3	2
138	быть в	2	2
139	что он	5	2
140	мы знаем	3	2
141	все же	4	2
142	в дальнейшем	4	2
143	это есть	10	2
144	но не	4	2
145	его произведения	2	2
146	и если	7	2
147	тут же	5	2
148	к нему	3	2
149	по преимуществу	2	2
150	свидетельствует о	2	2
151	из этого	2	2
152	той или	2	2
153	в котором	4	2
154	здесь нет	2	2
155	дело в	5	2
156	в целом	2	2
157	не к	2	2
158	данном случае	2	2
159	в этот	2	2
160	который в	2	2
161	как нечто	3	2
162	в нашей	2	2
163	в разных	2	2
164	этом отношении	2	2
165	именно в	3	2
166	к тем	2	2
167	и у	3	2
168	потому что	11	2
169	одной из	2	2
170	с этим	2	2
171	даже и	12	2
172	точки зрения	13	2
173	и еще	2	2
174	но как	2	2
175	все то	3	2
176	далеко не	3	2
177	и это	6	2
178	в которой	2	2
179	того же	2	2
180	мы не	2	2
