N	2gram	Potebnia_M_3	Istorich
1	что он	6	24
2	и т	5	19
3	не только	21	18
4	т д	3	18
5	может быть	28	17
6	и в	30	15
7	но и	19	14
8	так как	13	14
9	так же	3	13
10	что в	17	12
11	а в	12	12
12	то что	18	12
13	об этом	2	11
14	и не	15	11
15	в этом	10	11
16	что они	2	10
17	его в	3	10
18	то же	23	10
19	с тем	7	9
20	еще не	5	9
21	все же	2	9
22	потому что	46	9
23	связи с	2	8
24	один из	4	8
25	он не	4	8
26	мы видим	2	8
27	мы можем	3	8
28	том что	18	7
29	в нем	9	7
30	вместе с	12	7
31	сих пор	3	7
32	таким образом	14	7
33	не в	15	7
34	точно так	12	6
35	так что	7	6
36	до сих	3	6
37	мы уже	2	6
38	что это	4	6
39	в его	4	6
40	как бы	3	6
41	то это	6	6
42	что и	13	6
43	и что	10	6
44	в том	32	6
45	только в	21	6
46	и есть	3	5
47	с этим	6	5
48	прежде всего	3	5
49	в одном	2	5
50	к тому	7	5
51	но все	2	5
52	как в	10	5
53	она не	2	5
54	было бы	9	5
55	этого не	3	5
56	в котором	4	5
57	на него	3	5
58	так и	11	5
59	что она	3	5
60	что при	3	5
61	не может	6	5
62	а не	15	5
63	и наконец	2	5
64	к нему	3	5
65	с одной	7	4
66	показывает что	2	4
67	у него	2	4
68	для нас	20	4
69	но это	6	4
70	в этой	2	4
71	при этом	3	4
72	одной из	2	4
73	или на	2	4
74	в ней	8	4
75	связь с	3	4
76	того как	4	4
77	и с	2	4
78	тем что	7	4
79	и на	3	4
80	в себе	16	4
81	мы должны	4	4
82	и его	4	3
83	из этих	9	3
84	на то	2	3
85	уже на	2	3
86	одной стороны	3	3
87	и почему	2	3
88	же и	3	3
89	должно было	2	3
90	по мере	4	3
91	о том	2	3
92	отношению к	5	3
93	выше мы	2	3
94	в их	2	3
95	все это	4	3
96	по отношению	5	3
97	так в	2	3
98	того что	18	3
99	мы не	9	3
100	тому как	5	3
101	эти слова	2	3
102	подобно тому	2	3
103	что мы	8	3
104	и это	4	3
105	в других	2	3
106	уже в	5	2
107	во время	2	2
108	зависит от	6	2
109	не было	4	2
110	могут быть	3	2
111	смысле этого	7	2
112	себя и	4	2
113	на котором	2	2
114	перед нами	2	2
115	с другой	7	2
116	не столько	2	2
117	не знает	3	2
118	и вместе	3	2
119	ни в	2	2
120	именно в	3	2
121	как и	10	2
122	мы видели	4	2
123	в силу	3	2
124	тогда и	3	2
125	но не	7	2
126	могла бы	2	2
127	одно из	5	2
128	мере того	3	2
129	и может	3	2
130	того чтобы	3	2
131	и если	2	2
132	например в	6	2
133	на его	2	2
134	был бы	2	2
135	не все	4	2
136	из них	6	2
137	не могла	2	2
138	другой стороны	4	2
139	той же	2	2
140	в разных	2	2
141	а с	2	2
142	когда мы	2	2
143	представления и	3	2
144	самом деле	2	2
145	то не	2	2
146	тут же	2	2
147	тем самым	7	2
148	в системе	2	2
149	дает нам	3	2
150	и по	4	2
151	так у	2	2
152	на которой	3	2
153	или в	3	2
154	с другими	5	2
155	и то	8	2
156	в которых	2	2
157	сказать что	5	2
158	к ней	5	2
159	слова в	7	2
160	что эта	2	2
161	так сказать	2	2
162	иметь в	2	2
163	их в	2	2
164	заметить что	3	2
165	в которой	3	2
166	из него	2	2
