N	2gram	Vygotskiy__3	Psycholo
1	то что	15	44
2	и в	25	33
3	в этом	14	28
4	как бы	10	25
5	и что	10	25
6	все время	2	24
7	потому что	6	24
8	для того	7	23
9	может быть	13	22
10	том что	20	22
11	того чтобы	8	22
12	что в	17	21
13	в том	23	21
14	о том	5	20
15	что он	6	20
16	только что	2	15
17	как это	7	14
18	что это	5	13
19	таким образом	17	13
20	и не	10	13
21	так же	17	13
22	сказать что	4	13
23	все это	6	13
24	к тому	4	12
25	в самом	3	12
26	и все	4	12
27	так как	12	12
28	было бы	10	12
29	если мы	3	12
30	он не	4	11
31	на то	4	10
32	что она	5	10
33	не может	6	10
34	в его	15	10
35	как она	3	10
36	если бы	5	10
37	в этой	5	9
38	по себе	7	9
39	то же	2	9
40	для этого	2	8
41	совершенно ясно	2	8
42	в каком	2	8
43	вместе с	14	8
44	в своем	4	7
45	для нас	2	7
46	так что	2	7
47	в нем	2	7
48	и только	2	7
49	же точно	3	7
50	не только	6	7
51	когда он	3	7
52	перед нами	10	6
53	тому что	2	6
54	что они	10	6
55	все эти	7	6
56	точки зрения	6	6
57	что мы	7	6
58	как на	2	6
59	мы видим	3	6
60	мы должны	6	6
61	всякий раз	2	6
62	в себе	2	6
63	самого начала	6	5
64	мы будем	2	5
65	никогда не	4	5
66	в какой	4	5
67	с самого	6	5
68	и как	5	5
69	в целом	13	5
70	мы не	9	5
71	и на	6	5
72	как он	3	5
73	только после	2	5
74	с ним	4	5
75	мы можем	7	5
76	ясно что	2	5
77	с этим	4	5
78	связь с	3	5
79	как и	15	5
80	и может	2	5
81	мы уже	5	5
82	и его	2	5
83	все же	6	5
84	заключается в	9	5
85	и это	4	5
86	в частности	4	4
87	друг с	5	4
88	из них	4	4
89	от этих	2	4
90	а в	4	4
91	и других	2	4
92	того что	10	4
93	с этой	3	4
94	с тем	16	4
95	целым рядом	2	4
96	в жизни	3	4
97	к этому	3	4
98	об этом	2	4
99	одна из	2	4
100	очень легко	2	4
101	не будет	2	4
102	в своей	2	4
103	его основе	3	4
104	как мы	8	4
105	той же	4	4
106	в таком	2	4
107	можно было	6	4
108	этот вопрос	3	4
109	с другом	5	4
110	только в	10	4
111	слова и	6	4
112	в основу	4	3
113	же как	6	3
114	с одной	5	3
115	что оно	4	3
116	в мире	2	3
117	ни в	9	3
118	тот же	2	3
119	должно быть	2	3
120	на этом	3	3
121	не можем	3	3
122	одной стороны	5	3
123	вслед за	3	3
124	всяком случае	4	3
125	с ее	5	3
126	но и	4	3
127	здесь мы	2	3
128	в своих	2	3
129	в которых	3	3
130	их в	3	3
131	и здесь	2	3
132	в то	4	3
133	мы условно	2	3
134	его в	3	3
135	могло бы	4	3
136	в основе	16	3
137	всех этих	2	3
138	смысле этого	4	3
139	из нее	2	3
140	в одном	2	3
141	но не	6	3
142	указывает на	2	3
143	мы в	2	3
144	сами по	3	3
145	что и	10	3
146	мы никогда	2	3
147	так и	5	3
148	как в	9	3
149	дело с	3	3
150	тем самым	2	3
151	из которых	5	3
152	и для	2	3
153	во всяком	4	3
154	от этого	6	3
155	тем что	8	3
156	в виде	3	3
157	этого слова	4	3
158	на этот	2	3
159	место в	2	2
160	уже в	7	2
161	бы сказать	3	2
162	столь же	7	2
163	с другой	6	2
164	основана на	2	2
165	и от	2	2
166	из этих	4	2
167	прежде всего	4	2
168	со всей	2	2
169	мы могли	9	2
170	в тех	2	2
171	оно является	3	2
172	мы знаем	4	2
173	но все	2	2
174	и другое	5	2
175	в нашей	2	2
176	при этом	5	2
177	стоящей перед	2	2
178	и той	2	2
179	в котором	3	2
180	не является	8	2
181	один из	6	2
182	с той	2	2
183	все они	2	2
184	другой стороны	3	2
185	именно в	5	2
186	время как	4	2
187	в результате	3	2
188	во всем	3	2
189	могли бы	11	2
190	не в	6	2
191	и потому	2	2
192	мы имеем	4	2
193	а как	2	2
194	с его	2	2
195	в них	2	2
196	и к	5	2
197	и эти	2	2
198	говорит не	2	2
199	представляет собой	6	2
200	тем и	4	2
201	с целым	2	2
202	мы увидим	4	2
203	стороны он	2	2
204	иначе говоря	2	2
205	что эти	3	2
206	перед ним	3	2
207	как говорит	5	2
208	внимание на	2	2
209	нами в	2	2
210	а с	3	2
211	одной и	2	2
212	то время	4	2
213	и эта	2	2
214	тому как	2	2
215	на пути	2	2
216	и то	2	2
217	между двумя	2	2
218	ни на	2	2
219	связи с	9	2
220	едва ли	2	2
221	образом что	2	2
222	что говорит	2	2
